# Time (s), Angle of Attack (°), Mach Number, Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), X (m), Y (m), Z (m), Latitude (°), Longitude (°), Pressure (Pa), Ax (m/s²), Ay (m/s²), Az (m/s²), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²), Aerodynamic Drag Force (N), thrust Power (W), Reynolds Number
64.470000,70.794525,0.074764,28.303653,0.054726,679.629120,277.930966,2166.186450,39.392550,-8.281379,79363.418500,-0.041686,-0.016997,0.031118,0.000000,0.000000,0.000000,-219.460011,0.000000,188624.865521
64.480000,70.794550,0.074763,28.303520,0.054723,679.581372,277.809815,2165.935150,39.392549,-8.281380,79365.719393,-0.041684,-0.016995,0.031116,0.000000,0.000000,0.000000,-219.459967,0.000000,188626.439072
64.490000,70.794575,0.074762,28.303387,0.054719,679.533619,277.688662,2165.683852,39.392548,-8.281381,79368.020258,-0.041681,-0.016993,0.031115,0.000000,0.000000,0.000000,-219.459922,0.000000,188628.012563
64.500000,70.794600,0.074761,28.303254,0.054716,679.485863,277.567508,2165.432558,39.392547,-8.281381,79370.321094,-0.041679,-0.016991,0.031113,0.000000,0.000000,0.000000,-219.459878,0.000000,188629.585995
64.510000,70.794624,0.074760,28.303121,0.054713,679.438102,277.446352,2165.181268,39.392545,-8.281382,79372.621901,-0.041677,-0.016989,0.031111,0.000000,0.000000,0.000000,-219.459833,0.000000,188631.159367
64.520000,70.794649,0.074759,28.302987,0.054710,679.390337,277.325194,2164.929980,39.392544,-8.281382,79374.922681,-0.041675,-0.016987,0.031110,0.000000,0.000000,0.000000,-219.459789,0.000000,188632.732679
64.530000,70.794674,0.074758,28.302854,0.054707,679.342568,277.204034,2164.678695,39.392543,-8.281383,79377.223431,-0.041673,-0.016985,0.031108,0.000000,0.000000,0.000000,-219.459744,0.000000,188634.305932
64.540000,70.794698,0.074757,28.302721,0.054704,679.294794,277.082873,2164.427413,39.392542,-8.281383,79379.524153,-0.041671,-0.016983,0.031107,0.000000,0.000000,0.000000,-219.459700,0.000000,188635.879125
64.550000,70.794723,0.074756,28.302588,0.054700,679.247017,276.961710,2164.176135,39.392541,-8.281384,79381.824847,-0.041668,-0.016981,0.031105,0.000000,0.000000,0.000000,-219.459656,0.000000,188637.452259
64.560000,70.794748,0.074754,28.302455,0.054697,679.199235,276.840545,2163.924860,39.392540,-8.281384,79384.125512,-0.041666,-0.016979,0.031104,0.000000,0.000000,0.000000,-219.459611,0.000000,188639.025333
64.570000,70.794772,0.074753,28.302322,0.054694,679.151449,276.719379,2163.673587,39.392539,-8.281385,79386.426149,-0.041664,-0.016976,0.031102,0.000000,0.000000,0.000000,-219.459567,0.000000,188640.598347
64.580000,70.794796,0.074752,28.302189,0.054691,679.103659,276.598211,2163.422318,39.392538,-8.281386,79388.726757,-0.041662,-0.016974,0.031101,0.000000,0.000000,0.000000,-219.459522,0.000000,188642.171302
64.590000,70.794821,0.074751,28.302056,0.054688,679.055865,276.477041,2163.171052,39.392537,-8.281386,79391.027336,-0.041660,-0.016972,0.031099,0.000000,0.000000,0.000000,-219.459478,0.000000,188643.744197
64.600000,70.794845,0.074750,28.301923,0.054685,679.008067,276.355870,2162.919789,39.392536,-8.281387,79393.327888,-0.041658,-0.016970,0.031098,0.000000,0.000000,0.000000,-219.459433,0.000000,188645.317033
64.610000,70.794869,0.074749,28.301789,0.054682,678.960264,276.234697,2162.668529,39.392535,-8.281387,79395.628410,-0.041655,-0.016968,0.031096,0.000000,0.000000,0.000000,-219.459389,0.000000,188646.889808
64.620000,70.794893,0.074748,28.301656,0.054678,678.912457,276.113522,2162.417273,39.392533,-8.281388,79397.928905,-0.041653,-0.016966,0.031095,0.000000,0.000000,0.000000,-219.459344,0.000000,188648.462525
64.630000,70.794918,0.074747,28.301523,0.054675,678.864646,275.992345,2162.166019,39.392532,-8.281388,79400.229370,-0.041651,-0.016964,0.031093,0.000000,0.000000,0.000000,-219.459300,0.000000,188650.035182
64.640000,70.794942,0.074746,28.301390,0.054672,678.816831,275.871167,2161.914769,39.392531,-8.281389,79402.529808,-0.041649,-0.016962,0.031092,0.000000,0.000000,0.000000,-219.459255,0.000000,188651.607779
64.650000,70.794966,0.074744,28.301257,0.054669,678.769012,275.749987,2161.663521,39.392530,-8.281389,79404.830217,-0.041647,-0.016960,0.031090,0.000000,0.000000,0.000000,-219.459211,0.000000,188653.180317
64.660000,70.794990,0.074743,28.301124,0.054666,678.721189,275.628806,2161.412277,39.392529,-8.281390,79407.130597,-0.041645,-0.016958,0.031089,0.000000,0.000000,0.000000,-219.459166,0.000000,188654.752795
64.670000,70.795014,0.074742,28.300991,0.054663,678.673361,275.507622,2161.161036,39.392528,-8.281391,79409.430949,-0.041643,-0.016956,0.031087,0.000000,0.000000,0.000000,-219.459122,0.000000,188656.325214
64.680000,70.795037,0.074741,28.300858,0.054660,678.625530,275.386437,2160.909798,39.392527,-8.281391,79411.731272,-0.041640,-0.016954,0.031086,0.000000,0.000000,0.000000,-219.459078,0.000000,188657.897573
64.690000,70.795061,0.074740,28.300725,0.054657,678.577694,275.265250,2160.658563,39.392526,-8.281392,79414.031567,-0.041638,-0.016952,0.031084,0.000000,0.000000,0.000000,-219.459033,0.000000,188659.469872
64.700000,70.795085,0.074739,28.300592,0.054654,678.529854,275.144062,2160.407331,39.392525,-8.281392,79416.331834,-0.041636,-0.016950,0.031083,0.000000,0.000000,0.000000,-219.458989,0.000000,188661.042112
64.710000,70.795109,0.074738,28.300459,0.054650,678.482010,275.022872,2160.156102,39.392524,-8.281393,79418.632072,-0.041634,-0.016948,0.031081,0.000000,0.000000,0.000000,-219.458944,0.000000,188662.614293
64.720000,70.795132,0.074737,28.300326,0.054647,678.434161,274.901680,2159.904877,39.392523,-8.281393,79420.932282,-0.041632,-0.016946,0.031079,0.000000,0.000000,0.000000,-219.458900,0.000000,188664.186414
64.730000,70.795156,0.074736,28.300194,0.054644,678.386309,274.780487,2159.653654,39.392521,-8.281394,79423.232463,-0.041630,-0.016944,0.031078,0.000000,0.000000,0.000000,-219.458855,0.000000,188665.758476
64.740000,70.795179,0.074734,28.300061,0.054641,678.338452,274.659291,2159.402435,39.392520,-8.281394,79425.532616,-0.041628,-0.016942,0.031076,0.000000,0.000000,0.000000,-219.458811,0.000000,188667.330478
64.750000,70.795203,0.074733,28.299928,0.054638,678.290591,274.538095,2159.151219,39.392519,-8.281395,79427.832740,-0.041626,-0.016940,0.031075,0.000000,0.000000,0.000000,-219.458766,0.000000,188668.902420
64.760000,70.795226,0.074732,28.299795,0.054635,678.242726,274.416896,2158.900005,39.392518,-8.281396,79430.132836,-0.041624,-0.016938,0.031073,0.000000,0.000000,0.000000,-219.458722,0.000000,188670.474303
64.770000,70.795250,0.074731,28.299662,0.054632,678.194857,274.295696,2158.648795,39.392517,-8.281396,79432.432903,-0.041622,-0.016936,0.031072,0.000000,0.000000,0.000000,-219.458678,0.000000,188672.046127
64.780000,70.795273,0.074730,28.299529,0.054629,678.146984,274.174494,2158.397588,39.392516,-8.281397,79434.732942,-0.041619,-0.016934,0.031070,0.000000,0.000000,0.000000,-219.458633,0.000000,188673.617891
64.790000,70.795296,0.074729,28.299396,0.054626,678.099107,274.053290,2158.146384,39.392515,-8.281397,79437.032952,-0.041617,-0.016932,0.031069,0.000000,0.000000,0.000000,-219.458589,0.000000,188675.189595
64.800000,70.795319,0.074728,28.299263,0.054623,678.051225,273.932085,2157.895184,39.392514,-8.281398,79439.332934,-0.041615,-0.016930,0.031067,0.000000,0.000000,0.000000,-219.458544,0.000000,188676.761241
64.810000,70.795342,0.074727,28.299131,0.054620,678.003339,273.810878,2157.643986,39.392513,-8.281398,79441.632888,-0.041613,-0.016928,0.031066,0.000000,0.000000,0.000000,-219.458500,0.000000,188678.332826
64.820000,70.795366,0.074726,28.298998,0.054617,677.955449,273.689669,2157.392792,39.392512,-8.281399,79443.932813,-0.041611,-0.016926,0.031064,0.000000,0.000000,0.000000,-219.458455,0.000000,188679.904353
64.830000,70.795389,0.074725,28.298865,0.054614,677.907555,273.568459,2157.141600,39.392511,-8.281399,79446.232710,-0.041609,-0.016924,0.031063,0.000000,0.000000,0.000000,-219.458411,0.000000,188681.475819
64.840000,70.795412,0.074723,28.298732,0.054611,677.859657,273.447246,2156.890412,39.392509,-8.281400,79448.532578,-0.041607,-0.016922,0.031061,0.000000,0.000000,0.000000,-219.458367,0.000000,188683.047227
64.850000,70.795435,0.074722,28.298599,0.054608,677.811754,273.326033,2156.639227,39.392508,-8.281401,79450.832418,-0.041605,-0.016921,0.031060,0.000000,0.000000,0.000000,-219.458322,0.000000,188684.618575
64.860000,70.795457,0.074721,28.298467,0.054605,677.763848,273.204817,2156.388044,39.392507,-8.281401,79453.132229,-0.041603,-0.016919,0.031058,0.000000,0.000000,0.000000,-219.458278,0.000000,188686.189863
64.870000,70.795480,0.074720,28.298334,0.054602,677.715937,273.083600,2156.136865,39.392506,-8.281402,79455.432012,-0.041601,-0.016917,0.031057,0.000000,0.000000,0.000000,-219.458233,0.000000,188687.761092
64.880000,70.795503,0.074719,28.298201,0.054599,677.668022,272.962381,2155.885690,39.392505,-8.281402,79457.731767,-0.041599,-0.016915,0.031055,0.000000,0.000000,0.000000,-219.458189,0.000000,188689.332262
64.890000,70.795526,0.074718,28.298068,0.054595,677.620103,272.841160,2155.634517,39.392504,-8.281403,79460.031493,-0.041597,-0.016913,0.031054,0.000000,0.000000,0.000000,-219.458144,0.000000,188690.903372
64.900000,70.795548,0.074717,28.297936,0.054592,677.572180,272.719938,2155.383347,39.392503,-8.281403,79462.331190,-0.041595,-0.016911,0.031052,0.000000,0.000000,0.000000,-219.458100,0.000000,188692.474423
64.910000,70.795571,0.074716,28.297803,0.054589,677.524252,272.598714,2155.132180,39.392502,-8.281404,79464.630860,-0.041593,-0.016909,0.031051,0.000000,0.000000,0.000000,-219.458056,0.000000,188694.045414
64.920000,70.795594,0.074715,28.297670,0.054586,677.476321,272.477489,2154.881017,39.392501,-8.281404,79466.930500,-0.041591,-0.016907,0.031049,0.000000,0.000000,0.000000,-219.458011,0.000000,188695.616346
64.930000,70.795616,0.074713,28.297537,0.054583,677.428385,272.356261,2154.629857,39.392500,-8.281405,79469.230113,-0.041589,-0.016905,0.031048,0.000000,0.000000,0.000000,-219.457967,0.000000,188697.187219
64.940000,70.795639,0.074712,28.297405,0.054580,677.380445,272.235032,2154.378699,39.392499,-8.281406,79471.529697,-0.041587,-0.016903,0.031046,0.000000,0.000000,0.000000,-219.457922,0.000000,188698.758032
64.950000,70.795661,0.074711,28.297272,0.054577,677.332501,272.113801,2154.127545,39.392497,-8.281406,79473.829252,-0.041585,-0.016901,0.031045,0.000000,0.000000,0.000000,-219.457878,0.000000,188700.328786
64.960000,70.795683,0.074710,28.297139,0.054574,677.284553,271.992569,2153.876394,39.392496,-8.281407,79476.128779,-0.041583,-0.016899,0.031043,0.000000,0.000000,0.000000,-219.457833,0.000000,188701.899481
64.970000,70.795706,0.074709,28.297007,0.054572,677.236601,271.871335,2153.625246,39.392495,-8.281407,79478.428278,-0.041581,-0.016898,0.031041,0.000000,0.000000,0.000000,-219.457789,0.000000,188703.470116
64.980000,70.795728,0.074708,28.296874,0.054569,677.188644,271.750099,2153.374101,39.392494,-8.281408,79480.727748,-0.041579,-0.016896,0.031040,0.000000,0.000000,0.000000,-219.457745,0.000000,188705.040692
64.990000,70.795750,0.074707,28.296741,0.054566,677.140684,271.628862,2153.122960,39.392493,-8.281408,79483.027190,-0.041577,-0.016894,0.031038,0.000000,0.000000,0.000000,-219.457700,0.000000,188706.611208
65.000000,70.795772,0.074706,28.296609,0.054563,677.092719,271.507622,2152.871821,39.392492,-8.281409,79485.326603,-0.041575,-0.016892,0.031037,0.000000,0.000000,0.000000,-219.457656,0.000000,188708.181665
65.010000,70.795795,0.074705,28.296476,0.054560,677.044750,271.386382,2152.620685,39.392491,-8.281410,79487.625988,-0.041573,-0.016890,0.031035,0.000000,0.000000,0.000000,-219.457611,0.000000,188709.752063
65.020000,70.795817,0.074703,28.296344,0.054557,676.996777,271.265139,2152.369553,39.392490,-8.281410,79489.925345,-0.041571,-0.016888,0.031034,0.000000,0.000000,0.000000,-219.457567,0.000000,188711.322401
65.030000,70.795839,0.074702,28.296211,0.054554,676.948799,271.143895,2152.118424,39.392489,-8.281411,79492.224673,-0.041569,-0.016886,0.031032,0.000000,0.000000,0.000000,-219.457523,0.000000,188712.892680
65.040000,70.795861,0.074701,28.296079,0.054551,676.900818,271.022649,2151.867297,39.392488,-8.281411,79494.523973,-0.041567,-0.016884,0.031031,0.000000,0.000000,0.000000,-219.457478,0.000000,188714.462900
65.050000,70.795882,0.074700,28.295946,0.054548,676.852832,270.901401,2151.616174,39.392487,-8.281412,79496.823244,-0.041565,-0.016883,0.031029,0.000000,0.000000,0.000000,-219.457434,0.000000,188716.033060
65.060000,70.795904,0.074699,28.295813,0.054545,676.804842,270.780152,2151.365054,39.392485,-8.281412,79499.122487,-0.041563,-0.016881,0.031028,0.000000,0.000000,0.000000,-219.457389,0.000000,188717.603162
65.070000,70.795926,0.074698,28.295681,0.054542,676.756849,270.658901,2151.113937,39.392484,-8.281413,79501.421701,-0.041561,-0.016879,0.031026,0.000000,0.000000,0.000000,-219.457345,0.000000,188719.173203
65.080000,70.795948,0.074697,28.295548,0.054539,676.708850,270.537648,2150.862823,39.392483,-8.281413,79503.720887,-0.041559,-0.016877,0.031025,0.000000,0.000000,0.000000,-219.457301,0.000000,188720.743186
65.090000,70.795970,0.074696,28.295416,0.054536,676.660848,270.416394,2150.611713,39.392482,-8.281414,79506.020045,-0.041557,-0.016875,0.031023,0.000000,0.000000,0.000000,-219.457256,0.000000,188722.313109
65.100000,70.795991,0.074695,28.295283,0.054533,676.612842,270.295138,2150.360605,39.392481,-8.281415,79508.319174,-0.041555,-0.016873,0.031022,0.000000,0.000000,0.000000,-219.457212,0.000000,188723.882973
65.110000,70.796013,0.074694,28.295151,0.054530,676.564831,270.173880,2150.109501,39.392480,-8.281415,79510.618275,-0.041553,-0.016872,0.031020,0.000000,0.000000,0.000000,-219.457167,0.000000,188725.452777
65.120000,70.796034,0.074692,28.295018,0.054527,676.516817,270.052621,2149.858399,39.392479,-8.281416,79512.917348,-0.041551,-0.016870,0.031019,0.000000,0.000000,0.000000,-219.457123,0.000000,188727.022523
65.130000,70.796056,0.074691,28.294886,0.054524,676.468798,269.931359,2149.607301,39.392478,-8.281416,79515.216392,-0.041549,-0.016868,0.031017,0.000000,0.000000,0.000000,-219.457079,0.000000,188728.592209
65.140000,70.796077,0.074690,28.294754,0.054521,676.420775,269.810097,2149.356206,39.392477,-8.281417,79517.515407,-0.041547,-0.016866,0.031016,0.000000,0.000000,0.000000,-219.457034,0.000000,188730.161836
65.150000,70.796099,0.074689,28.294621,0.054519,676.372748,269.688832,2149.105113,39.392476,-8.281417,79519.814395,-0.041545,-0.016864,0.031014,0.000000,0.000000,0.000000,-219.456990,0.000000,188731.731403
65.160000,70.796120,0.074688,28.294489,0.054516,676.324716,269.567566,2148.854024,39.392475,-8.281418,79522.113353,-0.041543,-0.016862,0.031013,0.000000,0.000000,0.000000,-219.456945,0.000000,188733.300911
65.170000,70.796142,0.074687,28.294356,0.054513,676.276681,269.446298,2148.602939,39.392473,-8.281418,79524.412284,-0.041541,-0.016861,0.031011,0.000000,0.000000,0.000000,-219.456901,0.000000,188734.870360
65.180000,70.796163,0.074686,28.294224,0.054510,676.228641,269.325029,2148.351856,39.392472,-8.281419,79526.711186,-0.041539,-0.016859,0.031010,0.000000,0.000000,0.000000,-219.456857,0.000000,188736.439750
65.190000,70.796184,0.074685,28.294092,0.054507,676.180597,269.203757,2148.100776,39.392471,-8.281420,79529.010060,-0.041537,-0.016857,0.031008,0.000000,0.000000,0.000000,-219.456812,0.000000,188738.009080
65.200000,70.796205,0.074684,28.293959,0.054504,676.132549,269.082484,2147.849699,39.392470,-8.281420,79531.308905,-0.041535,-0.016855,0.031007,0.000000,0.000000,0.000000,-219.456768,0.000000,188739.578352
65.210000,70.796226,0.074682,28.293827,0.054501,676.084497,268.961210,2147.598626,39.392469,-8.281421,79533.607722,-0.041533,-0.016853,0.031005,0.000000,0.000000,0.000000,-219.456724,0.000000,188741.147564
65.220000,70.796247,0.074681,28.293694,0.054498,676.036441,268.839933,2147.347556,39.392468,-8.281421,79535.906510,-0.041531,-0.016852,0.031004,0.000000,0.000000,0.000000,-219.456679,0.000000,188742.716717
65.230000,70.796269,0.074680,28.293562,0.054495,675.988381,268.718656,2147.096488,39.392467,-8.281422,79538.205271,-0.041530,-0.016850,0.031002,0.000000,0.000000,0.000000,-219.456635,0.000000,188744.285810
65.240000,70.796290,0.074679,28.293430,0.054492,675.940316,268.597376,2146.845424,39.392466,-8.281422,79540.504002,-0.041528,-0.016848,0.031000,0.000000,0.000000,0.000000,-219.456590,0.000000,188745.854844
65.250000,70.796310,0.074678,28.293297,0.054490,675.892248,268.476094,2146.594363,39.392465,-8.281423,79542.802706,-0.041526,-0.016846,0.030999,0.000000,0.000000,0.000000,-219.456546,0.000000,188747.423820
65.260000,70.796331,0.074677,28.293165,0.054487,675.844175,268.354811,2146.343305,39.392464,-8.281423,79545.101381,-0.041524,-0.016844,0.030997,0.000000,0.000000,0.000000,-219.456502,0.000000,188748.992735
65.270000,70.796352,0.074676,28.293033,0.054484,675.796098,268.233527,2146.092250,39.392463,-8.281424,79547.400027,-0.041522,-0.016843,0.030996,0.000000,0.000000,0.000000,-219.456457,0.000000,188750.561592
65.280000,70.796373,0.074675,28.292901,0.054481,675.748017,268.112240,2145.841198,39.392461,-8.281425,79549.698646,-0.041520,-0.016841,0.030994,0.000000,0.000000,0.000000,-219.456413,0.000000,188752.130390
65.290000,70.796394,0.074674,28.292768,0.054478,675.699931,267.990952,2145.590150,39.392460,-8.281425,79551.997235,-0.041518,-0.016839,0.030993,0.000000,0.000000,0.000000,-219.456369,0.000000,188753.699128
65.300000,70.796414,0.074673,28.292636,0.054475,675.651842,267.869662,2145.339104,39.392459,-8.281426,79554.295797,-0.041516,-0.016837,0.030991,0.000000,0.000000,0.000000,-219.456324,0.000000,188755.267807
65.310000,70.796435,0.074671,28.292504,0.054472,675.603748,267.748371,2145.088061,39.392458,-8.281426,79556.594330,-0.041514,-0.016836,0.030990,0.000000,0.000000,0.000000,-219.456280,0.000000,188756.836427
65.320000,70.796456,0.074670,28.292372,0.054470,675.555650,267.627078,2144.837022,39.392457,-8.281427,79558.892835,-0.041512,-0.016834,0.030988,0.000000,0.000000,0.000000,-219.456236,0.000000,188758.404988
65.330000,70.796476,0.074669,28.292239,0.054467,675.507548,267.505783,2144.585986,39.392456,-8.281427,79561.191311,-0.041511,-0.016832,0.030987,0.000000,0.000000,0.000000,-219.456191,0.000000,188759.973490
65.340000,70.796497,0.074668,28.292107,0.054464,675.459442,267.384487,2144.334953,39.392455,-8.281428,79563.489759,-0.041509,-0.016830,0.030985,0.000000,0.000000,0.000000,-219.456147,0.000000,188761.541932
65.350000,70.796517,0.074667,28.291975,0.054461,675.411332,267.263188,2144.083922,39.392454,-8.281429,79565.788179,-0.041507,-0.016829,0.030984,0.000000,0.000000,0.000000,-219.456102,0.000000,188763.110315
65.360000,70.796538,0.074666,28.291843,0.054458,675.363218,267.141888,2143.832895,39.392453,-8.281429,79568.086570,-0.041505,-0.016827,0.030982,0.000000,0.000000,0.000000,-219.456058,0.000000,188764.678639
65.370000,70.796558,0.074665,28.291711,0.054455,675.315099,267.020587,2143.581871,39.392452,-8.281430,79570.384933,-0.041503,-0.016825,0.030981,0.000000,0.000000,0.000000,-219.456014,0.000000,188766.246904
65.380000,70.796578,0.074664,28.291579,0.054453,675.266977,266.899284,2143.330851,39.392451,-8.281430,79572.683267,-0.041501,-0.016823,0.030979,0.000000,0.000000,0.000000,-219.455969,0.000000,188767.815110
65.390000,70.796599,0.074663,28.291446,0.054450,675.218850,266.777979,2143.079833,39.392449,-8.281431,79574.981573,-0.041499,-0.016822,0.030978,0.000000,0.000000,0.000000,-219.455925,0.000000,188769.383257
65.400000,70.796619,0.074661,28.291314,0.054447,675.170719,266.656672,2142.828818,39.392448,-8.281431,79577.279851,-0.041497,-0.016820,0.030976,0.000000,0.000000,0.000000,-219.455881,0.000000,188770.951345
65.410000,70.796639,0.074660,28.291182,0.054444,675.122584,266.535364,2142.577807,39.392447,-8.281432,79579.578100,-0.041496,-0.016818,0.030975,0.000000,0.000000,0.000000,-219.455836,0.000000,188772.519373
65.420000,70.796659,0.074659,28.291050,0.054441,675.074444,266.414054,2142.326798,39.392446,-8.281432,79581.876322,-0.041494,-0.016817,0.030973,0.000000,0.000000,0.000000,-219.455792,0.000000,188774.087342
65.430000,70.796679,0.074658,28.290918,0.054439,675.026301,266.292742,2142.075793,39.392445,-8.281433,79584.174514,-0.041492,-0.016815,0.030972,0.000000,0.000000,0.000000,-219.455748,0.000000,188775.655253
65.440000,70.796699,0.074657,28.290786,0.054436,674.978153,266.171429,2141.824791,39.392444,-8.281434,79586.472679,-0.041490,-0.016813,0.030970,0.000000,0.000000,0.000000,-219.455703,0.000000,188777.223104
65.450000,70.796719,0.074656,28.290654,0.054433,674.930002,266.050114,2141.573792,39.392443,-8.281434,79588.770815,-0.041488,-0.016811,0.030969,0.000000,0.000000,0.000000,-219.455659,0.000000,188778.790896
65.460000,70.796739,0.074655,28.290522,0.054430,674.881846,265.928797,2141.322796,39.392442,-8.281435,79591.068922,-0.041486,-0.016810,0.030967,0.000000,0.000000,0.000000,-219.455615,0.000000,188780.358629
65.470000,70.796759,0.074654,28.290390,0.054427,674.833686,265.807479,2141.071803,39.392441,-8.281435,79593.367001,-0.041484,-0.016808,0.030966,0.000000,0.000000,0.000000,-219.455570,0.000000,188781.926302
65.480000,70.796779,0.074653,28.290258,0.054425,674.785522,265.686159,2140.820813,39.392440,-8.281436,79595.665052,-0.041483,-0.016806,0.030964,0.000000,0.000000,0.000000,-219.455526,0.000000,188783.493917
65.490000,70.796799,0.074652,28.290126,0.054422,674.737353,265.564837,2140.569826,39.392439,-8.281436,79597.963075,-0.041481,-0.016805,0.030963,0.000000,0.000000,0.000000,-219.455482,0.000000,188785.061473
65.500000,70.796819,0.074650,28.289994,0.054419,674.689181,265.443514,2140.318842,39.392437,-8.281437,79600.261069,-0.041479,-0.016803,0.030961,0.000000,0.000000,0.000000,-219.455437,0.000000,188786.628969
65.510000,70.796839,0.074649,28.289862,0.054416,674.641004,265.322189,2140.067862,39.392436,-8.281437,79602.559035,-0.041477,-0.016801,0.030960,0.000000,0.000000,0.000000,-219.455393,0.000000,188788.196407
65.520000,70.796858,0.074648,28.289730,0.054413,674.592824,265.200862,2139.816884,39.392435,-8.281438,79604.856973,-0.041475,-0.016800,0.030958,0.000000,0.000000,0.000000,-219.455349,0.000000,188789.763785
65.530000,70.796878,0.074647,28.289598,0.054411,674.544639,265.079533,2139.565910,39.392434,-8.281439,79607.154882,-0.041473,-0.016798,0.030957,0.000000,0.000000,0.000000,-219.455304,0.000000,188791.331105
65.540000,70.796897,0.074646,28.289466,0.054408,674.496450,264.958203,2139.314939,39.392433,-8.281439,79609.452763,-0.041472,-0.016796,0.030955,0.000000,0.000000,0.000000,-219.455260,0.000000,188792.898365
65.550000,70.796917,0.074645,28.289334,0.054405,674.448256,264.836871,2139.063971,39.392432,-8.281440,79611.750615,-0.041470,-0.016795,0.030953,0.000000,0.000000,0.000000,-219.455216,0.000000,188794.465566
65.560000,70.796937,0.074644,28.289202,0.054402,674.400059,264.715538,2138.813006,39.392431,-8.281440,79614.048439,-0.041468,-0.016793,0.030952,0.000000,0.000000,0.000000,-219.455171,0.000000,188796.032708
65.570000,70.796956,0.074643,28.289070,0.054400,674.351858,264.594203,2138.562044,39.392430,-8.281441,79616.346235,-0.041466,-0.016791,0.030950,0.000000,0.000000,0.000000,-219.455127,0.000000,188797.599791
65.580000,70.796975,0.074642,28.288938,0.054397,674.303652,264.472866,2138.311085,39.392429,-8.281441,79618.644003,-0.041464,-0.016790,0.030949,0.000000,0.000000,0.000000,-219.455083,0.000000,188799.166816
65.590000,70.796995,0.074641,28.288807,0.054394,674.255442,264.351527,2138.060129,39.392428,-8.281442,79620.941742,-0.041463,-0.016788,0.030947,0.000000,0.000000,0.000000,-219.455038,0.000000,188800.733781
65.600000,70.797014,0.074639,28.288675,0.054391,674.207228,264.230187,2137.809176,39.392427,-8.281443,79623.239452,-0.041461,-0.016786,0.030946,0.000000,0.000000,0.000000,-219.454994,0.000000,188802.300687
65.610000,70.797033,0.074638,28.288543,0.054389,674.159010,264.108845,2137.558227,39.392425,-8.281443,79625.537135,-0.041459,-0.016785,0.030944,0.000000,0.000000,0.000000,-219.454950,0.000000,188803.867534
65.620000,70.797053,0.074637,28.288411,0.054386,674.110788,263.987502,2137.307280,39.392424,-8.281444,79627.834789,-0.041457,-0.016783,0.030943,0.000000,0.000000,0.000000,-219.454906,0.000000,188805.434322
65.630000,70.797072,0.074636,28.288279,0.054383,674.062562,263.866156,2137.056337,39.392423,-8.281444,79630.132415,-0.041455,-0.016781,0.030941,0.000000,0.000000,0.000000,-219.454861,0.000000,188807.001051
65.640000,70.797091,0.074635,28.288147,0.054380,674.014331,263.744810,2136.805396,39.392422,-8.281445,79632.430012,-0.041454,-0.016780,0.030940,0.000000,0.000000,0.000000,-219.454817,0.000000,188808.567721
65.650000,70.797110,0.074634,28.288016,0.054378,673.966096,263.623461,2136.554459,39.392421,-8.281445,79634.727582,-0.041452,-0.016778,0.030938,0.000000,0.000000,0.000000,-219.454773,0.000000,188810.134332
65.660000,70.797129,0.074633,28.287884,0.054375,673.917858,263.502111,2136.303525,39.392420,-8.281446,79637.025122,-0.041450,-0.016776,0.030937,0.000000,0.000000,0.000000,-219.454728,0.000000,188811.700884
65.670000,70.797148,0.074632,28.287752,0.054372,673.869615,263.380759,2136.052594,39.392419,-8.281446,79639.322635,-0.041448,-0.016775,0.030935,0.000000,0.000000,0.000000,-219.454684,0.000000,188813.267377
65.680000,70.797167,0.074631,28.287620,0.054370,673.821368,263.259405,2135.801666,39.392418,-8.281447,79641.620119,-0.041447,-0.016773,0.030934,0.000000,0.000000,0.000000,-219.454640,0.000000,188814.833811
65.690000,70.797186,0.074629,28.287489,0.054367,673.773116,263.138050,2135.550741,39.392417,-8.281448,79643.917575,-0.041445,-0.016772,0.030932,0.000000,0.000000,0.000000,-219.454595,0.000000,188816.400186
65.700000,70.797205,0.074628,28.287357,0.054364,673.724861,263.016693,2135.299819,39.392416,-8.281448,79646.215002,-0.041443,-0.016770,0.030931,0.000000,0.000000,0.000000,-219.454551,0.000000,188817.966502
65.710000,70.797224,0.074627,28.287225,0.054361,673.676602,262.895334,2135.048901,39.392415,-8.281449,79648.512402,-0.041441,-0.016768,0.030929,0.000000,0.000000,0.000000,-219.454507,0.000000,188819.532759
65.720000,70.797243,0.074626,28.287093,0.054359,673.628338,262.773974,2134.797985,39.392413,-8.281449,79650.809772,-0.041439,-0.016767,0.030928,0.000000,0.000000,0.000000,-219.454463,0.000000,188821.098957
65.730000,70.797262,0.074625,28.286962,0.054356,673.580070,262.652612,2134.547073,39.392412,-8.281450,79653.107115,-0.041438,-0.016765,0.030926,0.000000,0.000000,0.000000,-219.454418,0.000000,188822.665096
65.740000,70.797280,0.074624,28.286830,0.054353,673.531798,262.531248,2134.296163,39.392411,-8.281450,79655.404429,-0.041436,-0.016764,0.030925,0.000000,0.000000,0.000000,-219.454374,0.000000,188824.231177
65.750000,70.797299,0.074623,28.286698,0.054351,673.483522,262.409883,2134.045257,39.392410,-8.281451,79657.701715,-0.041434,-0.016762,0.030923,0.000000,0.000000,0.000000,-219.454330,0.000000,188825.797198
