# Time (s), Angle of Attack (°), Mach Number, Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), X (m), Y (m), Z (m), Latitude (°), Longitude (°), Pressure (Pa), Ax (m/s²), Ay (m/s²), Az (m/s²), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²), Aerodynamic Drag Force (N), thrust Power (W), Reynolds Number
0.000000,92.191055,0.033638,0.000000,0.000000,0.000000,0.000000,163.000000,39.390050,-8.289290,100000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.794100,0.000000,103100.949028
0.010000,92.191055,0.033638,-0.000000,-0.000000,-0.000000,0.000000,163.000000,39.390050,-8.289290,100000.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.794100,-0.000000,103100.949028
0.020000,92.191055,0.033638,0.000000,0.000000,0.000000,-0.000000,163.000000,39.390050,-8.289290,100000.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.794100,0.000000,103100.949028
0.030000,92.191055,0.033638,0.000000,0.000003,0.000000,-0.000000,163.000000,39.390050,-8.289290,100000.000000,0.000000,-0.000000,0.000003,-0.000000,0.000000,-0.000000,0.794100,0.000000,103100.949028
0.040000,92.191055,0.033638,-0.000000,-0.000172,-0.000000,0.000000,163.000000,39.390050,-8.289290,100000.000000,-0.000011,0.000010,-0.000171,0.000000,-0.000000,0.000000,0.794100,-0.000001,103100.949028
0.050000,92.191055,0.033638,0.000000,0.008962,0.000000,-0.000000,163.000000,39.390050,-8.289290,100000.000000,0.000571,-0.000533,0.008928,-0.000000,0.000000,-0.000000,0.794100,0.000055,103100.949017
0.060000,91.907626,0.033632,0.056771,57.201814,0.000002,-0.000002,163.000028,39.390050,-8.289290,100000.000000,3.646139,-3.400080,56.984144,0.000000,-0.000000,0.000000,0.793836,101.627426,103082.700631
0.070000,89.093944,0.033618,0.619790,56.114590,0.000218,-0.000203,163.003402,39.390050,-8.289290,100000.000000,3.576838,-3.335455,55.901057,0.000000,-0.000000,0.000000,0.793195,1100.859659,103038.455029
0.080000,86.309081,0.033684,1.177895,55.567081,0.000791,-0.000738,163.012361,39.390050,-8.289290,100000.000000,3.541939,-3.302911,55.355631,0.000000,-0.000000,0.000000,0.796113,2075.737800,103239.708059
0.090000,83.565848,0.033827,1.731080,55.072167,0.001718,-0.001602,163.026854,39.390050,-8.289290,100000.000000,3.510392,-3.273494,54.862601,0.000000,-0.000000,0.000000,0.802492,3026.454533,103678.612377
0.100000,80.875913,0.034044,2.279336,54.579022,0.002997,-0.002794,163.046834,39.390050,-8.289290,100000.000000,3.478958,-3.244181,54.371332,0.000000,-0.000000,0.000000,0.812231,3953.203342,104345.835533
0.110000,78.249556,0.034333,2.822658,54.085194,0.004623,-0.004311,163.072251,39.390050,-8.289290,100000.000000,3.447481,-3.214828,53.879383,0.000000,-0.000000,0.000000,0.825227,4856.178317,105230.800076
0.120000,75.695503,0.034689,3.361038,53.590699,0.006594,-0.006149,163.103056,39.390050,-8.289290,100000.000000,3.415961,-3.185435,53.386770,-0.000000,0.000000,-0.000000,0.841372,5735.574247,106321.940720
0.130000,73.220857,0.035108,3.894469,53.095500,0.008907,-0.008306,163.139200,39.390050,-8.289290,100000.000000,3.384396,-3.156000,52.893455,-0.000000,0.000000,-0.000000,0.860557,6591.586254,107606.976624
0.140000,70.831091,0.035587,4.422945,52.599569,0.011558,-0.010778,163.180633,39.390050,-8.289290,100000.000000,3.352785,-3.126522,52.399411,-0.000000,0.000000,-0.000000,0.882673,7424.408985,109073.167753
0.150000,68.530112,0.036120,4.946459,52.103133,0.014544,-0.013563,163.227306,39.390050,-8.289290,100000.000000,3.321141,-3.097014,51.904865,0.000000,-0.000000,0.000000,0.907607,8234.239780,110707.563483
0.160000,66.320385,0.036704,5.465005,51.605914,0.017863,-0.016657,163.279169,39.390050,-8.289290,100000.000000,3.289447,-3.067459,51.409538,0.000000,-0.000000,0.000000,0.935247,9021.275445,112497.213521
0.170000,64.203083,0.037334,5.978576,51.108209,0.021510,-0.020058,163.336173,39.390050,-8.289290,100000.000000,3.257723,-3.037876,50.913726,-0.000000,0.000000,-0.000000,0.965480,9785.712731,114429.350632
0.180000,62.178249,0.038007,6.487166,50.609667,0.025483,-0.023764,163.398269,39.390050,-8.289290,100000.000000,3.225945,-3.008242,50.417081,-0.000000,0.000000,-0.000000,0.998193,10527.743108,116491.544276
0.190000,60.244986,0.038718,6.990768,50.110490,0.029779,-0.027769,163.465406,39.390050,-8.289290,100000.000000,3.194127,-2.978571,49.919805,-0.000000,0.000000,-0.000000,1.033276,11247.540938,118671.810260
0.200000,58.401332,0.039465,7.489455,49.680261,0.034394,-0.032073,163.537536,39.390050,-8.289290,100000.000000,3.166703,-2.952998,49.491212,-0.000000,0.000000,0.000000,1.070622,11959.447220,120959.069922
0.210000,56.631179,0.040249,7.987191,49.872122,0.039327,-0.036673,163.614623,39.390050,-8.289290,100000.000000,3.178933,-2.964403,49.682344,-0.000000,0.000000,-0.000000,1.110449,12791.242972,123362.156157
0.220000,54.923713,0.041073,8.486872,50.064115,0.044577,-0.041569,163.696679,39.390050,-8.289289,100000.000000,3.191171,-2.975815,49.873606,0.000000,-0.000000,0.000000,1.152965,13630.780419,125888.477055
0.230000,53.278651,0.041936,8.988474,50.256179,0.050147,-0.046762,163.783722,39.390050,-8.289289,100000.000000,3.203413,-2.987231,50.064939,0.000000,-0.000000,0.000000,1.198160,14478.035553,128532.466585
0.240000,51.695229,0.042835,9.491996,50.448386,0.056036,-0.052255,163.875771,39.390050,-8.289289,100000.000000,3.215665,-2.998656,50.256415,-0.000000,0.000000,-0.000000,1.246027,15333.041074,131288.799656
0.250000,50.172360,0.043769,9.997442,50.640713,0.062248,-0.058047,163.972846,39.390049,-8.289289,100000.000000,3.227924,-3.010088,50.448010,0.000000,-0.000000,0.000000,1.296556,16195.825982,134152.308683
0.260000,48.708697,0.044737,10.504811,50.833077,0.068782,-0.064140,164.074965,39.390049,-8.289289,100000.000000,3.240185,-3.021522,50.639642,-0.000000,0.000000,-0.000000,1.349736,17066.417999,137118.000835
0.270000,47.302682,0.045736,11.014103,51.025480,0.075640,-0.070535,164.182149,39.390049,-8.289289,100000.000000,3.252450,-3.032958,50.831312,0.000000,-0.000000,0.000000,1.405554,17944.844473,140181.080584
0.280000,45.952598,0.046766,11.525321,51.218021,0.082823,-0.077234,164.294416,39.390049,-8.289289,100000.000000,3.264722,-3.044403,51.023121,0.000000,-0.000000,0.000000,1.463995,18831.133139,143336.965129
0.290000,44.656606,0.047824,12.038465,51.410757,0.090333,-0.084237,164.411785,39.390049,-8.289289,100000.000000,3.277008,-3.055859,51.215124,-0.000000,0.000000,-0.000000,1.525043,19725.314377,146581.301594
0.300000,43.412793,0.048910,12.553536,51.603527,0.098171,-0.091546,164.534275,39.390049,-8.289289,100000.000000,3.289295,-3.067317,51.407160,-0.000000,0.000000,-0.000000,1.588681,20627.416360,149909.951124
0.310000,42.219196,0.050023,13.070535,51.796340,0.106337,-0.099161,164.661906,39.390049,-8.289289,100000.000000,3.301585,-3.078778,51.599240,0.000000,-0.000000,0.000000,1.654889,21537.466524,153318.994574
0.320000,41.073831,0.051160,13.589463,51.989308,0.114834,-0.107084,164.794698,39.390049,-8.289289,100000.000000,3.313886,-3.090248,51.791473,-0.000000,0.000000,-0.000000,1.723647,22455.492784,156804.733895
0.330000,39.974714,0.052321,14.110322,52.182460,0.123662,-0.115317,164.932668,39.390049,-8.289289,100000.000000,3.326197,-3.101729,51.983890,-0.000000,0.000000,-0.000000,1.794932,23381.525772,160363.696467
0.340000,38.919878,0.053505,14.633112,52.375659,0.132823,-0.123859,165.075837,39.390049,-8.289288,100000.000000,3.338512,-3.113213,52.176354,0.000000,-0.000000,0.000000,1.868722,24315.593713,163992.607455
0.350000,37.907394,0.054711,15.157835,52.568906,0.142317,-0.132713,165.224223,39.390049,-8.289288,100000.000000,3.350830,-3.124700,52.368866,0.000000,-0.000000,0.000000,1.944992,25257.724248,167688.388854
0.360000,36.935376,0.055938,15.684491,52.762317,0.152147,-0.141879,165.377846,39.390049,-8.289288,100000.000000,3.363158,-3.136196,52.561540,-0.000000,0.000000,-0.000000,2.023715,26207.945490,171448.155082
0.370000,36.001985,0.057184,16.213082,52.955919,0.162313,-0.151359,165.536726,39.390049,-8.289288,100000.000000,3.375499,-3.147704,52.754406,0.000000,-0.000000,0.000000,2.104864,27166.288287,175269.213637
0.380000,35.105448,0.058450,16.743610,53.149573,0.172816,-0.161154,165.700880,39.390049,-8.289288,100000.000000,3.387843,-3.159215,52.947323,0.000000,-0.000000,0.000000,2.188410,28132.781061,179149.033517
0.390000,34.244054,0.059734,17.276074,53.343281,0.183659,-0.171264,165.870330,39.390048,-8.289288,100000.000000,3.400190,-3.170729,53.140294,-0.000000,0.000000,-0.000000,2.274324,29107.451615,183085.242927
0.400000,33.416159,0.061036,17.810476,53.537165,0.194841,-0.181692,166.045094,39.390048,-8.289288,100000.000000,3.412549,-3.182253,53.333439,0.000000,0.000000,-0.000000,2.362573,30090.328274,187075.624944
0.410000,32.620184,0.062355,18.346818,53.731243,0.206364,-0.192438,166.225191,39.390048,-8.289288,100000.000000,3.424919,-3.193789,53.526780,-0.000000,0.000000,-0.000000,2.453125,31081.442156,191118.118356
0.420000,31.854621,0.063690,18.885101,53.925382,0.218230,-0.203503,166.410640,39.390048,-8.289287,100000.000000,3.437294,-3.205329,53.720179,-0.000000,0.000000,-0.000000,2.545946,32080.821852,195210.785132
0.430000,31.118032,0.065042,19.425326,54.119580,0.230440,-0.214889,166.601462,39.390048,-8.289287,100000.000000,3.449673,-3.216872,53.913638,-0.000000,0.000000,-0.000000,2.641000,33088.495366,199351.810195
0.440000,30.409045,0.066408,19.967493,54.313968,0.242995,-0.226596,166.797675,39.390048,-8.289287,100000.000000,3.462063,-3.228426,54.107287,0.000000,-0.000000,0.000000,2.738252,34104.491320,203539.498615
0.450000,29.726352,0.067789,20.511605,54.508556,0.255896,-0.238627,166.999299,39.390048,-8.289287,100000.000000,3.474467,-3.239993,54.301135,0.000000,-0.000000,0.000000,2.837663,35128.840994,207772.277110
0.460000,29.068711,0.069184,21.057664,54.703212,0.269144,-0.250981,167.206352,39.390048,-8.289287,100000.000000,3.486874,-3.251563,54.495050,-0.000000,0.000000,-0.000000,2.939193,36161.573253,212048.663728
0.470000,28.434944,0.070593,21.605670,54.897937,0.282741,-0.263660,167.418856,39.390048,-8.289287,100000.000000,3.499286,-3.263137,54.689034,-0.000000,0.000000,-0.000000,3.042803,37202.716314,216367.268751
0.480000,27.823931,0.072015,22.155624,55.092888,0.296688,-0.276666,167.636828,39.390048,-8.289287,100000.000000,3.511713,-3.274725,54.883243,0.000000,-0.000000,0.000000,3.148450,38252.299093,220726.794313
0.490000,27.234608,0.073451,22.707528,55.288075,0.310986,-0.289999,167.860288,39.390047,-8.289286,100000.000000,3.524155,-3.286327,55.077687,0.000000,-0.000000,0.000000,3.256092,39310.354021,225126.041328
0.500000,26.665967,0.074899,23.261385,55.483339,0.325637,-0.303661,168.089257,39.390047,-8.289286,100000.000000,3.536601,-3.297934,55.272208,0.000000,0.000000,-0.000000,3.365684,40376.910251,229563.872727
0.510000,26.117054,0.076359,23.817195,55.678681,0.340641,-0.317653,168.323752,39.390047,-8.289286,100000.000000,3.549052,-3.309545,55.466807,0.000000,-0.000000,0.000000,3.477179,41451.996256,234039.219595
0.520000,25.586964,0.077831,24.374959,55.874104,0.356000,-0.331976,168.563795,39.390047,-8.289286,100000.000000,3.561509,-3.321161,55.661486,-0.000000,0.000000,-0.000000,3.590532,42535.640708,238551.079761
0.530000,25.074840,0.079315,24.934678,56.069628,0.371716,-0.346630,168.809403,39.390047,-8.289286,100000.000000,3.573972,-3.332783,55.856266,0.000000,-0.000000,0.000000,3.705693,43627.871291,243098.514412
0.540000,24.579870,0.080810,25.496353,56.265515,0.387788,-0.361618,169.060597,39.390047,-8.289285,100000.000000,3.586458,-3.344426,56.051408,-0.000000,0.000000,-0.000000,3.822612,44728.723154,247680.651823
0.550000,24.101281,0.082316,26.059989,56.461576,0.404220,-0.376941,169.317396,39.390047,-8.289285,100000.000000,3.598955,-3.356080,56.246722,0.000000,-0.000000,0.000000,3.941239,45838.213428,252296.682689
0.560000,23.638345,0.083832,26.625585,56.657760,0.421011,-0.392599,169.579820,39.390046,-8.289285,100000.000000,3.611460,-3.367741,56.442160,-0.000000,0.000000,-0.000000,4.061521,46956.424944,256945.833188
0.570000,23.190371,0.085360,27.193143,56.853871,0.438163,-0.408594,169.847888,39.390046,-8.289285,100000.000000,3.623961,-3.379398,56.637524,0.000000,-0.000000,0.000000,4.183404,48083.212587,261627.368368
0.580000,22.756704,0.086898,27.762665,57.050570,0.455678,-0.424927,170.121620,39.390046,-8.289285,100000.000000,3.636499,-3.391090,56.833475,-0.000000,0.000000,-0.000000,4.306833,49219.122604,266340.611445
0.590000,22.336724,0.088446,28.334149,57.246243,0.473556,-0.441598,170.401035,39.390046,-8.289284,100000.000000,3.648971,-3.402721,57.028404,0.000000,-0.000000,0.000000,4.431750,50362.879887,271084.893987
0.600000,21.929841,0.090003,28.907602,57.443561,0.491800,-0.458611,170.686153,39.390046,-8.289284,100000.000000,3.661549,-3.414450,57.224971,-0.000000,0.000000,-0.000000,4.558098,51516.497075,275859.654897
0.610000,21.535763,0.091570,29.482626,57.545729,0.510409,-0.475964,170.976992,39.390046,-8.289284,100000.000000,3.668061,-3.420522,57.326750,-0.000000,0.000000,-0.000000,4.685729,52603.953206,280660.992093
0.620000,21.154342,0.093143,30.058597,57.649351,0.529385,-0.493660,171.273564,39.390046,-8.289284,100000.000000,3.674666,-3.426682,57.429978,0.000000,-0.000000,0.000000,4.814442,53696.598904,285483.102812
0.630000,20.784956,0.094723,30.635604,57.751842,0.548729,-0.511698,171.575880,39.390045,-8.289284,100000.000000,3.681199,-3.432774,57.532079,-0.000000,0.000000,-0.000000,4.944173,54792.667618,290326.151079
0.640000,20.427081,0.096310,31.213638,57.854916,0.568441,-0.530080,171.883950,39.390045,-8.289283,100000.000000,3.687769,-3.438901,57.634760,0.000000,-0.000000,0.000000,5.074946,55893.418802,295189.510920
0.650000,20.080212,0.097903,31.792702,57.957904,0.588522,-0.548805,172.197783,39.390045,-8.289283,100000.000000,3.694334,-3.445022,57.737357,-0.000000,0.000000,-0.000000,5.206234,56998.364242,300072.717199
0.660000,19.743877,0.099503,32.372796,58.060957,0.608972,-0.567875,172.517389,39.390045,-8.289283,100000.000000,3.700903,-3.451150,57.840017,0.000001,-0.000001,0.000000,5.340425,58107.678251,304975.283697
0.670000,19.417627,0.101109,32.953918,58.163384,0.629792,-0.587290,172.842778,39.390045,-8.289283,100000.000000,3.707430,-3.457226,57.942056,-0.000002,0.000005,-0.000000,5.493573,59221.311414,309896.740614
0.680000,19.101040,0.102720,33.536062,58.265273,0.650983,-0.607051,173.173962,39.390045,-8.289282,100000.000000,3.713931,-3.463332,58.043553,0.000010,-0.000021,0.000000,5.664161,60339.273879,314836.606836
0.690000,18.793714,0.104338,34.119225,58.367239,0.672545,-0.627158,173.510951,39.390044,-8.289282,100000.000000,3.720407,-3.469190,58.145148,-0.000043,0.000087,-0.000000,5.835495,61461.563272,319794.458278
0.700000,18.495268,0.105961,34.703407,58.469200,0.694479,-0.647612,173.853754,39.390044,-8.289282,100000.000000,3.726925,-3.475414,58.246707,0.000000,0.000000,-0.000000,6.010303,62588.188785,324769.921071
0.710000,18.205340,0.107590,35.288609,58.571123,0.716786,-0.668414,174.202381,39.390044,-8.289282,100000.000000,3.733135,-3.479014,58.348447,-0.000643,0.001322,-0.000000,6.187955,63719.156546,329762.639336
0.720000,17.923638,0.109225,35.874830,58.672268,0.739466,-0.689564,174.556843,39.390044,-8.289281,100000.000000,3.731257,-3.413573,58.455173,-0.019324,0.039742,-0.000000,6.368542,64854.473406,334772.370974
0.730000,17.650524,0.110865,36.462073,58.762178,0.762520,-0.711061,174.917144,39.390044,-8.289281,100000.000000,3.618025,-2.397882,58.629983,-0.286270,0.588759,-0.000000,6.552113,65994.148848,339800.087729
0.740000,17.358408,0.112496,37.050266,58.899713,0.785961,-0.732989,175.283339,39.390043,-8.289281,100000.000000,3.970592,-5.404200,58.516929,0.498205,-1.026096,0.000000,6.736917,67138.060470,344798.434335
0.750000,17.065915,0.114131,37.639478,59.002061,0.809795,-0.755451,175.655349,39.390043,-8.289281,100000.000000,3.972728,-5.402544,58.619727,0.498594,-1.028674,-0.000000,6.924531,68286.339150,349810.613622
0.760000,16.774428,0.115772,38.229723,59.104463,0.834027,-0.778453,176.033220,39.390043,-8.289280,100000.000000,3.978993,-5.406815,58.721984,0.502374,-1.038267,0.000000,7.115084,69439.017246,354839.866094
0.770000,16.483728,0.117418,38.821003,59.206793,0.858657,-0.801995,176.416964,39.390043,-8.289280,100000.000000,3.987755,-5.402483,58.824785,0.505776,-1.047119,-0.000000,7.308586,70596.104326,359886.136254
0.780000,16.193598,0.119070,39.413319,59.308988,0.883686,-0.826078,176.806589,39.390043,-8.289280,100000.000000,3.999108,-5.389769,58.928037,0.508883,-1.055403,0.000000,7.505045,71757.608834,364949.345009
0.790000,15.903841,0.120728,40.006672,59.411265,0.909114,-0.850700,177.202108,39.390042,-8.289279,100000.000000,4.013106,-5.368580,59.031955,0.511678,-1.063084,0.000000,7.704469,72923.539884,370029.435422
0.800000,15.614271,0.122391,40.601064,59.513445,0.934944,-0.875858,177.603530,39.390042,-8.289279,100000.000000,4.029787,-5.338768,59.136355,0.514148,-1.070130,0.000000,7.906868,74093.906618,375126.360367
0.810000,15.324712,0.124059,41.196494,59.615529,0.961177,-0.901550,178.010865,39.390042,-8.289279,100000.000000,4.049197,-5.300199,59.241229,0.516275,-1.076507,0.000000,8.112248,75268.716344,380240.054991
0.820000,15.034996,0.125733,41.792963,59.717596,0.987815,-0.927772,178.424125,39.390042,-8.289279,100000.000000,4.071401,-5.252708,59.346643,0.518047,-1.082186,0.000000,8.320619,76447.976307,385370.459308
0.830000,14.744975,0.127412,42.390473,59.819552,1.014860,-0.954520,178.843319,39.390041,-8.289278,100000.000000,4.096411,-5.196243,59.452479,0.519441,-1.087118,0.000000,8.531986,77631.694537,390517.534807
0.840000,14.454508,0.129097,42.989022,59.921574,1.042315,-0.981786,179.268458,39.390041,-8.289278,100000.000000,4.124293,-5.130659,59.558891,0.520443,-1.091274,0.000000,8.746360,78819.877287,395681.233240
0.850000,14.163467,0.130787,43.588610,60.023459,1.070182,-1.009566,179.699554,39.390041,-8.289278,100000.000000,4.155080,-5.055805,59.665650,0.521039,-1.094622,-0.000000,8.963746,80012.530581,400861.511273
0.860000,13.871730,0.132483,44.189237,60.125362,1.098465,-1.037851,180.136616,39.390041,-8.289277,100000.000000,4.188819,-4.971590,59.772872,0.521209,-1.097121,0.000000,9.184152,81209.659854,406058.316437
0.870000,13.579188,0.134184,44.790901,60.227201,1.127167,-1.066634,180.579655,39.390040,-8.289277,100000.000000,4.225527,-4.877951,59.880433,0.520934,-1.098727,0.000000,9.407586,82411.270076,411271.603842
0.880000,13.285746,0.135890,45.393602,60.328970,1.156291,-1.095904,181.028682,39.390040,-8.289277,100000.000000,4.265248,-4.774758,59.988282,0.520199,-1.099408,0.000000,9.634052,83617.364516,416501.326433
0.890000,12.991317,0.137601,45.997336,60.430753,1.185842,-1.125651,181.483708,39.390040,-8.289276,100000.000000,4.308048,-4.661833,60.096455,0.518992,-1.099140,-0.000000,9.863558,84827.946225,421747.435772
0.900000,12.695826,0.139318,46.602102,60.532523,1.215823,-1.155864,181.944744,39.390040,-8.289276,100000.000000,4.353905,-4.539252,60.204859,0.517285,-1.097858,-0.000000,10.096111,86043.017828,427009.887957
0.910000,12.399202,0.141041,47.207897,60.634242,1.246241,-1.186531,182.411801,39.390039,-8.289275,100000.000000,4.402867,-4.406854,60.313395,0.515065,-1.095537,0.000000,10.331714,87262.580699,432288.621618
0.920000,12.101393,0.142768,47.814717,60.735965,1.277098,-1.217639,182.884888,39.390039,-8.289275,100000.000000,4.455007,-4.264440,60.422057,0.512328,-1.092162,0.000000,10.570373,88486.634175,437583.581493
0.930000,11.802351,0.144501,48.422559,60.837734,1.308401,-1.249173,183.364018,39.390039,-8.289275,100000.000000,4.510266,-4.112210,60.530795,0.509032,-1.087648,-0.000000,10.812094,89715.178310,442894.713367
0.940000,11.502048,0.146239,49.031418,60.939506,1.340155,-1.281117,183.849202,39.390038,-8.289274,100000.000000,4.568705,-3.949968,60.639493,0.505175,-1.081984,-0.000000,11.056880,90948.211707,448221.962887
0.950000,11.200456,0.147983,49.641288,61.041232,1.372366,-1.313456,184.340449,39.390038,-8.289274,100000.000000,4.630339,-3.777663,60.748014,0.500739,-1.075133,0.000000,11.304735,92185.730578,453565.257277
0.960000,10.897555,0.149731,50.252163,61.142954,1.405041,-1.346173,184.837771,39.390038,-8.289274,100000.000000,4.695173,-3.595290,60.856307,0.495706,-1.067052,0.000000,11.555662,93427.730065,458924.513450
0.970000,10.593346,0.151485,50.864038,61.244715,1.438185,-1.379248,185.341179,39.390038,-8.289273,100000.000000,4.763287,-3.402613,60.964321,0.490076,-1.057740,-0.000000,11.809663,94674.204768,464299.660829
0.980000,10.287810,0.153244,51.476906,61.346650,1.471805,-1.412666,185.850683,39.390037,-8.289273,100000.000000,4.834597,-3.199938,61.072077,0.483806,-1.047102,0.000000,12.066740,95925.150644,469690.603812
0.990000,9.980985,0.155008,52.090760,61.448600,1.505908,-1.446404,186.366293,39.390037,-8.289272,100000.000000,4.909126,-2.987151,61.179309,0.476890,-1.035126,0.000000,12.326896,97180.558121,475097.273335
1.000000,9.672894,0.156777,52.705590,61.550614,1.540502,-1.480440,186.888022,39.390037,-8.289272,100000.000000,4.986889,-2.764224,61.285953,0.469318,-1.021783,-0.000000,12.590130,98440.418088,480519.571516
1.010000,9.363571,0.158551,53.321387,61.652652,1.575595,-1.514752,187.415879,39.390036,-8.289272,100000.000000,5.067878,-2.531176,61.391850,0.461076,-1.007042,-0.000000,12.856443,99704.719230,485957.393054
1.020000,9.053065,0.160330,53.938141,61.754774,1.611195,-1.549317,187.949876,39.390036,-8.289271,100000.000000,5.152151,-2.287835,61.496937,0.452166,-0.990905,-0.000000,13.125834,100973.448658,491410.627838
1.030000,8.741432,0.162114,54.555843,61.857142,1.647310,-1.584111,188.490022,39.390036,-8.289271,100000.000000,5.239567,-2.034693,61.601241,0.442539,-0.973264,-0.000000,13.398302,102246.594405,496879.168285
1.040000,8.428735,0.163904,55.174481,61.959592,1.683949,-1.619108,189.036328,39.390035,-8.289270,100000.000000,5.330176,-1.771548,61.704472,0.432204,-0.954137,0.000000,13.673844,103524.142537,502362.892952
1.050000,8.115053,0.165698,55.794044,62.062165,1.721121,-1.654283,189.588805,39.390035,-8.289270,100000.000000,5.423942,-1.498528,61.806534,0.421148,-0.933487,0.000000,13.952457,104806.075925,507861.668142
1.060000,7.800473,0.167496,56.414519,62.164837,1.758836,-1.689607,190.147462,39.390035,-8.289270,100000.000000,5.520874,-1.215597,61.907263,0.409370,-0.911310,-0.000000,14.234138,106092.376355,513375.353681
1.070000,7.485092,0.169300,57.035891,62.267717,1.797102,-1.725053,190.712310,39.390034,-8.289269,100000.000000,5.620956,-0.922835,62.006628,0.396863,-0.887589,-0.000000,14.518881,107383.024517,518903.805495
1.080000,7.169019,0.171109,57.658149,62.370927,1.835931,-1.760591,191.283359,39.390034,-8.289269,100000.000000,5.724042,-0.620730,62.104609,0.383589,-0.862236,-0.000000,14.806682,108678.001130,524446.874645
1.090000,6.852368,0.172922,58.281277,62.474302,1.875332,-1.796191,191.860618,39.390034,-8.289268,100000.000000,5.830166,-0.309140,62.200901,0.369566,-0.835285,0.000000,15.097535,109977.285213,530004.400468
1.100000,6.535269,0.174740,58.905261,62.577797,1.915317,-1.831821,192.444097,39.390034,-8.289268,100000.000000,5.939257,0.011726,62.295311,0.354783,-0.806710,-0.000000,15.391431,111280.852956,535576.211634
1.110000,6.217859,0.176562,59.530083,62.681560,1.955895,-1.867451,193.033806,39.390033,-8.289267,100000.000000,6.051273,0.341698,62.387846,0.339237,-0.776499,-0.000000,15.688362,112588.678509,541162.123633
1.120000,5.900289,0.178389,60.155728,62.785640,1.997078,-1.903046,193.629753,39.390033,-8.289267,100000.000000,6.166260,0.680902,62.478398,0.322953,-0.744696,0.000000,15.988319,113900.737154,546761.957134
1.130000,5.582718,0.180221,60.782180,62.890057,2.038878,-1.938573,194.231949,39.390033,-8.289266,100000.000000,6.283947,1.028479,62.566873,0.305875,-0.711183,-0.000000,16.291294,115217.003244,552375.527397
1.140000,5.265313,0.182057,61.409420,62.994739,2.081306,-1.973997,194.840401,39.390032,-8.289266,100000.000000,6.404366,1.384548,62.653047,0.288036,-0.676017,-0.000000,16.597274,116537.449274,558002.632393
1.150000,4.948259,0.183897,62.037432,63.099703,2.124376,-2.009282,195.455118,39.390032,-8.289265,100000.000000,6.527434,1.748830,62.736805,0.269436,-0.639197,0.000000,16.906247,117862.045080,563643.061126
1.160000,4.631741,0.185742,62.666196,63.204966,2.168097,-2.044392,196.076109,39.390032,-8.289265,100000.000000,6.653064,2.121047,62.818036,0.250078,-0.600724,0.000000,17.218202,119190.760848,569296.598673
1.170000,4.315948,0.187590,63.295695,63.310627,2.212484,-2.079291,196.703382,39.390031,-8.289264,100000.000000,6.781273,2.501220,62.896691,0.229992,-0.560653,-0.000000,17.533123,120523.572383,574963.029483
1.180000,4.001108,0.189443,63.925909,63.416708,2.257549,-2.113939,197.336944,39.390031,-8.289264,100000.000000,6.911797,2.888501,62.972712,0.209146,-0.518912,-0.000000,17.850998,121860.426048,580642.130223
1.190000,3.687440,0.191300,64.556820,63.523158,2.303306,-2.148299,197.976804,39.390031,-8.289263,100000.000000,7.044585,3.282734,63.045929,0.187566,-0.475546,0.000000,18.171810,123201.351176,586333.670741
1.200000,3.375178,0.193161,65.188410,63.629952,2.349766,-2.182330,198.622968,39.390030,-8.289263,100000.000000,7.179547,3.683626,63.116209,0.165270,-0.430589,-0.000000,18.495543,124546.223017,592037.412045
1.210000,3.064573,0.195026,65.820657,63.737007,2.396945,-2.215993,199.275444,39.390030,-8.289262,100000.000000,7.316556,4.090788,63.183380,0.142273,-0.384065,-0.000000,18.822178,125894.748295,597753.109926
1.220000,2.755894,0.196895,66.453502,63.833560,2.444855,-2.249246,199.934238,39.390030,-8.289262,100000.000000,7.454429,4.503274,63.236662,0.118607,-0.336038,-0.000000,19.151699,127224.923724,603480.142856
1.230000,2.449438,0.198766,67.086771,63.913101,2.493511,-2.282049,200.599355,39.390029,-8.289261,100000.000000,7.592179,4.919649,63.269584,0.094264,-0.286479,0.000000,19.483853,128531.843174,609216.877516
1.240000,2.145526,0.200641,67.720341,63.993997,2.542926,-2.314361,201.270800,39.390029,-8.289260,100000.000000,7.731634,5.340876,63.300304,0.069283,-0.235468,-0.000000,19.823879,129842.744753,614962.102580
1.250000,1.844526,0.202518,68.354226,64.074375,2.593115,-2.346138,201.948574,39.390029,-8.289260,100000.000000,7.872462,5.766370,63.326921,0.043691,-0.183052,-0.000000,20.180247,131155.507639,620715.856422
1.260000,1.546896,0.204398,68.988392,64.155371,2.644090,-2.377338,202.632681,39.390029,-8.289259,100000.000000,8.014577,6.195541,63.350560,0.017506,-0.129265,-0.000000,20.538461,132470.790703,626477.745247
1.270000,1.253271,0.206280,69.622824,64.236708,2.695867,-2.407919,203.323123,39.390028,-8.289259,100000.000000,8.157870,6.628086,63.370910,-0.009227,-0.074191,0.000000,20.900428,133788.346584,632247.547510
