# Time (s), Angle of Attack (°), Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), X (m), Y (m), Z (m), Latitude (°), Longitude (°), Pressure (Pa), Ax (m/s²), Ay (m/s²), Az (m/s²), Aerodynamic Drag Force (N), thrust Power (W)
74.600000,72.456454,27.166955,0.053811,687.460461,380.610855,1829.419887,39.393473,-8.281288,82639.145759,-0.033911,-0.026698,0.032139,-219.511750,0.000000
74.640000,72.456140,27.166391,0.053833,687.308997,380.186995,1828.430823,39.393470,-8.281290,82648.952611,-0.033939,-0.026715,0.032132,-219.511564,0.000000
74.680000,72.455830,27.165828,0.053855,687.157479,379.763093,1827.441811,39.393466,-8.281292,82658.758953,-0.033966,-0.026732,0.032126,-219.511377,0.000000
74.720000,72.455522,27.165265,0.053877,687.005907,379.339148,1826.452850,39.393462,-8.281293,82668.564786,-0.033994,-0.026749,0.032120,-219.511191,0.000000
74.760000,72.455218,27.164704,0.053899,686.854280,378.915161,1825.463940,39.393458,-8.281295,82678.370108,-0.034021,-0.026765,0.032113,-219.511004,0.000000
74.800000,72.454917,27.164143,0.053920,686.702599,378.491130,1824.475082,39.393454,-8.281297,82688.174922,-0.034048,-0.026781,0.032107,-219.510817,0.000000
74.840000,72.454618,27.163583,0.053941,686.550864,378.067057,1823.486275,39.393451,-8.281299,82697.979226,-0.034074,-0.026798,0.032101,-219.510629,0.000000
74.880000,72.454323,27.163023,0.053962,686.399074,377.642940,1822.497520,39.393447,-8.281301,82707.783021,-0.034101,-0.026814,0.032094,-219.510442,0.000000
74.920000,72.454030,27.162465,0.053982,686.247229,377.218781,1821.508816,39.393443,-8.281302,82717.586307,-0.034127,-0.026830,0.032088,-219.510254,0.000000
74.960000,72.453740,27.161907,0.054003,686.095330,376.794579,1820.520163,39.393439,-8.281304,82727.389083,-0.034153,-0.026845,0.032081,-219.510066,0.000000
75.000000,72.453453,27.161350,0.054023,685.943376,376.370334,1819.531562,39.393435,-8.281306,82737.191351,-0.034178,-0.026861,0.032075,-219.509878,0.000000
75.040000,72.453169,27.160794,0.054042,685.791367,375.946046,1818.543012,39.393431,-8.281308,82746.993110,-0.034203,-0.026876,0.032068,-219.509689,0.000000
75.080000,72.452888,27.160238,0.054062,685.639304,375.521715,1817.554513,39.393428,-8.281309,82756.794360,-0.034228,-0.026891,0.032062,-219.509501,0.000000
75.120000,72.452609,27.159684,0.054081,685.487186,375.097341,1816.566066,39.393424,-8.281311,82766.595101,-0.034253,-0.026906,0.032056,-219.509312,0.000000
75.160000,72.452333,27.159130,0.054100,685.335013,374.672924,1815.577670,39.393420,-8.281313,82776.395334,-0.034277,-0.026921,0.032049,-219.509123,0.000000
75.200000,72.452060,27.158577,0.054119,685.182786,374.248464,1814.589325,39.393416,-8.281315,82786.195059,-0.034302,-0.026936,0.032043,-219.508934,0.000000
75.240000,72.451789,27.158024,0.054138,685.030503,373.823960,1813.601031,39.393412,-8.281316,82795.994275,-0.034326,-0.026951,0.032036,-219.508745,0.000000
75.280000,72.451521,27.157473,0.054156,684.878165,373.399414,1812.612789,39.393409,-8.281318,82805.792983,-0.034349,-0.026965,0.032030,-219.508555,0.000000
75.320000,72.451256,27.156922,0.054174,684.725773,372.974824,1811.624598,39.393405,-8.281320,82815.591183,-0.034373,-0.026979,0.032023,-219.508366,0.000000
75.360000,72.450993,27.156372,0.054192,684.573326,372.550192,1810.636458,39.393401,-8.281322,82825.388874,-0.034396,-0.026993,0.032017,-219.508176,0.000000
75.400000,72.450733,27.155822,0.054210,684.420823,372.125516,1809.648369,39.393397,-8.281324,82835.186058,-0.034419,-0.027007,0.032010,-219.507986,0.000000
75.440000,72.450475,27.155274,0.054228,684.268265,371.700797,1808.660332,39.393393,-8.281325,82844.982734,-0.034442,-0.027021,0.032004,-219.507796,0.000000
75.480000,72.450220,27.154726,0.054245,684.115653,371.276034,1807.672346,39.393389,-8.281327,82854.778903,-0.034464,-0.027035,0.031997,-219.507606,0.000000
75.520000,72.449968,27.154179,0.054262,683.962985,370.851229,1806.684411,39.393386,-8.281329,82864.574563,-0.034486,-0.027048,0.031991,-219.507416,0.000000
75.560000,72.449718,27.153632,0.054279,683.810262,370.426380,1805.696527,39.393382,-8.281331,82874.369716,-0.034508,-0.027062,0.031984,-219.507226,0.000000
75.600000,72.449470,27.153087,0.054295,683.657484,370.001488,1804.708694,39.393378,-8.281332,82884.164362,-0.034530,-0.027075,0.031978,-219.507035,0.000000
75.640000,72.449225,27.152542,0.054312,683.504650,369.576552,1803.720913,39.393374,-8.281334,82893.958500,-0.034552,-0.027088,0.031971,-219.506845,0.000000
75.680000,72.448982,27.151997,0.054328,683.351762,369.151573,1802.733182,39.393370,-8.281336,82903.752132,-0.034573,-0.027101,0.031965,-219.506654,0.000000
75.720000,72.448741,27.151454,0.054344,683.198818,368.726551,1801.745503,39.393367,-8.281338,82913.545256,-0.034594,-0.027114,0.031958,-219.506463,0.000000
75.760000,72.448503,27.150911,0.054360,683.045818,368.301486,1800.757875,39.393363,-8.281340,82923.337873,-0.034615,-0.027127,0.031952,-219.506272,0.000000
75.800000,72.448267,27.150369,0.054375,682.892763,367.876377,1799.770298,39.393359,-8.281341,82933.129983,-0.034636,-0.027139,0.031945,-219.506081,0.000000
75.840000,72.448034,27.149828,0.054391,682.739653,367.451224,1798.782772,39.393355,-8.281343,82942.921586,-0.034656,-0.027152,0.031939,-219.505890,0.000000
75.880000,72.447802,27.149287,0.054406,682.586487,367.026028,1797.795298,39.393351,-8.281345,82952.712683,-0.034677,-0.027164,0.031932,-219.505699,0.000000
75.920000,72.447574,27.148747,0.054421,682.433266,366.600789,1796.807874,39.393347,-8.281347,82962.503273,-0.034697,-0.027176,0.031926,-219.505508,0.000000
75.960000,72.447347,27.148208,0.054436,682.279990,366.175506,1795.820502,39.393344,-8.281348,82972.293357,-0.034716,-0.027188,0.031919,-219.505316,0.000000
76.000000,72.447122,27.147669,0.054451,682.126657,365.750180,1794.833180,39.393340,-8.281350,82982.082934,-0.034736,-0.027200,0.031913,-219.505125,0.000000
76.040000,72.446900,27.147131,0.054465,681.973270,365.324810,1793.845910,39.393336,-8.281352,82991.872005,-0.034755,-0.027212,0.031906,-219.504933,0.000000
76.080000,72.446680,27.146594,0.054479,681.819826,364.899397,1792.858690,39.393332,-8.281354,83001.660570,-0.034775,-0.027223,0.031900,-219.504742,0.000000
76.120000,72.446462,27.146058,0.054493,681.666327,364.473940,1791.871522,39.393328,-8.281356,83011.448628,-0.034794,-0.027235,0.031893,-219.504550,0.000000
76.160000,72.446246,27.145522,0.054507,681.512773,364.048439,1790.884405,39.393324,-8.281357,83021.236181,-0.034812,-0.027246,0.031887,-219.504358,0.000000
76.200000,72.446032,27.144987,0.054521,681.359162,363.622895,1789.897338,39.393321,-8.281359,83031.023228,-0.034831,-0.027257,0.031880,-219.504166,0.000000
76.240000,72.445821,27.144452,0.054534,681.205496,363.197308,1788.910323,39.393317,-8.281361,83040.809769,-0.034849,-0.027269,0.031874,-219.503975,0.000000
76.280000,72.445611,27.143919,0.054548,681.051774,362.771676,1787.923359,39.393313,-8.281363,83050.595804,-0.034868,-0.027280,0.031867,-219.503783,0.000000
76.320000,72.445404,27.143386,0.054561,680.897996,362.346001,1786.936446,39.393309,-8.281365,83060.381334,-0.034886,-0.027290,0.031861,-219.503591,0.000000
76.360000,72.445198,27.142853,0.054574,680.744163,361.920283,1785.949583,39.393305,-8.281366,83070.166359,-0.034903,-0.027301,0.031854,-219.503399,0.000000
76.400000,72.444995,27.142322,0.054587,680.590274,361.494520,1784.962772,39.393301,-8.281368,83079.950878,-0.034921,-0.027312,0.031848,-219.503206,0.000000
76.440000,72.444794,27.141790,0.054599,680.436328,361.068714,1783.976012,39.393298,-8.281370,83089.734891,-0.034938,-0.027322,0.031841,-219.503014,0.000000
76.480000,72.444594,27.141260,0.054612,680.282327,360.642865,1782.989302,39.393294,-8.281372,83099.518400,-0.034956,-0.027333,0.031835,-219.502822,0.000000
76.520000,72.444397,27.140730,0.054624,680.128270,360.216971,1782.002644,39.393290,-8.281374,83109.301404,-0.034973,-0.027343,0.031828,-219.502630,0.000000
76.560000,72.444201,27.140201,0.054636,679.974157,359.791034,1781.016036,39.393286,-8.281375,83119.083902,-0.034990,-0.027353,0.031822,-219.502437,0.000000
76.600000,72.444007,27.139673,0.054648,679.819988,359.365053,1780.029479,39.393282,-8.281377,83128.865896,-0.035006,-0.027363,0.031815,-219.502245,0.000000
76.640000,72.443816,27.139145,0.054660,679.665763,358.939028,1779.042974,39.393278,-8.281379,83138.647385,-0.035023,-0.027373,0.031809,-219.502053,0.000000
76.680000,72.443626,27.138618,0.054671,679.511482,358.512960,1778.056519,39.393275,-8.281381,83148.428370,-0.035039,-0.027383,0.031802,-219.501860,0.000000
76.720000,72.443438,27.138092,0.054683,679.357145,358.086847,1777.070115,39.393271,-8.281383,83158.208850,-0.035055,-0.027393,0.031796,-219.501668,0.000000
76.760000,72.443252,27.137566,0.054694,679.202752,357.660691,1776.083762,39.393267,-8.281384,83167.988825,-0.035071,-0.027403,0.031789,-219.501475,0.000000
76.800000,72.443067,27.137041,0.054705,679.048303,357.234491,1775.097460,39.393263,-8.281386,83177.768296,-0.035087,-0.027412,0.031783,-219.501283,0.000000
76.840000,72.442885,27.136516,0.054716,678.893797,356.808247,1774.111208,39.393259,-8.281388,83187.547263,-0.035103,-0.027421,0.031776,-219.501090,0.000000
76.880000,72.442704,27.135992,0.054727,678.739236,356.381959,1773.125008,39.393255,-8.281390,83197.325726,-0.035118,-0.027431,0.031770,-219.500898,0.000000
76.920000,72.442525,27.135469,0.054738,678.584618,355.955628,1772.138858,39.393252,-8.281391,83207.103685,-0.035134,-0.027440,0.031763,-219.500705,0.000000
76.960000,72.442348,27.134946,0.054748,678.429944,355.529252,1771.152759,39.393248,-8.281393,83216.881140,-0.035149,-0.027449,0.031757,-219.500513,0.000000
77.000000,72.442173,27.134424,0.054759,678.275214,355.102833,1770.166711,39.393244,-8.281395,83226.658091,-0.035164,-0.027458,0.031750,-219.500320,0.000000
77.040000,72.441999,27.133903,0.054769,678.120427,354.676369,1769.180714,39.393240,-8.281397,83236.434539,-0.035179,-0.027467,0.031744,-219.500128,0.000000
77.080000,72.441827,27.133382,0.054779,677.965584,354.249862,1768.194767,39.393236,-8.281399,83246.210483,-0.035193,-0.027476,0.031737,-219.499935,0.000000
77.120000,72.441657,27.132862,0.054789,677.810685,353.823311,1767.208872,39.393232,-8.281401,83255.985923,-0.035208,-0.027485,0.031731,-219.499742,0.000000
77.160000,72.441489,27.132343,0.054799,677.655730,353.396715,1766.223027,39.393229,-8.281402,83265.760860,-0.035222,-0.027493,0.031724,-219.499550,0.000000
77.200000,72.441322,27.131824,0.054808,677.500718,352.970076,1765.237232,39.393225,-8.281404,83275.535294,-0.035236,-0.027502,0.031717,-219.499357,0.000000
77.240000,72.441156,27.131306,0.054818,677.345650,352.543393,1764.251489,39.393221,-8.281406,83285.309224,-0.035250,-0.027510,0.031711,-219.499164,0.000000
77.280000,72.440993,27.130788,0.054827,677.190525,352.116665,1763.265796,39.393217,-8.281408,83295.082652,-0.035264,-0.027518,0.031704,-219.498972,0.000000
77.320000,72.440831,27.130271,0.054836,677.035344,351.689894,1762.280154,39.393213,-8.281410,83304.855576,-0.035278,-0.027527,0.031698,-219.498779,0.000000
77.360000,72.440670,27.129755,0.054845,676.880107,351.263079,1761.294563,39.393209,-8.281411,83314.627998,-0.035292,-0.027535,0.031691,-219.498586,0.000000
77.400000,72.440512,27.129239,0.054854,676.724813,350.836219,1760.309023,39.393206,-8.281413,83324.399917,-0.035305,-0.027543,0.031685,-219.498394,0.000000
77.440000,72.440354,27.128724,0.054863,676.569463,350.409316,1759.323533,39.393202,-8.281415,83334.171333,-0.035318,-0.027551,0.031678,-219.498201,0.000000
77.480000,72.440199,27.128209,0.054872,676.414056,349.982368,1758.338094,39.393198,-8.281417,83343.942246,-0.035331,-0.027559,0.031672,-219.498008,0.000000
77.520000,72.440044,27.127695,0.054880,676.258592,349.555377,1757.352705,39.393194,-8.281419,83353.712658,-0.035344,-0.027566,0.031665,-219.497816,0.000000
77.560000,72.439892,27.127182,0.054888,676.103072,349.128341,1756.367367,39.393190,-8.281420,83363.482566,-0.035357,-0.027574,0.031659,-219.497623,0.000000
77.600000,72.439741,27.126669,0.054897,675.947496,348.701261,1755.382080,39.393186,-8.281422,83373.251973,-0.035370,-0.027582,0.031652,-219.497430,0.000000
77.640000,72.439591,27.126157,0.054905,675.791863,348.274137,1754.396844,39.393183,-8.281424,83383.020877,-0.035382,-0.027589,0.031646,-219.497238,0.000000
77.680000,72.439443,27.125645,0.054913,675.636173,347.846969,1753.411658,39.393179,-8.281426,83392.789280,-0.035395,-0.027597,0.031639,-219.497045,0.000000
77.720000,72.439296,27.125134,0.054921,675.480426,347.419756,1752.426522,39.393175,-8.281428,83402.557180,-0.035407,-0.027604,0.031633,-219.496852,0.000000
77.760000,72.439151,27.124624,0.054928,675.324623,346.992500,1751.441438,39.393171,-8.281429,83412.324579,-0.035419,-0.027611,0.031626,-219.496660,0.000000
77.800000,72.439007,27.124114,0.054936,675.168764,346.565199,1750.456404,39.393167,-8.281431,83422.091476,-0.035431,-0.027618,0.031620,-219.496467,0.000000
77.840000,72.438865,27.123605,0.054943,675.012847,346.137854,1749.471420,39.393163,-8.281433,83431.857871,-0.035443,-0.027625,0.031613,-219.496275,0.000000
77.880000,72.438724,27.123096,0.054951,674.856874,345.710465,1748.486487,39.393159,-8.281435,83441.623764,-0.035455,-0.027632,0.031607,-219.496082,0.000000
77.920000,72.438584,27.122588,0.054958,674.700844,345.283032,1747.501605,39.393156,-8.281437,83451.389157,-0.035467,-0.027639,0.031600,-219.495890,0.000000
77.960000,72.438446,27.122080,0.054965,674.544758,344.855554,1746.516773,39.393152,-8.281439,83461.154048,-0.035478,-0.027646,0.031594,-219.495697,0.000000
78.000000,72.438310,27.121574,0.054972,674.388614,344.428033,1745.531992,39.393148,-8.281440,83470.918437,-0.035489,-0.027653,0.031587,-219.495505,0.000000
78.040000,72.438174,27.121067,0.054979,674.232414,344.000467,1744.547261,39.393144,-8.281442,83480.682326,-0.035501,-0.027660,0.031581,-219.495312,0.000000
78.080000,72.438040,27.120561,0.054986,674.076157,343.572856,1743.562581,39.393140,-8.281444,83490.445714,-0.035512,-0.027666,0.031574,-219.495120,0.000000
78.120000,72.437907,27.120056,0.054992,673.919844,343.145202,1742.577952,39.393136,-8.281446,83500.208600,-0.035523,-0.027673,0.031568,-219.494927,0.000000
78.160000,72.437776,27.119552,0.054999,673.763473,342.717503,1741.593373,39.393133,-8.281448,83509.970986,-0.035534,-0.027679,0.031561,-219.494735,0.000000
78.200000,72.437646,27.119048,0.055005,673.607046,342.289760,1740.608844,39.393129,-8.281449,83519.732871,-0.035544,-0.027686,0.031555,-219.494543,0.000000
78.240000,72.437517,27.118544,0.055012,673.450561,341.861973,1739.624366,39.393125,-8.281451,83529.494256,-0.035555,-0.027692,0.031548,-219.494350,0.000000
78.280000,72.437389,27.118041,0.055018,673.294020,341.434141,1738.639938,39.393121,-8.281453,83539.255140,-0.035565,-0.027698,0.031542,-219.494158,0.000000
78.320000,72.437263,27.117539,0.055024,673.137422,341.006265,1737.655561,39.393117,-8.281455,83549.015524,-0.035576,-0.027704,0.031535,-219.493966,0.000000
78.360000,72.437138,27.117037,0.055030,672.980767,340.578345,1736.671234,39.393113,-8.281457,83558.775407,-0.035586,-0.027710,0.031529,-219.493774,0.000000
78.400000,72.437014,27.116536,0.055036,672.824055,340.150380,1735.686958,39.393109,-8.281459,83568.534790,-0.035596,-0.027716,0.031522,-219.493581,0.000000
78.440000,72.436892,27.116035,0.055042,672.667286,339.722371,1734.702732,39.393106,-8.281460,83578.293674,-0.035606,-0.027722,0.031516,-219.493389,0.000000
78.480000,72.436770,27.115535,0.055047,672.510460,339.294318,1733.718557,39.393102,-8.281462,83588.052057,-0.035616,-0.027728,0.031509,-219.493197,0.000000
78.520000,72.436650,27.115035,0.055053,672.353577,338.866220,1732.734432,39.393098,-8.281464,83597.809940,-0.035626,-0.027734,0.031503,-219.493005,0.000000
78.560000,72.436531,27.114536,0.055058,672.196638,338.438078,1731.750357,39.393094,-8.281466,83607.567324,-0.035636,-0.027740,0.031496,-219.492813,0.000000
78.600000,72.436414,27.114038,0.055063,672.039641,338.009891,1730.766333,39.393090,-8.281468,83617.324207,-0.035645,-0.027745,0.031490,-219.492621,0.000000
78.640000,72.436297,27.113540,0.055069,671.882587,337.581661,1729.782359,39.393086,-8.281470,83627.080592,-0.035655,-0.027751,0.031483,-219.492429,0.000000
78.680000,72.436182,27.113043,0.055074,671.725476,337.153385,1728.798436,39.393083,-8.281471,83636.836476,-0.035664,-0.027756,0.031477,-219.492237,0.000000
78.720000,72.436068,27.112546,0.055079,671.568308,336.725066,1727.814563,39.393079,-8.281473,83646.591862,-0.035673,-0.027762,0.031470,-219.492045,0.000000
78.760000,72.435955,27.112049,0.055084,671.411083,336.296702,1726.830740,39.393075,-8.281475,83656.346748,-0.035682,-0.027767,0.031464,-219.491853,0.000000
78.800000,72.435843,27.111554,0.055089,671.253800,335.868293,1725.846967,39.393071,-8.281477,83666.101135,-0.035691,-0.027772,0.031457,-219.491661,0.000000
78.840000,72.435732,27.111059,0.055093,671.096461,335.439840,1724.863245,39.393067,-8.281479,83675.855023,-0.035700,-0.027778,0.031451,-219.491469,0.000000
78.880000,72.435622,27.110564,0.055098,670.939065,335.011343,1723.879574,39.393063,-8.281481,83685.608412,-0.035709,-0.027783,0.031445,-219.491278,0.000000
78.920000,72.435513,27.110070,0.055102,670.781611,334.582801,1722.895952,39.393059,-8.281482,83695.361302,-0.035718,-0.027788,0.031438,-219.491086,0.000000
78.960000,72.435406,27.109576,0.055107,670.624100,334.154214,1721.912381,39.393056,-8.281484,83705.113694,-0.035726,-0.027793,0.031432,-219.490894,0.000000
79.000000,72.435300,27.109083,0.055111,670.466533,333.725584,1720.928860,39.393052,-8.281486,83714.865586,-0.035735,-0.027798,0.031425,-219.490703,0.000000
79.040000,72.435194,27.108591,0.055116,670.308908,333.296908,1719.945390,39.393048,-8.281488,83724.616981,-0.035743,-0.027803,0.031419,-219.490511,0.000000
79.080000,72.435090,27.108099,0.055120,670.151225,332.868189,1718.961970,39.393044,-8.281490,83734.367876,-0.035752,-0.027808,0.031412,-219.490320,0.000000
79.120000,72.434987,27.107607,0.055124,669.993486,332.439424,1717.978600,39.393040,-8.281492,83744.118274,-0.035760,-0.027813,0.031406,-219.490128,0.000000
79.160000,72.434884,27.107116,0.055128,669.835689,332.010616,1716.995280,39.393036,-8.281493,83753.868173,-0.035768,-0.027817,0.031399,-219.489937,0.000000
79.200000,72.434783,27.106626,0.055132,669.677835,331.581762,1716.012010,39.393032,-8.281495,83763.617574,-0.035776,-0.027822,0.031393,-219.489745,0.000000
79.240000,72.434683,27.106136,0.055135,669.519924,331.152865,1715.028791,39.393029,-8.281497,83773.366477,-0.035784,-0.027827,0.031386,-219.489554,0.000000
79.280000,72.434584,27.105647,0.055139,669.361956,330.723922,1714.045622,39.393025,-8.281499,83783.114882,-0.035792,-0.027831,0.031380,-219.489363,0.000000
79.320000,72.434486,27.105158,0.055143,669.203930,330.294936,1713.062503,39.393021,-8.281501,83792.862789,-0.035799,-0.027836,0.031374,-219.489171,0.000000
79.360000,72.434388,27.104669,0.055146,669.045847,329.865904,1712.079434,39.393017,-8.281503,83802.610199,-0.035807,-0.027840,0.031367,-219.488980,0.000000
79.400000,72.434292,27.104182,0.055150,668.887707,329.436828,1711.096416,39.393013,-8.281504,83812.357111,-0.035815,-0.027845,0.031361,-219.488789,0.000000
79.440000,72.434197,27.103694,0.055153,668.729510,329.007708,1710.113447,39.393009,-8.281506,83822.103525,-0.035822,-0.027849,0.031354,-219.488598,0.000000
79.480000,72.434103,27.103208,0.055156,668.571255,328.578543,1709.130529,39.393005,-8.281508,83831.849442,-0.035829,-0.027853,0.031348,-219.488407,0.000000
79.520000,72.434009,27.102721,0.055160,668.412943,328.149333,1708.147661,39.393002,-8.281510,83841.594862,-0.035837,-0.027857,0.031341,-219.488216,0.000000
79.560000,72.433917,27.102236,0.055163,668.254573,327.720079,1707.164844,39.392998,-8.281512,83851.339784,-0.035844,-0.027862,0.031335,-219.488025,0.000000
79.600000,72.433825,27.101750,0.055166,668.096146,327.290780,1706.182076,39.392994,-8.281514,83861.084210,-0.035851,-0.027866,0.031328,-219.487834,0.000000
79.640000,72.433735,27.101266,0.055169,667.937662,326.861437,1705.199358,39.392990,-8.281515,83870.828138,-0.035858,-0.027870,0.031322,-219.487643,0.000000
79.680000,72.433645,27.100781,0.055172,667.779120,326.432049,1704.216691,39.392986,-8.281517,83880.571570,-0.035865,-0.027874,0.031316,-219.487452,0.000000
79.720000,72.433557,27.100298,0.055174,667.620521,326.002617,1703.234073,39.392982,-8.281519,83890.314504,-0.035872,-0.027878,0.031309,-219.487262,0.000000
79.760000,72.433469,27.099814,0.055177,667.461865,325.573140,1702.251506,39.392978,-8.281521,83900.056942,-0.035878,-0.027882,0.031303,-219.487071,0.000000
79.800000,72.433382,27.099332,0.055180,667.303151,325.143618,1701.268989,39.392974,-8.281523,83909.798884,-0.035885,-0.027886,0.031296,-219.486880,0.000000
79.840000,72.433296,27.098850,0.055182,667.144380,324.714052,1700.286522,39.392971,-8.281525,83919.540328,-0.035892,-0.027889,0.031290,-219.486690,0.000000
79.880000,72.433211,27.098368,0.055185,666.985552,324.284441,1699.304105,39.392967,-8.281527,83929.281277,-0.035898,-0.027893,0.031283,-219.486499,0.000000
79.920000,72.433126,27.097887,0.055187,666.826665,323.854785,1698.321738,39.392963,-8.281528,83939.021729,-0.035905,-0.027897,0.031277,-219.486309,0.000000
79.960000,72.433043,27.097406,0.055190,666.667722,323.425085,1697.339421,39.392959,-8.281530,83948.761685,-0.035911,-0.027900,0.031271,-219.486118,0.000000
80.000000,72.432960,27.096926,0.055192,666.508721,322.995340,1696.357154,39.392955,-8.281532,83958.501145,-0.035917,-0.027904,0.031264,-219.485928,0.000000
80.040000,72.432878,27.096446,0.055194,666.349663,322.565550,1695.374937,39.392951,-8.281534,83968.240109,-0.035924,-0.027908,0.031258,-219.485738,0.000000
80.080000,72.432797,27.095967,0.055196,666.190547,322.135716,1694.392770,39.392947,-8.281536,83977.978577,-0.035930,-0.027911,0.031251,-219.485547,0.000000
80.120000,72.432717,27.095488,0.055198,666.031373,321.705837,1693.410653,39.392944,-8.281538,83987.716549,-0.035936,-0.027915,0.031245,-219.485357,0.000000
80.160000,72.432638,27.095010,0.055200,665.872142,321.275914,1692.428586,39.392940,-8.281539,83997.454025,-0.035942,-0.027918,0.031239,-219.485167,0.000000
80.200000,72.432560,27.094532,0.055202,665.712854,320.845946,1691.446570,39.392936,-8.281541,84007.191006,-0.035948,-0.027921,0.031232,-219.484977,0.000000
80.240000,72.432482,27.094055,0.055204,665.553508,320.415933,1690.464603,39.392932,-8.281543,84016.927492,-0.035953,-0.027925,0.031226,-219.484787,0.000000
80.280000,72.432405,27.093578,0.055206,665.394105,319.985875,1689.482686,39.392928,-8.281545,84026.663482,-0.035959,-0.027928,0.031219,-219.484597,0.000000
80.320000,72.432329,27.093102,0.055207,665.234644,319.555773,1688.500819,39.392924,-8.281547,84036.398977,-0.035965,-0.027931,0.031213,-219.484407,0.000000
80.360000,72.432253,27.092626,0.055209,665.075125,319.125626,1687.519001,39.392920,-8.281549,84046.133976,-0.035970,-0.027934,0.031207,-219.484217,0.000000
80.400000,72.432179,27.092151,0.055211,664.915549,318.695435,1686.537234,39.392916,-8.281551,84055.868481,-0.035976,-0.027938,0.031200,-219.484028,0.000000
80.440000,72.432105,27.091676,0.055212,664.755916,318.265199,1685.555517,39.392913,-8.281552,84065.602490,-0.035981,-0.027941,0.031194,-219.483838,0.000000
80.480000,72.432032,27.091202,0.055214,664.596224,317.834918,1684.573850,39.392909,-8.281554,84075.336005,-0.035987,-0.027944,0.031187,-219.483648,0.000000
80.520000,72.431960,27.090728,0.055215,664.436476,317.404592,1683.592232,39.392905,-8.281556,84085.069025,-0.035992,-0.027947,0.031181,-219.483459,0.000000
80.560000,72.431888,27.090255,0.055216,664.276669,316.974221,1682.610665,39.392901,-8.281558,84094.801550,-0.035997,-0.027950,0.031175,-219.483269,0.000000
80.600000,72.431817,27.089782,0.055218,664.116805,316.543806,1681.629147,39.392897,-8.281560,84104.533581,-0.036002,-0.027953,0.031168,-219.483080,0.000000
80.640000,72.431747,27.089310,0.055219,663.956884,316.113347,1680.647679,39.392893,-8.281562,84114.265117,-0.036008,-0.027955,0.031162,-219.482890,0.000000
80.680000,72.431678,27.088838,0.055220,663.796905,315.682842,1679.666261,39.392889,-8.281564,84123.996159,-0.036013,-0.027958,0.031155,-219.482701,0.000000
80.720000,72.431609,27.088366,0.055221,663.636868,315.252293,1678.684893,39.392886,-8.281566,84133.726707,-0.036018,-0.027961,0.031149,-219.482511,0.000000
80.760000,72.431541,27.087895,0.055222,663.476773,314.821699,1677.703575,39.392882,-8.281567,84143.456760,-0.036022,-0.027964,0.031143,-219.482322,0.000000
80.800000,72.431474,27.087425,0.055223,663.316621,314.391060,1676.722307,39.392878,-8.281569,84153.186319,-0.036027,-0.027967,0.031136,-219.482133,0.000000
80.840000,72.431407,27.086955,0.055224,663.156412,313.960376,1675.741088,39.392874,-8.281571,84162.915385,-0.036032,-0.027969,0.031130,-219.481944,0.000000
80.880000,72.431341,27.086485,0.055225,662.996144,313.529648,1674.759919,39.392870,-8.281573,84172.643956,-0.036037,-0.027972,0.031124,-219.481755,0.000000
80.920000,72.431276,27.086016,0.055225,662.835819,313.098875,1673.778800,39.392866,-8.281575,84182.372034,-0.036041,-0.027974,0.031117,-219.481566,0.000000
80.960000,72.431212,27.085548,0.055226,662.675437,312.668057,1672.797731,39.392862,-8.281577,84192.099618,-0.036046,-0.027977,0.031111,-219.481377,0.000000
81.000000,72.431148,27.085080,0.055227,662.514996,312.237195,1671.816712,39.392858,-8.281579,84201.826709,-0.036050,-0.027980,0.031104,-219.481188,0.000000
81.040000,72.431084,27.084612,0.055227,662.354498,311.806287,1670.835742,39.392855,-8.281580,84211.553306,-0.036055,-0.027982,0.031098,-219.480999,0.000000
81.080000,72.431022,27.084145,0.055228,662.193943,311.375335,1669.854822,39.392851,-8.281582,84221.279410,-0.036059,-0.027984,0.031092,-219.480811,0.000000
81.120000,72.430960,27.083678,0.055228,662.033329,310.944338,1668.873952,39.392847,-8.281584,84231.005020,-0.036064,-0.027987,0.031085,-219.480622,0.000000
81.160000,72.430899,27.083212,0.055229,661.872658,310.513297,1667.893132,39.392843,-8.281586,84240.730138,-0.036068,-0.027989,0.031079,-219.480433,0.000000
81.200000,72.430838,27.082746,0.055229,661.711929,310.082210,1666.912361,39.392839,-8.281588,84250.454762,-0.036072,-0.027992,0.031073,-219.480245,0.000000
81.240000,72.430778,27.082281,0.055229,661.551143,309.651079,1665.931640,39.392835,-8.281590,84260.178893,-0.036076,-0.027994,0.031066,-219.480056,0.000000
81.280000,72.430719,27.081816,0.055230,661.390298,309.219903,1664.950969,39.392831,-8.281592,84269.902532,-0.036080,-0.027996,0.031060,-219.479868,0.000000
81.320000,72.430660,27.081352,0.055230,661.229396,308.788682,1663.970347,39.392827,-8.281594,84279.625677,-0.036084,-0.027998,0.031054,-219.479679,0.000000
81.360000,72.430602,27.080888,0.055230,661.068437,308.357417,1662.989775,39.392823,-8.281595,84289.348331,-0.036088,-0.028000,0.031047,-219.479491,0.000000
81.400000,72.430544,27.080424,0.055230,660.907419,307.926106,1662.009253,39.392820,-8.281597,84299.070491,-0.036092,-0.028003,0.031041,-219.479303,0.000000
