# Time (s), Angle of Attack (°), Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), X (m), Y (m), Z (m), Latitude (°), Longitude (°), Pressure (Pa), Ax (m/s²), Ay (m/s²), Az (m/s²), Aerodynamic Drag Force (N), thrust Power (W)
25.960000,0.473284,37.731182,9.692554,743.305367,739.897147,3008.632582,39.396705,-8.280638,71645.499450,-0.207616,-0.249815,-9.687109,7.559033,0.000000
26.000000,0.459127,37.822956,9.691246,744.346375,740.914194,3008.226094,39.396714,-8.280626,71649.218882,-0.207863,-0.250115,-9.685787,7.580253,0.000000
26.040000,0.445191,37.918440,9.689905,745.387051,741.930841,3007.804109,39.396724,-8.280614,71653.080115,-0.208136,-0.250445,-9.684432,7.602415,0.000000
26.080000,0.431504,38.017604,9.688530,746.427393,742.947087,3007.366629,39.396733,-8.280601,71657.083132,-0.208433,-0.250806,-9.683040,7.625517,0.000000
26.120000,0.418089,38.120416,9.687117,747.467402,743.962932,3006.913656,39.396742,-8.280589,71661.227911,-0.208755,-0.251195,-9.681609,7.649557,0.000000
26.160000,0.404970,38.226841,9.685663,748.507077,744.978375,3006.445193,39.396751,-8.280577,71665.514431,-0.209099,-0.251612,-9.680136,7.674534,0.000000
26.200000,0.392171,38.336846,9.684165,749.546417,745.993415,3005.961241,39.396760,-8.280565,71669.942670,-0.209466,-0.252056,-9.678618,7.700446,0.000000
26.240000,0.379714,38.450398,9.682622,750.585423,747.008052,3005.461804,39.396769,-8.280553,71674.512608,-0.209854,-0.252525,-9.677053,7.727292,0.000000
26.280000,0.367620,38.567461,9.681029,751.624092,748.022285,3004.946883,39.396778,-8.280541,71679.224220,-0.210261,-0.253018,-9.675438,7.755069,0.000000
26.320000,0.355909,38.687999,9.679386,752.662425,749.036114,3004.416481,39.396787,-8.280529,71684.077482,-0.210688,-0.253534,-9.673771,7.783776,0.000000
26.360000,0.344599,38.811976,9.677690,753.700421,750.049536,3003.870602,39.396797,-8.280517,71689.072372,-0.211133,-0.254071,-9.672050,7.813412,0.000000
26.400000,0.333706,38.939356,9.675938,754.738079,751.062552,3003.309247,39.396806,-8.280505,71694.208863,-0.211594,-0.254628,-9.670272,7.843973,0.000000
26.440000,0.369198,38.918412,21.712250,755.774892,752.074552,3002.732642,39.396815,-8.280493,71699.484900,-14.619892,-17.582876,1.410102,-253.819302,0.000000
26.480000,0.640260,38.182026,19.706637,756.798245,753.070363,3002.150833,39.396824,-8.280481,71704.808550,-12.598983,-15.152488,0.085162,-221.322982,0.000000
26.520000,0.923136,37.469782,19.070767,757.801509,754.042014,3001.569159,39.396832,-8.280469,71710.130957,-12.192716,-14.663958,-0.012578,-217.893291,0.000000
26.560000,1.212043,36.784254,18.466225,758.785263,754.990200,3000.987467,39.396841,-8.280458,71715.453542,-11.805981,-14.198914,-0.105580,-214.633242,0.000000
26.600000,1.505773,36.124241,17.891345,759.750124,755.915665,3000.405606,39.396849,-8.280446,71720.777667,-11.437923,-13.756329,-0.193835,-211.539414,0.000000
26.640000,1.803850,35.488615,17.344265,760.696683,756.819116,2999.823436,39.396857,-8.280435,71726.104625,-11.087369,-13.334793,-0.277634,-208.601673,0.000000
26.680000,2.106028,34.876323,16.823268,761.625499,757.701230,2999.240822,39.396865,-8.280424,71731.435642,-10.753237,-12.933004,-0.357243,-205.810666,0.000000
26.720000,2.412153,34.286374,16.326766,762.537109,758.562648,2998.657636,39.396873,-8.280414,71736.771884,-10.434528,-12.549761,-0.432910,-203.157762,0.000000
26.760000,2.722112,33.717839,15.853292,763.432021,759.403984,2998.073759,39.396881,-8.280403,71742.114459,-10.130316,-12.183951,-0.504862,-200.634976,0.000000
26.800000,3.035811,33.169844,15.401484,764.310722,760.225824,2997.489075,39.396888,-8.280393,71747.464422,-9.839745,-11.834544,-0.573309,-198.234922,0.000000
26.840000,3.353168,32.641566,14.970080,765.173679,761.028726,2996.903473,39.396895,-8.280383,71752.822774,-9.562019,-11.500585,-0.638449,-195.950751,0.000000
26.880000,3.674107,32.132229,14.557907,766.021335,761.813226,2996.316850,39.396902,-8.280373,71758.190469,-9.296403,-11.181186,-0.700461,-193.776113,0.000000
26.920000,3.998555,31.641103,14.163877,766.854114,762.579834,2995.729108,39.396909,-8.280364,71763.568416,-9.042209,-10.875523,-0.759515,-191.705108,0.000000
26.960000,4.326439,31.167497,13.786975,767.672425,763.329039,2995.140150,39.396916,-8.280354,71768.957479,-8.798801,-10.582830,-0.815767,-189.732252,0.000000
27.000000,4.657689,30.710757,13.426255,768.476657,764.061310,2994.549887,39.396923,-8.280345,71774.358481,-8.565584,-10.302393,-0.869363,-187.852440,0.000000
27.040000,4.992233,30.270268,13.080837,769.267182,764.777096,2993.958234,39.396929,-8.280336,71779.772208,-8.342005,-10.033545,-0.920438,-186.060918,0.000000
27.080000,5.329999,29.845443,12.749896,770.044359,765.476826,2993.365108,39.396935,-8.280326,71785.199408,-8.127548,-9.775666,-0.969119,-184.353252,0.000000
27.120000,5.670916,29.435729,12.432665,770.808530,766.160914,2992.770432,39.396941,-8.280318,71790.640793,-7.921728,-9.528174,-1.015525,-182.725303,0.000000
27.160000,6.014910,29.040599,12.128424,771.560026,766.829756,2992.174132,39.396947,-8.280309,71796.097043,-7.724096,-9.290528,-1.059765,-181.173203,0.000000
27.200000,6.361907,28.659555,11.836499,772.299162,767.483732,2991.576136,39.396953,-8.280300,71801.568805,-7.534229,-9.062219,-1.101944,-179.693337,0.000000
27.240000,6.711833,28.292119,11.556257,773.026242,768.123207,2990.976377,39.396959,-8.280292,71807.056699,-7.351731,-8.842772,-1.142157,-178.282321,0.000000
27.280000,7.064611,27.937841,11.287108,773.741559,768.748532,2990.374791,39.396965,-8.280283,71812.561311,-7.176232,-8.631740,-1.180495,-176.936982,0.000000
27.320000,7.420164,27.596289,11.028495,774.445393,769.360046,2989.771317,39.396970,-8.280275,71818.083204,-7.007383,-8.428707,-1.217044,-175.654349,0.000000
27.360000,7.778416,27.267053,10.779896,775.138014,769.958072,2989.165896,39.396976,-8.280267,71823.622912,-6.844858,-8.233278,-1.251882,-174.431631,0.000000
27.400000,8.139287,26.949739,10.540818,775.819683,770.542924,2988.558471,39.396981,-8.280259,71829.180947,-6.688350,-8.045084,-1.285085,-173.266207,0.000000
27.440000,8.502697,26.643972,10.310799,776.490649,771.114904,2987.948991,39.396986,-8.280251,71834.757793,-6.537570,-7.863778,-1.316723,-172.155613,0.000000
27.480000,8.868566,26.349395,10.089404,777.151155,771.674300,2987.337404,39.396991,-8.280244,71840.353915,-6.392246,-7.689033,-1.346862,-171.097533,0.000000
27.520000,9.236812,26.065662,9.876222,777.801432,772.221393,2986.723663,39.396996,-8.280236,71845.969754,-6.252122,-7.520542,-1.375564,-170.089783,0.000000
27.560000,9.607353,25.792446,9.670865,778.441705,772.756453,2986.107720,39.397001,-8.280229,71851.605729,-6.116956,-7.358014,-1.402889,-169.130306,0.000000
27.600000,9.980106,25.529429,9.472967,779.072191,773.279738,2985.489534,39.397005,-8.280221,71857.262242,-5.986522,-7.201175,-1.428891,-168.217163,0.000000
27.640000,10.354987,25.276308,9.282183,779.693097,773.791502,2984.869061,39.397010,-8.280214,71862.939672,-5.860604,-7.049767,-1.453623,-167.348523,0.000000
27.680000,10.731910,25.032792,9.098186,780.304626,774.291985,2984.246263,39.397015,-8.280207,71868.638382,-5.738999,-6.903546,-1.477135,-166.522656,0.000000
27.720000,11.110791,24.798599,8.920666,780.906972,774.781421,2983.621101,39.397019,-8.280200,71874.358717,-5.621515,-6.762281,-1.499472,-165.737926,0.000000
27.760000,11.491545,24.573459,8.749332,781.500323,775.260037,2982.993540,39.397023,-8.280193,71880.101003,-5.507971,-6.625753,-1.520680,-164.992787,0.000000
27.800000,11.874084,24.357110,8.583905,782.084861,775.728052,2982.363547,39.397028,-8.280186,71885.865550,-5.398194,-6.493756,-1.540799,-164.285772,0.000000
27.840000,12.258321,24.149302,8.424124,782.660761,776.185676,2981.731088,39.397032,-8.280180,71891.652654,-5.292023,-6.366094,-1.559870,-163.615493,0.000000
27.880000,12.644170,23.949791,8.269738,783.228194,776.633113,2981.096133,39.397036,-8.280173,71897.462594,-5.189302,-6.242583,-1.577931,-162.980634,0.000000
27.920000,13.031542,23.758342,8.120511,783.787323,777.070562,2980.458655,39.397040,-8.280166,71903.295634,-5.089886,-6.123045,-1.595017,-162.379942,0.000000
27.960000,13.420351,23.574728,7.976219,784.338308,777.498214,2979.818624,39.397043,-8.280160,71909.152024,-4.993636,-6.007315,-1.611161,-161.812231,0.000000
28.000000,13.810507,23.398727,7.836649,784.881303,777.916253,2979.176015,39.397047,-8.280154,71915.032001,-4.900420,-5.895233,-1.626397,-161.276371,0.000000
28.040000,14.201922,23.230127,7.701596,785.416456,778.324860,2978.530804,39.397051,-8.280148,71920.935788,-4.810114,-5.786650,-1.640754,-160.771286,0.000000
28.080000,14.594509,23.068721,7.570870,785.943913,778.724207,2977.882968,39.397054,-8.280141,71926.863595,-4.722597,-5.681422,-1.654263,-160.295953,0.000000
28.120000,14.988178,22.914307,7.444286,786.463814,779.114464,2977.232486,39.397058,-8.280135,71932.815620,-4.637758,-5.579414,-1.666951,-159.849397,0.000000
28.160000,15.382841,22.766691,7.321669,786.976294,779.495793,2976.579336,39.397061,-8.280129,71938.792048,-4.555488,-5.480496,-1.678844,-159.430686,0.000000
28.200000,15.778411,22.625682,7.202853,787.481484,779.868353,2975.923501,39.397065,-8.280123,71944.793054,-4.475686,-5.384546,-1.689968,-159.038931,0.000000
28.240000,16.174799,22.491096,7.087679,787.979514,780.232298,2975.264961,39.397068,-8.280118,71950.818801,-4.398253,-5.291445,-1.700347,-158.673284,0.000000
28.280000,16.571917,22.362754,6.975998,788.470505,780.587775,2974.603702,39.397071,-8.280112,71956.869440,-4.323098,-5.201082,-1.710005,-158.332930,0.000000
28.320000,16.969678,22.240481,6.867663,788.954580,780.934931,2973.939706,39.397074,-8.280106,71962.945114,-4.250130,-5.113351,-1.718964,-158.017094,0.000000
28.360000,17.367995,22.124107,6.762539,789.431854,781.273905,2973.272960,39.397077,-8.280101,71969.045953,-4.179267,-5.028150,-1.727244,-157.725029,0.000000
28.400000,17.766782,22.013465,6.660493,789.902441,781.604834,2972.603450,39.397080,-8.280095,71975.172078,-4.110426,-4.945382,-1.734867,-157.456021,0.000000
28.440000,18.165952,21.908395,6.561401,790.366451,781.927849,2971.931165,39.397083,-8.280090,71981.323602,-4.043532,-4.864955,-1.741852,-157.209385,0.000000
28.480000,18.565420,21.808737,6.465143,790.823991,782.243081,2971.256093,39.397086,-8.280085,71987.500625,-3.978511,-4.786780,-1.748217,-156.984462,0.000000
28.520000,18.965102,21.714340,6.371606,791.275165,782.550653,2970.578223,39.397089,-8.280079,71993.703243,-3.915293,-4.710773,-1.753981,-156.780618,0.000000
28.560000,19.364912,21.625051,6.280678,791.720075,782.850688,2969.897548,39.397092,-8.280074,71999.931539,-3.853810,-4.636854,-1.759162,-156.597245,0.000000
28.600000,19.764769,21.540725,6.192258,792.158818,783.143303,2969.214058,39.397094,-8.280069,72006.185588,-3.793999,-4.564945,-1.763776,-156.433756,0.000000
28.640000,20.164590,21.461219,6.106244,792.591491,783.428615,2968.527746,39.397097,-8.280064,72012.465459,-3.735798,-4.494972,-1.767838,-156.289585,0.000000
28.680000,20.564293,21.386393,6.022542,793.018186,783.706734,2967.838605,39.397099,-8.280059,72018.771211,-3.679149,-4.426866,-1.771366,-156.164186,0.000000
28.720000,20.963798,21.316110,5.941060,793.438994,783.977770,2967.146631,39.397102,-8.280054,72025.102896,-3.623995,-4.360557,-1.774373,-156.057033,0.000000
28.760000,21.363025,21.250237,5.861711,793.854004,784.241829,2966.451817,39.397104,-8.280049,72031.460557,-3.570282,-4.295982,-1.776874,-155.967616,0.000000
28.800000,21.761896,21.188644,5.784412,794.263301,784.499014,2965.754160,39.397106,-8.280045,72037.844231,-3.517959,-4.233079,-1.778884,-155.895444,0.000000
28.840000,22.160333,21.131203,5.709082,794.666969,784.749426,2965.053658,39.397109,-8.280040,72044.253949,-3.466977,-4.171787,-1.780416,-155.840040,0.000000
28.880000,22.558261,21.077790,5.635646,795.065090,784.993163,2964.350307,39.397111,-8.280035,72050.689731,-3.417288,-4.112051,-1.781483,-155.800941,0.000000
28.920000,22.955605,21.028284,5.564029,795.457743,785.230320,2963.644105,39.397113,-8.280031,72057.151595,-3.368846,-4.053816,-1.782098,-155.777702,0.000000
28.960000,23.352291,20.982566,5.494163,795.845006,785.460991,2962.935052,39.397115,-8.280026,72063.639548,-3.321609,-3.997029,-1.782273,-155.769886,0.000000
29.000000,23.748246,20.940520,5.425979,796.226954,785.685267,2962.223148,39.397117,-8.280022,72070.153594,-3.275534,-3.941640,-1.782021,-155.777074,0.000000
29.040000,24.143401,20.902033,5.359413,796.603661,785.903235,2961.508392,39.397119,-8.280017,72076.693728,-3.230581,-3.887600,-1.781353,-155.798854,0.000000
29.080000,24.537684,20.866993,5.294404,796.975199,786.114984,2960.790786,39.397121,-8.280013,72083.259941,-3.186712,-3.834864,-1.780281,-155.834829,0.000000
29.120000,24.931028,20.835293,5.230893,797.341638,786.320596,2960.070332,39.397123,-8.280009,72089.852218,-3.143890,-3.783387,-1.778815,-155.884611,0.000000
29.160000,25.323367,20.806827,5.168823,797.703046,786.520155,2959.347032,39.397125,-8.280004,72096.470537,-3.102079,-3.733126,-1.776966,-155.947823,0.000000
29.200000,25.714634,20.781492,5.108140,798.059491,786.713741,2958.620889,39.397126,-8.280000,72103.114870,-3.061245,-3.684040,-1.774746,-156.024095,0.000000
29.240000,26.104767,20.759188,5.048792,798.411038,786.901432,2957.891906,39.397128,-8.279996,72109.785186,-3.021356,-3.636090,-1.772163,-156.113071,0.000000
29.280000,26.493703,20.739815,4.990729,798.757751,787.083306,2957.160088,39.397130,-8.279992,72116.481446,-2.982379,-3.589237,-1.769229,-156.214399,0.000000
29.320000,26.881381,20.723277,4.933904,799.099692,787.259436,2956.425439,39.397131,-8.279988,72123.203608,-2.944284,-3.543446,-1.765952,-156.327739,0.000000
29.360000,27.267743,20.709482,4.878270,799.436922,787.429897,2955.687964,39.397133,-8.279984,72129.951624,-2.907043,-3.498681,-1.762343,-156.452755,0.000000
29.400000,27.652730,20.698337,4.823785,799.769500,787.594759,2954.947670,39.397134,-8.279980,72136.725440,-2.870627,-3.454908,-1.758411,-156.589123,0.000000
29.440000,28.036288,20.689754,4.770405,800.097486,787.754094,2954.204562,39.397136,-8.279977,72143.524999,-2.835009,-3.412096,-1.754165,-156.736522,0.000000
29.480000,28.418361,20.683644,4.718091,800.420935,787.907969,2953.458648,39.397137,-8.279973,72150.350240,-2.800163,-3.370212,-1.749613,-156.894641,0.000000
29.520000,28.798897,20.679924,4.666805,800.739904,788.056452,2952.709935,39.397138,-8.279969,72157.201095,-2.766064,-3.329227,-1.744765,-157.063175,0.000000
29.560000,29.177845,20.678510,4.616508,801.054447,788.199608,2951.958430,39.397140,-8.279965,72164.077493,-2.732689,-3.289111,-1.739629,-157.241823,0.000000
29.600000,29.555156,20.679322,4.567166,801.364618,788.337501,2951.204141,39.397141,-8.279962,72170.979360,-2.700013,-3.249837,-1.734213,-157.430294,0.000000
29.640000,29.930782,20.682280,4.518745,801.670469,788.470195,2950.447078,39.397142,-8.279958,72177.906616,-2.668015,-3.211378,-1.728526,-157.628299,0.000000
29.680000,30.304676,20.687309,4.471212,801.972050,788.597750,2949.687249,39.397143,-8.279955,72184.859177,-2.636673,-3.173708,-1.722576,-157.835558,0.000000
29.720000,30.676795,20.694332,4.424535,802.269413,788.720227,2948.924664,39.397144,-8.279951,72191.836958,-2.605966,-3.136802,-1.716370,-158.051793,0.000000
29.760000,31.047095,20.703278,4.378686,802.562607,788.837685,2948.159333,39.397145,-8.279948,72198.839866,-2.575874,-3.100636,-1.709917,-158.276733,0.000000
29.800000,31.415536,20.714076,4.333635,802.851678,788.950182,2947.391266,39.397146,-8.279945,72205.867807,-2.546379,-3.065188,-1.703223,-158.510114,0.000000
29.840000,31.782077,20.726656,4.289354,803.136676,789.057774,2946.620474,39.397147,-8.279941,72212.920684,-2.517460,-3.030433,-1.696297,-158.751673,0.000000
29.880000,32.146681,20.740950,4.245818,803.417645,789.160518,2945.846968,39.397148,-8.279938,72219.998395,-2.489102,-2.996352,-1.689146,-159.001155,0.000000
29.920000,32.509312,20.756895,4.203001,803.694632,789.258467,2945.070760,39.397149,-8.279935,72227.100835,-2.461286,-2.962923,-1.681776,-159.258307,0.000000
29.960000,32.869934,20.774425,4.160879,803.967681,789.351676,2944.291860,39.397150,-8.279932,72234.227896,-2.433996,-2.930127,-1.674196,-159.522883,0.000000
30.000000,33.228514,20.793478,4.119428,804.236835,789.440197,2943.510282,39.397151,-8.279928,72241.379468,-2.407215,-2.897944,-1.666411,-159.794639,0.000000
30.040000,33.585021,20.813995,4.078627,804.502138,789.524080,2942.726037,39.397152,-8.279925,72248.555436,-2.380929,-2.866355,-1.658429,-160.073337,0.000000
30.080000,33.939424,20.835917,4.038454,804.763631,789.603378,2941.939140,39.397152,-8.279922,72255.755684,-2.355122,-2.835343,-1.650256,-160.358742,0.000000
30.120000,34.291696,20.859186,3.998889,805.021356,789.678138,2941.149601,39.397153,-8.279919,72262.980092,-2.329780,-2.804890,-1.641899,-160.650623,0.000000
30.160000,34.641808,20.883747,3.959912,805.275353,789.748411,2940.357436,39.397154,-8.279916,72270.228538,-2.304889,-2.774979,-1.633365,-160.948755,0.000000
30.200000,34.989736,20.909546,3.921505,805.525663,789.814244,2939.562658,39.397154,-8.279913,72277.500896,-2.280436,-2.745595,-1.624660,-161.252913,0.000000
30.240000,35.335454,20.936531,3.883649,805.772323,789.875684,2938.765279,39.397155,-8.279911,72284.797039,-2.256407,-2.716722,-1.615789,-161.562881,0.000000
30.280000,35.678941,20.964650,3.846327,806.015374,789.932777,2937.965316,39.397155,-8.279908,72292.116838,-2.232791,-2.688345,-1.606760,-161.878441,0.000000
30.320000,36.020175,20.993855,3.809523,806.254851,789.985569,2937.162782,39.397156,-8.279905,72299.460160,-2.209575,-2.660449,-1.597578,-162.199382,0.000000
30.360000,36.359136,21.024096,3.773222,806.490794,790.034103,2936.357692,39.397156,-8.279902,72306.826871,-2.186748,-2.633021,-1.588249,-162.525497,0.000000
30.400000,36.695805,21.055328,3.737407,806.723237,790.078425,2935.550061,39.397157,-8.279899,72314.216834,-2.164298,-2.606047,-1.578779,-162.856582,0.000000
30.440000,37.030165,21.087504,3.702065,806.952218,790.118578,2934.739903,39.397157,-8.279897,72321.629911,-2.142215,-2.579513,-1.569174,-163.192434,0.000000
30.480000,37.362201,21.120582,3.667181,807.177771,790.154602,2933.927235,39.397157,-8.279894,72329.065961,-2.120488,-2.553409,-1.559439,-163.532857,0.000000
30.520000,37.691897,21.154518,3.632743,807.399931,790.186542,2933.112072,39.397158,-8.279892,72336.524841,-2.099107,-2.527720,-1.549581,-163.877656,0.000000
30.560000,38.019240,21.189271,3.598737,807.618732,790.214437,2932.294429,39.397158,-8.279889,72344.006407,-2.078063,-2.502436,-1.539603,-164.226640,0.000000
30.600000,38.344218,21.224800,3.565152,807.834209,790.238328,2931.474324,39.397158,-8.279887,72351.510513,-2.057345,-2.477545,-1.529512,-164.579623,0.000000
30.640000,38.666820,21.261066,3.531976,808.046394,790.258255,2930.651771,39.397158,-8.279884,72359.037012,-2.036946,-2.453037,-1.519314,-164.936420,0.000000
30.680000,38.987035,21.298033,3.499197,808.255320,790.274257,2929.826787,39.397158,-8.279882,72366.585754,-2.016855,-2.428901,-1.509012,-165.296850,0.000000
30.720000,39.304856,21.335662,3.466806,808.461018,790.286373,2928.999388,39.397158,-8.279879,72374.156588,-1.997065,-2.405126,-1.498612,-165.660734,0.000000
30.760000,39.620274,21.373918,3.434791,808.663522,790.294640,2928.169592,39.397159,-8.279877,72381.749362,-1.977568,-2.381703,-1.488120,-166.027899,0.000000
30.800000,39.933283,21.412768,3.403143,808.862861,790.299097,2927.337415,39.397159,-8.279875,72389.363922,-1.958356,-2.358623,-1.477540,-166.398173,0.000000
30.840000,40.243878,21.452177,3.371853,809.059066,790.299780,2926.502874,39.397159,-8.279872,72397.000114,-1.939420,-2.335875,-1.466877,-166.771388,0.000000
30.880000,40.552053,21.492112,3.340911,809.252169,790.296725,2925.665986,39.397159,-8.279870,72404.657781,-1.920754,-2.313452,-1.456135,-167.147378,0.000000
30.920000,40.857806,21.532544,3.310309,809.442199,790.289969,2924.826768,39.397158,-8.279868,72412.336766,-1.902351,-2.291345,-1.445319,-167.525981,0.000000
30.960000,41.161133,21.573441,3.280040,809.629184,790.279547,2923.985238,39.397158,-8.279866,72420.036911,-1.884203,-2.269545,-1.434435,-167.907038,0.000000
31.000000,41.462033,21.614773,3.250094,809.813155,790.265493,2923.141412,39.397158,-8.279864,72427.758057,-1.866304,-2.248045,-1.423485,-168.290393,0.000000
31.040000,41.760506,21.656513,3.220464,809.994140,790.247842,2922.295309,39.397158,-8.279861,72435.500042,-1.848648,-2.226837,-1.412475,-168.675892,0.000000
31.080000,42.056551,21.698633,3.191144,810.172167,790.226629,2921.446946,39.397158,-8.279859,72443.262707,-1.831229,-2.205913,-1.401409,-169.063386,0.000000
31.120000,42.350169,21.741105,3.162126,810.347263,790.201886,2920.596341,39.397158,-8.279857,72451.045888,-1.814040,-2.185267,-1.390291,-169.452727,0.000000
31.160000,42.641362,21.783905,3.133404,810.519458,790.173646,2919.743511,39.397157,-8.279855,72458.849424,-1.797076,-2.164891,-1.379125,-169.843771,0.000000
31.200000,42.930132,21.827007,3.104971,810.688777,790.141943,2918.888475,39.397157,-8.279853,72466.673150,-1.780331,-2.144778,-1.367915,-170.236376,0.000000
31.240000,43.216483,21.870387,3.076821,810.855247,790.106808,2918.031250,39.397157,-8.279851,72474.516903,-1.763800,-2.124923,-1.356665,-170.630404,0.000000
31.280000,43.500419,21.914021,3.048949,811.018896,790.068273,2917.171854,39.397156,-8.279849,72482.380518,-1.747477,-2.105319,-1.345380,-171.025719,0.000000
31.320000,43.781944,21.957888,3.021349,811.179748,790.026369,2916.310306,39.397156,-8.279848,72490.263830,-1.731358,-2.085959,-1.334062,-171.422188,0.000000
31.360000,44.061064,22.001964,2.994015,811.337830,789.981128,2915.446623,39.397156,-8.279846,72498.166672,-1.715438,-2.066838,-1.322715,-171.819682,0.000000
31.400000,44.337784,22.046230,2.966943,811.493168,789.932580,2914.580824,39.397155,-8.279844,72506.088880,-1.699712,-2.047951,-1.311344,-172.218072,0.000000
31.440000,44.612112,22.090664,2.940127,811.645785,789.880756,2913.712927,39.397155,-8.279842,72514.030286,-1.684175,-2.029292,-1.299952,-172.617235,0.000000
31.480000,44.884054,22.135247,2.913563,811.795709,789.825684,2912.842950,39.397154,-8.279840,72521.990723,-1.668824,-2.010855,-1.288541,-173.017049,0.000000
31.520000,45.153618,22.179959,2.887247,811.942962,789.767395,2911.970911,39.397154,-8.279839,72529.970025,-1.653653,-1.992636,-1.277116,-173.417394,0.000000
31.560000,45.420812,22.224783,2.861173,812.087569,789.705917,2911.096829,39.397153,-8.279837,72537.968024,-1.638659,-1.974630,-1.265680,-173.818154,0.000000
31.600000,45.685646,22.269701,2.835339,812.229554,789.641281,2910.220721,39.397153,-8.279835,72545.984554,-1.623838,-1.956831,-1.254236,-174.219216,0.000000
31.640000,45.948128,22.314695,2.809740,812.368941,789.573513,2909.342607,39.397152,-8.279834,72554.019445,-1.609186,-1.939236,-1.242788,-174.620469,0.000000
31.680000,46.208269,22.359750,2.784372,812.505754,789.502642,2908.462505,39.397151,-8.279832,72562.072531,-1.594700,-1.921839,-1.231337,-175.021804,0.000000
31.720000,46.466078,22.404848,2.759231,812.640015,789.428697,2907.580432,39.397151,-8.279831,72570.143645,-1.580375,-1.904638,-1.219888,-175.423116,0.000000
31.760000,46.721566,22.449975,2.734315,812.771747,789.351704,2906.696408,39.397150,-8.279829,72578.232618,-1.566209,-1.887626,-1.208443,-175.824301,0.000000
31.800000,46.974745,22.495115,2.709619,812.900973,789.271691,2905.810450,39.397149,-8.279828,72586.339283,-1.552197,-1.870801,-1.197006,-176.225259,0.000000
31.840000,47.225625,22.540256,2.685141,813.027716,789.188684,2904.922577,39.397149,-8.279826,72594.463464,-1.538338,-1.854159,-1.185578,-176.625892,0.000000
31.880000,47.474219,22.585382,2.660878,813.151997,789.102711,2904.032806,39.397148,-8.279825,72602.605019,-1.524627,-1.837695,-1.174163,-177.026104,0.000000
31.920000,47.720539,22.630480,2.636826,813.273839,789.013798,2903.141158,39.397147,-8.279823,72610.763755,-1.511062,-1.821407,-1.162763,-177.425802,0.000000
31.960000,47.964597,22.675538,2.612982,813.393263,788.921970,2902.247648,39.397146,-8.279822,72618.939515,-1.497640,-1.805291,-1.151381,-177.824895,0.000000
32.000000,48.206405,22.720544,2.589345,813.510291,788.827254,2901.352297,39.397145,-8.279820,72627.132132,-1.484357,-1.789342,-1.140019,-178.223296,0.000000
32.040000,48.445978,22.765485,2.565911,813.624944,788.729675,2900.455122,39.397144,-8.279819,72635.341438,-1.471212,-1.773559,-1.128680,-178.620918,0.000000
32.080000,48.683329,22.810351,2.542677,813.737243,788.629258,2899.556140,39.397144,-8.279818,72643.567269,-1.458202,-1.757938,-1.117367,-179.017678,0.000000
32.120000,48.918470,22.855130,2.519642,813.847209,788.526028,2898.655371,39.397143,-8.279817,72651.809458,-1.445324,-1.742475,-1.106081,-179.413495,0.000000
32.160000,49.151417,22.899812,2.496802,813.954863,788.420010,2897.752832,39.397142,-8.279815,72660.067841,-1.432575,-1.727168,-1.094824,-179.808291,0.000000
32.200000,49.382182,22.944386,2.474156,814.060224,788.311229,2896.848542,39.397141,-8.279814,72668.342252,-1.419954,-1.712015,-1.083600,-180.201988,0.000000
32.240000,49.610781,22.988843,2.451702,814.163313,788.199709,2895.942517,39.397140,-8.279813,72676.632528,-1.407457,-1.697011,-1.072409,-180.594513,0.000000
32.280000,49.837228,23.033175,2.429437,814.264151,788.085473,2895.034777,39.397139,-8.279812,72684.938504,-1.395083,-1.682155,-1.061255,-180.985793,0.000000
32.320000,50.061538,23.077371,2.407359,814.362756,787.968546,2894.125339,39.397138,-8.279811,72693.260017,-1.382830,-1.667444,-1.050138,-181.375759,0.000000
32.360000,50.283724,23.121423,2.385467,814.459148,787.848951,2893.214220,39.397137,-8.279809,72701.596904,-1.370695,-1.652876,-1.039062,-181.764344,0.000000
32.400000,50.503804,23.165323,2.363758,814.553348,787.726712,2892.301439,39.397135,-8.279808,72709.949004,-1.358677,-1.638447,-1.028027,-182.151481,0.000000
32.440000,50.721790,23.209064,2.342231,814.645374,787.601850,2891.387014,39.397134,-8.279807,72718.316154,-1.346773,-1.624156,-1.017036,-182.537108,0.000000
32.480000,50.937700,23.252637,2.320883,814.735244,787.474391,2890.470960,39.397133,-8.279806,72726.698194,-1.334982,-1.610001,-1.006090,-182.921163,0.000000
32.520000,51.151548,23.296035,2.299713,814.822979,787.344355,2889.553298,39.397132,-8.279805,72735.094964,-1.323302,-1.595979,-0.995191,-183.303587,0.000000
32.560000,51.363349,23.339253,2.278720,814.908597,787.211765,2888.634042,39.397131,-8.279804,72743.506303,-1.311731,-1.582087,-0.984341,-183.684323,0.000000
32.600000,51.573120,23.382282,2.257902,814.992115,787.076645,2887.713212,39.397130,-8.279803,72751.932053,-1.300267,-1.568325,-0.973541,-184.063316,0.000000
32.640000,51.780876,23.425117,2.237256,815.073554,786.939014,2886.790825,39.397128,-8.279802,72760.372057,-1.288908,-1.554690,-0.962793,-184.440513,0.000000
32.680000,51.986633,23.467751,2.216783,815.152930,786.798897,2885.866896,39.397127,-8.279801,72768.826156,-1.277654,-1.541180,-0.952098,-184.815862,0.000000
