ts,id,T,P
77.955,BARO0,34.43,78671
77.965,BARO0,34.42,78651
77.975,BARO0,34.44,78683
77.985,BARO0,34.42,78648
77.995,BARO0,34.41,78676
78.005,BARO0,34.42,78675
78.015,BARO0,34.43,78655
78.025,BARO0,34.41,78656
78.035,BARO0,34.41,78667
78.045,BARO0,34.43,78675
78.055,BARO0,34.43,78657
78.065,BARO0,34.42,78644
78.075,BARO0,34.42,78653
78.085,BARO0,34.42,78659
78.095,BARO0,34.43,78634
78.105,BARO0,34.43,78625
78.115,BARO0,34.42,78635
78.125,BARO0,34.43,78613
78.135,BARO0,34.42,78626
78.145,BARO0,34.44,78622
78.155,BARO0,34.41,78570
78.165,BARO0,34.42,78571
78.175,BARO0,34.43,78562
78.185,BARO0,34.42,78561
78.195,BARO0,34.42,78559
78.205,BARO0,34.42,78514
78.215,BARO0,34.42,78567
78.225,BARO0,34.43,78562
78.235,BARO0,34.41,78559
78.245,BARO0,34.44,78527
78.255,BARO0,34.4,78596
78.265,BARO0,34.42,78546
78.275,BARO0,34.41,78600
78.285,BARO0,34.44,78601
78.295,BARO0,34.42,78621
78.305,BARO0,34.41,78578
78.315,BARO0,34.42,78560
78.325,BARO0,34.41,78558
78.335,BARO0,34.43,78565
78.345,BARO0,34.41,78544
78.355,BARO0,34.4,78520
78.365,BARO0,34.42,78555
78.375,BARO0,34.42,78625
78.385,BARO0,34.43,78627
78.395,BARO0,34.4,78631
78.405,BARO0,34.41,78669
78.415,BARO0,34.42,78701
78.425,BARO0,34.41,78721
78.435,BARO0,34.38,78768
78.445,BARO0,34.41,78748
78.455,BARO0,34.41,78760
78.465,BARO0,34.42,78741
78.475,BARO0,34.42,78747
78.485,BARO0,34.42,78740
78.495,BARO0,34.41,78723
78.505,BARO0,34.41,78728
78.515,BARO0,34.4,78730
78.525,BARO0,34.41,78734
78.535,BARO0,34.41,78717
78.545,BARO0,34.41,78713
78.555,BARO0,34.42,78728
78.565,BARO0,34.43,78713
78.575,BARO0,34.41,78714
78.585,BARO0,34.41,78691
78.595,BARO0,34.42,78714
78.605,BARO0,34.41,78723
78.615,BARO0,34.42,78701
78.625,BARO0,34.41,78714
78.635,BARO0,34.42,78742
78.645,BARO0,34.42,78725
78.655,BARO0,34.41,78758
78.665,BARO0,34.4,78755
78.675,BARO0,34.42,78767
78.685,BARO0,34.42,78792
78.695,BARO0,34.41,78779
78.705,BARO0,34.41,78750
78.715,BARO0,34.41,78748
78.725,BARO0,34.4,78763
78.735,BARO0,34.41,78780
78.745,BARO0,34.41,78746
78.755,BARO0,34.4,78717
78.765,BARO0,34.41,78675
78.775,BARO0,34.43,78717
78.785,BARO0,34.42,78707
78.795,BARO0,34.4,78659
78.805,BARO0,34.41,78642
78.815,BARO0,34.41,78663
78.825,BARO0,34.41,78652
78.835,BARO0,34.4,78665
78.845,BARO0,34.4,78674
78.855,BARO0,34.4,78687
78.865,BARO0,34.39,78681
78.875,BARO0,34.42,78690
78.885,BARO0,34.42,78716
78.895,BARO0,34.4,78735
78.905,BARO0,34.41,78756
78.915,BARO0,34.41,78735
78.925,BARO0,34.4,78754
78.935,BARO0,34.43,78743
78.945,BARO0,34.41,78757
78.955,BARO0,34.4,78770
78.965,BARO0,34.42,78756
78.975,BARO0,34.41,78771
78.985,BARO0,34.39,78807
78.995,BARO0,34.43,78742
79.005,BARO0,34.41,78723
79.015,BARO0,34.4,78741
79.025,BARO0,34.4,78699
79.035,BARO0,34.41,78715
79.045,BARO0,34.41,78740
79.055,BARO0,34.4,78687
79.065,BARO0,34.41,78696
79.075,BARO0,34.39,78717
79.085,BARO0,34.42,78722
79.095,BARO0,34.39,78698
79.105,BARO0,34.4,78710
79.115,BARO0,34.41,78685
79.125,BARO0,34.41,78738
79.135,BARO0,34.39,78753
79.145,BARO0,34.42,78737
79.155,BARO0,34.42,78724
79.165,BARO0,34.41,78788
79.175,BARO0,34.42,78778
79.185,BARO0,34.41,78781
79.195,BARO0,34.41,78783
79.205,BARO0,34.42,78811
79.215,BARO0,34.4,78826
79.225,BARO0,34.4,78854
79.235,BARO0,34.4,78872
79.245,BARO0,34.4,78890
79.255,BARO0,34.42,78901
79.265,BARO0,34.4,78912
79.275,BARO0,34.41,78948
79.285,BARO0,34.41,78919
79.295,BARO0,34.4,78929
79.305,BARO0,34.4,78928
79.315,BARO0,34.4,78931
79.325,BARO0,34.4,78922
79.335,BARO0,34.4,78918
79.345,BARO0,34.4,78952
79.355,BARO0,34.4,78901
79.365,BARO0,34.39,78932
79.375,BARO0,34.4,78906
79.385,BARO0,34.41,78906
79.395,BARO0,34.4,78930
79.405,BARO0,34.4,78931
79.415,BARO0,34.4,78940
79.425,BARO0,34.4,78939
79.435,BARO0,34.41,78992
79.445,BARO0,34.41,78917
79.455,BARO0,34.4,78897
79.465,BARO0,34.41,78927
79.475,BARO0,34.39,78867
79.485,BARO0,34.4,78872
79.495,BARO0,34.41,78851
79.505,BARO0,34.4,78861
79.515,BARO0,34.4,78852
79.525,BARO0,34.4,78892
79.535,BARO0,34.37,78893
79.545,BARO0,34.41,78954
79.555,BARO0,34.4,78951
79.565,BARO0,34.4,79002
79.575,BARO0,34.41,79019
79.585,BARO0,34.41,79071
79.595,BARO0,34.4,79056
79.605,BARO0,34.39,79089
79.615,BARO0,34.4,79053
79.625,BARO0,34.4,79049
79.635,BARO0,34.39,79064
79.645,BARO0,34.41,79080
79.655,BARO0,34.42,79068
79.665,BARO0,34.41,79062
79.675,BARO0,34.38,79098
79.685,BARO0,34.39,79075
79.695,BARO0,34.4,79074
79.705,BARO0,34.4,79110
79.715,BARO0,34.41,79115
79.725,BARO0,34.39,79131
79.735,BARO0,34.39,79131
79.745,BARO0,34.4,79124
79.755,BARO0,34.39,79110
79.765,BARO0,34.42,79073
79.775,BARO0,34.41,79062
79.785,BARO0,34.4,79068
79.795,BARO0,34.42,79053
79.805,BARO0,34.39,79032
79.815,BARO0,34.39,78974
79.825,BARO0,34.4,78950
79.835,BARO0,34.39,78956
79.845,BARO0,34.4,79014
79.855,BARO0,34.4,79052
79.865,BARO0,34.4,79087
79.875,BARO0,34.39,79051
79.885,BARO0,34.38,79094
79.895,BARO0,34.39,79116
79.905,BARO0,34.39,79098
79.915,BARO0,34.39,79082
79.925,BARO0,34.4,79083
79.935,BARO0,34.4,79073
79.945,BARO0,34.39,79063
79.955,BARO0,34.4,79060
79.965,BARO0,34.38,79103
79.975,BARO0,34.38,79088
79.985,BARO0,34.39,79109
79.995,BARO0,34.39,79105
80.005,BARO0,34.39,79098
80.015,BARO0,34.38,79112
80.025,BARO0,34.38,79100
80.035,BARO0,34.38,79106
80.045,BARO0,34.39,79151
80.055,BARO0,34.4,79156
80.065,BARO0,34.38,79126
80.075,BARO0,34.41,79185
80.085,BARO0,34.39,79168
80.095,BARO0,34.39,79186
80.105,BARO0,34.37,79187
80.115,BARO0,34.38,79186
80.125,BARO0,34.38,79183
80.135,BARO0,34.39,79188
80.145,BARO0,34.39,79176
80.155,BARO0,34.39,79188
80.165,BARO0,34.37,79182
80.175,BARO0,34.39,79163
80.185,BARO0,34.37,79150
80.195,BARO0,34.38,79187
80.205,BARO0,34.37,79178
80.215,BARO0,34.37,79149
80.225,BARO0,34.37,79159
80.235,BARO0,34.37,79133
80.245,BARO0,34.39,79145
80.255,BARO0,34.36,79186
80.265,BARO0,34.35,79162
80.275,BARO0,34.35,79182
80.285,BARO0,34.37,79187
80.295,BARO0,34.36,79180
80.305,BARO0,34.36,79162
80.315,BARO0,34.37,79182
80.325,BARO0,34.37,79190
80.335,BARO0,34.37,79154
80.345,BARO0,34.36,79157
80.355,BARO0,34.37,79176
80.365,BARO0,34.37,79182
80.375,BARO0,34.38,79147
80.385,BARO0,34.35,79111
80.395,BARO0,34.35,79112
80.405,BARO0,34.37,79101
80.415,BARO0,34.36,79111
80.425,BARO0,34.36,79098
80.435,BARO0,34.36,79157
80.445,BARO0,34.36,79164
80.455,BARO0,34.36,79207
80.465,BARO0,34.35,79260
80.475,BARO0,34.37,79236
80.485,BARO0,34.38,79236
80.495,BARO0,34.37,79262
80.505,BARO0,34.36,79242
80.515,BARO0,34.36,79216
80.525,BARO0,34.35,79208
80.535,BARO0,34.36,79164
80.545,BARO0,34.35,79156
80.555,BARO0,34.35,79107
80.565,BARO0,34.35,79119
80.575,BARO0,34.35,79153
80.585,BARO0,34.37,79140
80.595,BARO0,34.35,79168
80.605,BARO0,34.37,79179
80.615,BARO0,34.36,79227
80.625,BARO0,34.36,79239
80.635,BARO0,34.38,79226
80.645,BARO0,34.35,79244
80.655,BARO0,34.37,79239
80.665,BARO0,34.35,79225
80.675,BARO0,34.35,79223
80.685,BARO0,34.37,79211
80.695,BARO0,34.36,79205
80.705,BARO0,34.35,79192
80.715,BARO0,34.36,79165
80.725,BARO0,34.36,79183
80.735,BARO0,34.36,79203
80.745,BARO0,34.35,79217
80.755,BARO0,34.36,79263
80.765,BARO0,34.34,79246
80.775,BARO0,34.37,79234
80.785,BARO0,34.36,79269
80.795,BARO0,34.34,79251
80.805,BARO0,34.36,79278
80.815,BARO0,34.35,79272
80.825,BARO0,34.35,79289
80.835,BARO0,34.34,79332
80.845,BARO0,34.36,79304
80.855,BARO0,34.36,79337
80.865,BARO0,34.36,79334
80.875,BARO0,34.36,79330
80.885,BARO0,34.37,79306
80.895,BARO0,34.37,79313
80.905,BARO0,34.35,79292
80.915,BARO0,34.36,79266
80.925,BARO0,34.36,79244
80.935,BARO0,34.35,79227
80.945,BARO0,34.34,79235
80.955,BARO0,34.35,79199
80.965,BARO0,34.37,79202
80.975,BARO0,34.38,79182
80.985,BARO0,34.35,79126
80.995,BARO0,34.37,79161
81.005,BARO0,34.35,79183
81.015,BARO0,34.36,79243
81.025,BARO0,34.35,79263
81.035,BARO0,34.35,79260
81.045,BARO0,34.35,79262
81.055,BARO0,34.36,79247
81.065,BARO0,34.35,79253
81.075,BARO0,34.33,79257
81.085,BARO0,34.35,79324
81.095,BARO0,34.35,79311
81.105,BARO0,34.36,79299
81.115,BARO0,34.35,79329
81.125,BARO0,34.35,79320
81.135,BARO0,34.34,79358
81.145,BARO0,34.35,79332
81.155,BARO0,34.35,79339
81.165,BARO0,34.36,79367
81.175,BARO0,34.37,79361
81.185,BARO0,34.34,79349
81.195,BARO0,34.36,79386
81.205,BARO0,34.35,79387
81.215,BARO0,34.35,79400
81.225,BARO0,34.36,79439
81.235,BARO0,34.36,79396
81.245,BARO0,34.35,79367
81.255,BARO0,34.36,79383
81.265,BARO0,34.34,79425
81.275,BARO0,34.37,79404
81.285,BARO0,34.36,79438
81.295,BARO0,34.36,79423
81.305,BARO0,34.36,79412
81.315,BARO0,34.34,79417
81.325,BARO0,34.36,79421
81.335,BARO0,34.34,79417
81.345,BARO0,34.35,79461
81.355,BARO0,34.34,79466
81.365,BARO0,34.35,79495
81.375,BARO0,34.34,79490
81.385,BARO0,34.35,79494
81.395,BARO0,34.35,79472
81.405,BARO0,34.36,79451
81.415,BARO0,34.36,79447
81.425,BARO0,34.36,79414
81.435,BARO0,34.35,79410
81.445,BARO0,34.34,79357
81.455,BARO0,34.35,79350
81.465,BARO0,34.35,79344
81.475,BARO0,34.35,79320
81.485,BARO0,34.36,79265
81.495,BARO0,34.35,79294
81.505,BARO0,34.35,79378
81.515,BARO0,34.36,79409
81.525,BARO0,34.35,79430
81.535,BARO0,34.34,79492
81.545,BARO0,34.36,79456
81.555,BARO0,34.34,79484
81.565,BARO0,34.35,79464
81.575,BARO0,34.35,79485
81.585,BARO0,34.34,79490
81.595,BARO0,34.35,79511
81.605,BARO0,34.34,79525
81.615,BARO0,34.35,79555
81.625,BARO0,34.35,79540
81.635,BARO0,34.35,79583
81.645,BARO0,34.35,79569
81.655,BARO0,34.36,79549
81.665,BARO0,34.38,79580
81.675,BARO0,34.36,79535
81.685,BARO0,34.33,79460
81.695,BARO0,34.35,79464
81.705,BARO0,34.34,79451
81.715,BARO0,34.35,79461
81.725,BARO0,34.35,79455
81.735,BARO0,34.35,79495
81.745,BARO0,34.35,79499
81.755,BARO0,34.37,79512
81.765,BARO0,34.35,79516
81.775,BARO0,34.36,79503
81.785,BARO0,34.36,79548
81.795,BARO0,34.35,79541
81.805,BARO0,34.35,79559
81.815,BARO0,34.34,79537
81.825,BARO0,34.34,79541
81.835,BARO0,34.34,79505
81.845,BARO0,34.36,79496
81.855,BARO0,34.34,79481
81.865,BARO0,34.34,79512
81.875,BARO0,34.34,79460
81.885,BARO0,34.34,79426
81.895,BARO0,34.37,79466
81.905,BARO0,34.33,79443
81.915,BARO0,34.34,79497
81.925,BARO0,34.34,79519
81.935,BARO0,34.35,79515
81.945,BARO0,34.35,79537
81.955,BARO0,34.32,79557
81.965,BARO0,34.32,79578
81.975,BARO0,34.33,79585
81.985,BARO0,34.34,79600
81.995,BARO0,34.32,79584
82.005,BARO0,34.33,79620
82.015,BARO0,34.34,79611
82.025,BARO0,34.33,79617
82.035,BARO0,34.34,79620
82.045,BARO0,34.33,79665
82.055,BARO0,34.34,79684
82.065,BARO0,34.34,79677
82.075,BARO0,34.33,79701
82.085,BARO0,34.32,79701
82.095,BARO0,34.33,79667
82.105,BARO0,34.34,79714
82.115,BARO0,34.34,79728
82.125,BARO0,34.34,79742
82.135,BARO0,34.35,79708
82.145,BARO0,34.32,79716
82.155,BARO0,34.33,79686
82.165,BARO0,34.34,79736
82.175,BARO0,34.32,79732
82.185,BARO0,34.32,79713
82.195,BARO0,34.32,79729
82.205,BARO0,34.33,79741
82.215,BARO0,34.32,79717
82.225,BARO0,34.33,79762
82.235,BARO0,34.33,79766
82.245,BARO0,34.33,79764
82.255,BARO0,34.33,79785
82.265,BARO0,34.35,79767
82.275,BARO0,34.33,79765
82.285,BARO0,34.32,79754
82.295,BARO0,34.33,79775
82.305,BARO0,34.33,79767
82.315,BARO0,34.33,79753
82.325,BARO0,34.34,79764
82.335,BARO0,34.34,79777
82.345,BARO0,34.32,79747
82.355,BARO0,34.31,79774
82.365,BARO0,34.34,79805
82.375,BARO0,34.33,79752
82.385,BARO0,34.34,79771
82.395,BARO0,34.32,79757
82.405,BARO0,34.32,79803
82.415,BARO0,34.32,79779
82.425,BARO0,34.33,79786
82.435,BARO0,34.33,79790
82.445,BARO0,34.32,79802
82.455,BARO0,34.32,79782
82.465,BARO0,34.31,79802
82.475,BARO0,34.32,79787
82.485,BARO0,34.32,79802
82.495,BARO0,34.33,79831
82.505,BARO0,34.32,79830
82.515,BARO0,34.32,79826
82.525,BARO0,34.32,79824
82.535,BARO0,34.33,79825
82.545,BARO0,34.31,79816
82.555,BARO0,34.34,79829
82.565,BARO0,34.3,79782
82.575,BARO0,34.33,79790
82.585,BARO0,34.31,79833
82.595,BARO0,34.32,79810
82.605,BARO0,34.32,79834
82.615,BARO0,34.32,79838
82.625,BARO0,34.32,79846
82.635,BARO0,34.31,79834
82.645,BARO0,34.32,79846
82.655,BARO0,34.33,79828
82.665,BARO0,34.3,79878
82.675,BARO0,34.3,79853
82.685,BARO0,34.32,79859
82.695,BARO0,34.32,79864
82.705,BARO0,34.32,79888
82.715,BARO0,34.32,79890
82.725,BARO0,34.32,79876
82.735,BARO0,34.33,79919
82.745,BARO0,34.31,79904
82.755,BARO0,34.32,79888
82.765,BARO0,34.3,79920
82.775,BARO0,34.32,79937
82.785,BARO0,34.3,79919
82.795,BARO0,34.32,79962
82.805,BARO0,34.32,79926
82.815,BARO0,34.31,79935
82.825,BARO0,34.32,79942
82.835,BARO0,34.31,79959
82.845,BARO0,34.33,79902
82.855,BARO0,34.33,79945
82.865,BARO0,34.3,79941
82.875,BARO0,34.31,79928
82.885,BARO0,34.32,79934
82.895,BARO0,34.33,79914
82.905,BARO0,34.32,79922
82.915,BARO0,34.32,79907
82.925,BARO0,34.32,79875
82.935,BARO0,34.31,79890
82.945,BARO0,34.29,79879
82.955,BARO0,34.33,79891
82.965,BARO0,34.29,79906
82.975,BARO0,34.35,79882
82.985,BARO0,34.32,79884
82.995,BARO0,34.31,79885
83.005,BARO0,34.31,79884
83.015,BARO0,34.31,79861
83.025,BARO0,34.31,79907
83.035,BARO0,34.28,79858
83.045,BARO0,34.33,79866
83.055,BARO0,34.33,79826
83.065,BARO0,34.31,79820
83.075,BARO0,34.31,79820
83.085,BARO0,34.32,79805
83.095,BARO0,34.32,79782
83.105,BARO0,34.32,79796
83.115,BARO0,34.31,79819
83.125,BARO0,34.31,79830
83.135,BARO0,34.31,79812
83.145,BARO0,34.33,79861
83.155,BARO0,34.33,79828
83.165,BARO0,34.3,79844
83.175,BARO0,34.34,79897
83.185,BARO0,34.32,79896
83.195,BARO0,34.3,79881
83.205,BARO0,34.32,79909
83.215,BARO0,34.31,79883
83.225,BARO0,34.3,79893
83.235,BARO0,34.31,79866
83.245,BARO0,34.32,79880
83.255,BARO0,34.34,79877
83.265,BARO0,34.32,79894
83.275,BARO0,34.3,79927
83.285,BARO0,34.33,79920
83.295,BARO0,34.33,79902
83.305,BARO0,34.32,79901
83.315,BARO0,34.31,79941
83.325,BARO0,34.31,79910
83.335,BARO0,34.3,79937
83.345,BARO0,34.33,79951
83.355,BARO0,34.32,79898
83.365,BARO0,34.33,79912
83.375,BARO0,34.34,79949
83.385,BARO0,34.33,79910
83.395,BARO0,34.34,79947
83.405,BARO0,34.32,79936
83.415,BARO0,34.32,79945
83.425,BARO0,34.32,79927
83.435,BARO0,34.33,79928
83.445,BARO0,34.3,79972
83.455,BARO0,34.33,79935
83.465,BARO0,34.31,79952
83.475,BARO0,34.31,79980
83.485,BARO0,34.33,79953
83.495,BARO0,34.32,79973
83.505,BARO0,34.31,79995
83.515,BARO0,34.32,79998
83.525,BARO0,34.32,79988
83.535,BARO0,34.33,79981
83.545,BARO0,34.32,80016
83.555,BARO0,34.3,80019
83.565,BARO0,34.33,80007
83.575,BARO0,34.32,80020
83.585,BARO0,34.34,79980
83.595,BARO0,34.3,80013
83.605,BARO0,34.32,80012
83.615,BARO0,34.32,80030
83.625,BARO0,34.32,80031
83.635,BARO0,34.32,80057
83.645,BARO0,34.32,80049
83.655,BARO0,34.33,80071
83.665,BARO0,34.33,80062
83.675,BARO0,34.34,80076
83.685,BARO0,34.33,80084
83.695,BARO0,34.32,80097
83.705,BARO0,34.32,80097
83.715,BARO0,34.33,80099
83.725,BARO0,34.32,80068
83.735,BARO0,34.33,80065
83.745,BARO0,34.31,80060
83.755,BARO0,34.34,80067
83.765,BARO0,34.32,80042
83.775,BARO0,34.32,80074
83.785,BARO0,34.31,80096
83.795,BARO0,34.33,80071
83.805,BARO0,34.31,80081
83.815,BARO0,34.33,80094
83.825,BARO0,34.32,80100
83.835,BARO0,34.33,80050
83.845,BARO0,34.33,80074
83.855,BARO0,34.34,80056
83.865,BARO0,34.31,80035
83.875,BARO0,34.3,80051
83.885,BARO0,34.33,80042
83.895,BARO0,34.31,80060
83.905,BARO0,34.32,80064
83.915,BARO0,34.32,80058
83.925,BARO0,34.32,80025
83.935,BARO0,34.31,80035
83.945,BARO0,34.32,80072
83.955,BARO0,34.31,80067
83.965,BARO0,34.32,80054
83.975,BARO0,34.3,80057
83.985,BARO0,34.34,80054
83.995,BARO0,34.32,80078
84.005,BARO0,34.32,80076
84.015,BARO0,34.33,80101
84.025,BARO0,34.32,80099
84.035,BARO0,34.32,80126
84.045,BARO0,34.33,80070
84.055,BARO0,34.34,80094
84.065,BARO0,34.33,80104
84.075,BARO0,34.34,80091
84.085,BARO0,34.31,80092
84.095,BARO0,34.31,80107
84.105,BARO0,34.31,80060
84.115,BARO0,34.33,80070
84.125,BARO0,34.33,80074
84.135,BARO0,34.31,80076
84.145,BARO0,34.3,80078
84.155,BARO0,34.34,80100
84.165,BARO0,34.32,80084
84.175,BARO0,34.32,80078
84.185,BARO0,34.32,80084
84.195,BARO0,34.32,80050
84.205,BARO0,34.32,80032
84.215,BARO0,34.32,80071
84.225,BARO0,34.31,80026
84.235,BARO0,34.32,80043
84.245,BARO0,34.32,80060
84.255,BARO0,34.32,80036
84.265,BARO0,34.32,80009
84.275,BARO0,34.32,80029
84.285,BARO0,34.32,80067
84.295,BARO0,34.33,80035
84.305,BARO0,34.32,80025
84.315,BARO0,34.33,80042
84.325,BARO0,34.32,80036
84.335,BARO0,34.32,80031
84.345,BARO0,34.3,80037
84.355,BARO0,34.33,80043
84.365,BARO0,34.31,80044
84.375,BARO0,34.33,80004
84.385,BARO0,34.32,80027
84.395,BARO0,34.33,80033
84.405,BARO0,34.31,80049
84.415,BARO0,34.32,80052
84.425,BARO0,34.32,80098
84.435,BARO0,34.32,80078
84.445,BARO0,34.33,80123
84.455,BARO0,34.34,80147
84.465,BARO0,34.34,80184
84.475,BARO0,34.33,80111
84.485,BARO0,34.31,80155
84.495,BARO0,34.32,80202
84.505,BARO0,34.33,80217
84.515,BARO0,34.32,80201
84.525,BARO0,34.31,80223
84.535,BARO0,34.32,80206
84.545,BARO0,34.31,80223
84.555,BARO0,34.33,80227
84.565,BARO0,34.32,80276
84.575,BARO0,34.32,80217
84.585,BARO0,34.34,80267
84.595,BARO0,34.35,80270
84.605,BARO0,34.32,80261
84.615,BARO0,34.32,80258
84.625,BARO0,34.31,80251
84.635,BARO0,34.33,80308
84.645,BARO0,34.32,80271
84.655,BARO0,34.31,80283
84.665,BARO0,34.31,80266
84.675,BARO0,34.32,80271
84.685,BARO0,34.34,80292
84.695,BARO0,34.33,80294
84.705,BARO0,34.32,80298
84.715,BARO0,34.32,80291
84.725,BARO0,34.32,80288
84.735,BARO0,34.33,80314
84.745,BARO0,34.33,80304
84.755,BARO0,34.32,80339
84.765,BARO0,34.32,80316
84.775,BARO0,34.33,80285
84.785,BARO0,34.32,80294
84.795,BARO0,34.34,80291
84.805,BARO0,34.33,80284
84.815,BARO0,34.33,80292
84.825,BARO0,34.32,80313
84.835,BARO0,34.32,80301
84.845,BARO0,34.33,80292
84.855,BARO0,34.32,80274
84.865,BARO0,34.33,80276
84.875,BARO0,34.33,80312
84.885,BARO0,34.32,80279
84.895,BARO0,34.32,80295
84.905,BARO0,34.32,80279
84.915,BARO0,34.33,80282
84.925,BARO0,34.33,80292
84.935,BARO0,34.33,80290
84.945,BARO0,34.33,80258
84.955,BARO0,34.32,80279
84.965,BARO0,34.32,80301
84.975,BARO0,34.32,80258
84.985,BARO0,34.34,80246
84.995,BARO0,34.34,80282
85.005,BARO0,34.32,80250
85.015,BARO0,34.32,80214
85.025,BARO0,34.33,80201
85.035,BARO0,34.33,80255
85.045,BARO0,34.33,80223
85.055,BARO0,34.34,80203
85.065,BARO0,34.35,80213
85.075,BARO0,34.31,80177
85.085,BARO0,34.32,80177
85.095,BARO0,34.32,80214
85.105,BARO0,34.32,80200
85.115,BARO0,34.33,80205
85.125,BARO0,34.32,80200
85.135,BARO0,34.33,80197
85.145,BARO0,34.33,80194
85.155,BARO0,34.35,80201
85.165,BARO0,34.32,80214
85.175,BARO0,34.32,80211
85.185,BARO0,34.33,80205
85.195,BARO0,34.32,80199
85.205,BARO0,34.32,80235
85.215,BARO0,34.32,80231
85.225,BARO0,34.32,80194
85.235,BARO0,34.33,80212
85.245,BARO0,34.33,80204
85.255,BARO0,34.33,80246
85.265,BARO0,34.34,80228
85.275,BARO0,34.33,80246
85.285,BARO0,34.32,80266
85.295,BARO0,34.33,80217
85.305,BARO0,34.32,80239
85.315,BARO0,34.32,80259
85.325,BARO0,34.32,80289
85.335,BARO0,34.33,80280
85.345,BARO0,34.31,80273
85.355,BARO0,34.35,80282
85.365,BARO0,34.33,80318
85.375,BARO0,34.31,80298
85.385,BARO0,34.33,80334
85.395,BARO0,34.32,80316
85.405,BARO0,34.32,80351
85.415,BARO0,34.33,80344
85.425,BARO0,34.31,80340
85.435,BARO0,34.33,80350
85.445,BARO0,34.32,80393
85.455,BARO0,34.32,80390
85.465,BARO0,34.34,80362
85.475,BARO0,34.31,80379
85.485,BARO0,34.31,80375
85.495,BARO0,34.33,80381
85.505,BARO0,34.31,80347
85.515,BARO0,34.32,80353
85.525,BARO0,34.31,80342
85.535,BARO0,34.33,80360
85.545,BARO0,34.32,80402
85.555,BARO0,34.33,80395
85.565,BARO0,34.32,80413
85.575,BARO0,34.32,80395
85.585,BARO0,34.33,80436
85.595,BARO0,34.32,80424
85.605,BARO0,34.32,80428
85.615,BARO0,34.32,80418
85.625,BARO0,34.32,80456
85.635,BARO0,34.32,80459
85.645,BARO0,34.31,80415
85.655,BARO0,34.32,80390
85.665,BARO0,34.35,80417
85.675,BARO0,34.32,80413
85.685,BARO0,34.32,80408
85.695,BARO0,34.32,80423
85.705,BARO0,34.32,80419
85.715,BARO0,34.32,80412
85.725,BARO0,34.33,80432
85.735,BARO0,34.33,80434
85.745,BARO0,34.32,80402
85.755,BARO0,34.31,80415
85.765,BARO0,34.33,80406
85.775,BARO0,34.33,80439
85.785,BARO0,34.32,80417
85.795,BARO0,34.32,80411
85.805,BARO0,34.32,80436
85.815,BARO0,34.31,80424
85.825,BARO0,34.32,80426
85.835,BARO0,34.32,80407
85.845,BARO0,34.33,80428
85.855,BARO0,34.32,80445
85.865,BARO0,34.33,80449
85.875,BARO0,34.33,80466
85.885,BARO0,34.32,80476
85.895,BARO0,34.32,80478
85.905,BARO0,34.32,80507
85.915,BARO0,34.31,80528
85.925,BARO0,34.32,80546
85.935,BARO0,34.32,80528
85.945,BARO0,34.32,80518
85.955,BARO0,34.34,80571
85.965,BARO0,34.29,80528
85.975,BARO0,34.32,80533
85.985,BARO0,34.32,80536
85.995,BARO0,34.32,80551
86.005,BARO0,34.31,80544
86.015,BARO0,34.32,80525
86.025,BARO0,34.32,80589
86.035,BARO0,34.31,80547
86.045,BARO0,34.3,80546
86.055,BARO0,34.3,80607
86.065,BARO0,34.3,80624
86.075,BARO0,34.3,80583
86.085,BARO0,34.32,80641
86.095,BARO0,34.3,80637
86.105,BARO0,34.31,80632
86.115,BARO0,34.31,80663
86.125,BARO0,34.32,80664
86.135,BARO0,34.31,80657
86.145,BARO0,34.32,80699
86.155,BARO0,34.32,80690
86.165,BARO0,34.3,80695
86.175,BARO0,34.31,80707
86.185,BARO0,34.28,80715
86.195,BARO0,34.3,80728
86.205,BARO0,34.31,80749
86.215,BARO0,34.32,80719
86.225,BARO0,34.32,80717
86.235,BARO0,34.32,80763
86.245,BARO0,34.32,80731
86.255,BARO0,34.29,80734
86.265,BARO0,34.33,80736
86.275,BARO0,34.32,80760
86.285,BARO0,34.31,80755
86.295,BARO0,34.33,80752
86.305,BARO0,34.31,80723
86.315,BARO0,34.3,80741
86.325,BARO0,34.31,80731
86.335,BARO0,34.31,80724
86.345,BARO0,34.32,80738
86.355,BARO0,34.32,80747
86.365,BARO0,34.31,80735
86.375,BARO0,34.33,80728
86.385,BARO0,34.31,80750
86.395,BARO0,34.3,80756
86.405,BARO0,34.31,80744
86.415,BARO0,34.3,80725
86.425,BARO0,34.31,80736
86.435,BARO0,34.33,80748
86.445,BARO0,34.3,80715
86.455,BARO0,34.32,80720
86.465,BARO0,34.32,80713
86.475,BARO0,34.31,80705
86.485,BARO0,34.31,80721
86.495,BARO0,34.31,80709
86.505,BARO0,34.31,80699
86.515,BARO0,34.31,80673
86.525,BARO0,34.31,80649
86.535,BARO0,34.3,80671
86.545,BARO0,34.31,80645
86.555,BARO0,34.32,80682
86.565,BARO0,34.29,80665
86.575,BARO0,34.3,80650
86.585,BARO0,34.29,80620
86.595,BARO0,34.31,80618
86.605,BARO0,34.3,80599
86.615,BARO0,34.31,80594
86.625,BARO0,34.3,80607
86.635,BARO0,34.31,80610
86.645,BARO0,34.33,80657
86.655,BARO0,34.3,80657
86.665,BARO0,34.31,80663
86.675,BARO0,34.3,80691
86.685,BARO0,34.31,80662
