ts,latitude,longitude,satellites
110.46,39.39023971557617,-8.280840873718262,0
110.86,39.390262603759766,-8.28082275390625,0
111.06,39.3902702331543,-8.280816078186035,0
111.26,39.390281677246094,-8.280810356140137,0
111.46,39.39029312133789,-8.280805587768555,0
111.86,39.39031982421875,-8.280797004699707,0
112.06,39.39033126831055,-8.280794143676758,0
112.26,39.390342712402344,-8.280789375305176,0
112.46,39.39035415649414,-8.280784606933594,0
112.86,39.390384674072266,-8.280778884887695,0
113.06,39.39039993286133,-8.280776977539062,0
113.26,39.390419006347656,-8.28077220916748,0
113.46,39.39043426513672,-8.280768394470215,0
113.86,39.390464782714844,-8.280757904052734,0
114.06,39.39048385620117,-8.280752182006836,0
114.26,39.390499114990234,-8.280745506286621,0
114.46,39.39051818847656,-8.280738830566406,0
114.86,39.390560150146484,-8.280726432800293,0
115.06,39.39057922363281,-8.280722618103027,0
115.26,39.39059829711914,-8.280718803405762,0
115.46,39.39061737060547,-8.28071403503418,0
115.86,39.390655517578125,-8.280698776245117,0
116.06,39.390655517578125,-8.280698776245117,0
116.16,39.39067077636719,-8.280689239501953,0
116.26,39.390689849853516,-8.280679702758789,0
116.46,39.39070510864258,-8.280671119689941,0
116.86,39.39073181152344,-8.280656814575195,0
117.06,39.3907470703125,-8.280641555786133,0
117.26,39.39076614379883,-8.280632972717285,0
117.46,39.390777587890625,-8.280627250671387,0
117.66,39.390777587890625,-8.280627250671387,0
117.86,39.39080810546875,-8.280608177185059,0
118.06,39.39082336425781,-8.280606269836426,0
118.36,39.39083480834961,-8.280598640441895,0
118.46,39.39085006713867,-8.280588150024414,0
118.86,39.39087677001953,-8.280574798583984,0
119.06,39.390892028808594,-8.280562400817871,0
119.26,39.39091110229492,-8.28055477142334,0
119.46,39.39092254638672,-8.280550003051758,0
119.86,39.390953063964844,-8.280529022216797,0
120.06,39.39097213745117,-8.280526161193848,0
120.46,39.390995025634766,-8.28050422668457,0
120.86,39.39102554321289,-8.28049087524414,0
121.06,39.39103698730469,-8.28048038482666,0
121.26,39.391048431396484,-8.28046989440918,0
121.46,39.39106369018555,-8.280460357666016,0
121.86,39.39109802246094,-8.28044605255127,0
122.06,39.39111328125,-8.280439376831055,0
122.26,39.39112854003906,-8.280433654785156,0
122.46,39.39113998413086,-8.280428886413574,0
122.86,39.39116668701172,-8.280417442321777,0
123.06,39.39118194580078,-8.280413627624512,0
123.26,39.39119338989258,-8.280410766601562,0
123.46,39.39120864868164,-8.280406951904297,0
123.86,39.39124298095703,-8.28039264678955,0
124.06,39.391258239746094,-8.280384063720703,0
124.26,39.39126968383789,-8.280377388000488,0
124.56,39.39128494262695,-8.280374526977539,0
124.86,39.391319274902344,-8.280367851257324,0
125.06,39.391334533691406,-8.280360221862793,0
125.26,39.39134979248047,-8.280353546142578,0
125.46,39.391361236572266,-8.28034782409668,0
125.66,39.391361236572266,-8.28034782409668,0
125.86,39.39139175415039,-8.280344009399414,0
126.06,39.39140701293945,-8.280340194702148,0
126.46,39.39143371582031,-8.280327796936035,0
126.86,39.39146041870117,-8.280315399169922,0
127.06,39.39147186279297,-8.280311584472656,0
127.26,39.391483306884766,-8.280306816101074,0
127.46,39.39149856567383,-8.28030014038086,0
127.66,39.39149856567383,-8.28030014038086,0
127.86,39.39152908325195,-8.280282020568848,0
128.06,39.39154052734375,-8.280274391174316,0
128.26,39.39155197143555,-8.280269622802734,0
128.46,39.39156723022461,-8.280266761779785,0
128.86,39.39159393310547,-8.280256271362305,0
129.06,39.39160919189453,-8.280250549316406,0
129.26,39.39162063598633,-8.280245780944824,0
129.46,39.391632080078125,-8.280243873596191,0
129.66,39.391632080078125,-8.280243873596191,0
129.86,39.391658782958984,-8.280243873596191,0
130.06,39.39167404174805,-8.280238151550293,0
130.26,39.391685485839844,-8.280232429504395,0
130.46,39.39169692993164,-8.280226707458496,0
130.86,39.391719818115234,-8.280221939086914,0
131.06,39.39173126220703,-8.280217170715332,0
131.26,39.391746520996094,-8.280210494995117,0
131.46,39.391754150390625,-8.280204772949219,0
131.86,39.39176559448242,-8.28020191192627,0
131.96,39.39178466796875,-8.280195236206055,0
132.06,39.39179611206055,-8.280183792114258,0
132.46,39.391822814941406,-8.280180931091309,0
132.66,39.391822814941406,-8.280180931091309,0
132.86,39.391849517822266,-8.280179023742676,0
133.06,39.391868591308594,-8.28017520904541,0
133.26,39.391883850097656,-8.280170440673828,0
133.46,39.39189910888672,-8.28016471862793,0
133.86,39.391929626464844,-8.280152320861816,0
134.06,39.39194869995117,-8.280145645141602,0
134.26,39.3919677734375,-8.280139923095703,0
134.46,39.39198303222656,-8.280131340026855,0
134.66,39.391998291015625,-8.28012466430664,0
135.06,39.392024993896484,-8.280115127563477,0
135.26,39.39204025268555,-8.280110359191895,0
135.46,39.39205551147461,-8.280104637145996,0
135.86,39.3920783996582,-8.280095100402832,0
136.06,39.39208984375,-8.280094146728516,0
136.26,39.3921012878418,-8.280092239379883,0
136.46,39.392112731933594,-8.280088424682617,0
136.86,39.392127990722656,-8.280082702636719,0
137.06,39.39213943481445,-8.280080795288086,0
137.26,39.39215087890625,-8.28007984161377,0
137.46,39.39216232299805,-8.280077934265137,0
137.66,39.39216232299805,-8.280077934265137,0
