ts,filteredAltitudeAGL,filteredAcceleration
22.57,3118.142822265625,-9.848134994506836
22.58,3119.994873046875,-9.848134994506836
22.59,3119.994873046875,-9.857667922973633
22.6,3120.111572265625,-9.848134994506836
22.61,3120.111572265625,-9.848134994506836
22.62,3120.111572265625,-9.848134994506836
22.63,3120.111572265625,-9.848134994506836
22.64,3120.111572265625,-9.838601112365723
22.65,3120.576171875,-9.838601112365723
22.66,3120.576171875,-9.838601112365723
22.67,3120.69287109375,-9.838601112365723
22.68,3121.733642578125,-9.838601112365723
22.69,3121.85009765625,-9.838601112365723
22.7,3122.4287109375,-9.838601112365723
22.71,3122.4287109375,-9.82906723022461
22.72,3122.544921875,-9.838601112365723
22.73,3123.23974609375,-9.838601112365723
22.74,3123.818359375,-9.838601112365723
22.75,3124.05126953125,-9.838601112365723
22.76,3124.05126953125,-9.838601112365723
22.77,3125.0947265625,-9.838601112365723
22.78,3125.0947265625,-9.838601112365723
22.79,3125.0947265625,-9.838601112365723
22.8,3126.484619140625,-9.838601112365723
22.81,3126.83349609375,-9.838601112365723
22.82,3126.83349609375,-9.838601112365723
22.83,3126.83349609375,-9.838601112365723
22.84,3126.83349609375,-9.82906723022461
22.85,3127.063232421875,-9.82906723022461
22.86,3127.063232421875,-9.819534301757812
22.87,3127.179443359375,-9.82906723022461
22.88,3127.641845703125,-9.82906723022461
22.89,3128.802001953125,-9.82906723022461
22.9,3129.034423828125,-9.819534301757812
22.91,3128.802001953125,-9.82906723022461
22.92,3128.802001953125,-9.82906723022461
22.93,3129.380615234375,-9.82906723022461
22.94,3129.380615234375,-9.819534301757812
22.95,3129.7294921875,-9.82906723022461
22.96,3130.078125,-9.819534301757812
22.97,3130.078125,-9.819534301757812
22.98,3130.773193359375,-9.82906723022461
22.99,3132.395263671875,-9.82906723022461
23,3132.395263671875,-9.82906723022461
23.01,3132.395263671875,-9.819534301757812
23.02,3132.395263671875,-9.82906723022461
23.03,3132.395263671875,-9.82906723022461
23.04,3132.395263671875,-9.82906723022461
23.05,3132.395263671875,-9.82906723022461
23.06,3132.511962890625,-9.82906723022461
23.07,3134.253173828125,-9.82906723022461
23.08,3134.253173828125,-9.82906723022461
23.09,3134.601806640625,-9.82906723022461
23.1,3135.296875,-9.82906723022461
23.11,3135.296875,-9.82906723022461
23.12,3135.526611328125,-9.82906723022461
23.13,3135.296875,-9.82906723022461
23.14,3135.526611328125,-9.82906723022461
23.15,3135.296875,-9.82906723022461
23.16,3133.7880859375,-9.82906723022461
23.17,3135.296875,-9.82906723022461
23.18,3135.526611328125,-9.82906723022461
23.19,3135.526611328125,-9.819534301757812
23.2,3137.035400390625,-9.819534301757812
23.21,3137.035400390625,-9.819534301757812
23.22,3137.035400390625,-9.819534301757812
23.23,3137.73291015625,-9.82906723022461
23.24,3137.96533203125,-9.82906723022461
23.25,3138.195556640625,-9.82906723022461
23.26,3138.195556640625,-9.82906723022461
23.27,3138.311767578125,-9.82906723022461
23.28,3139.00927734375,-9.82906723022461
23.29,3139.00927734375,-9.82906723022461
23.3,3139.12548828125,-9.82906723022461
23.31,3139.7041015625,-9.82906723022461
23.32,3140.63427734375,-9.82906723022461
23.33,3140.63427734375,-9.819534301757812
23.34,3141.099365234375,-9.8100004196167
23.35,3141.099365234375,-9.819534301757812
23.36,3141.3291015625,-9.819534301757812
23.37,3141.099365234375,-9.819534301757812
23.38,3141.3291015625,-9.819534301757812
23.39,3142.37548828125,-9.819534301757812
23.4,3142.37548828125,-9.819534301757812
23.41,3142.37548828125,-9.819534301757812
23.42,3142.724365234375,-9.819534301757812
23.43,3142.37548828125,-9.819534301757812
23.44,3142.724365234375,-9.819534301757812
23.45,3142.724365234375,-9.819534301757812
23.46,3143.189453125,-9.819534301757812
23.47,3143.189453125,-9.819534301757812
23.48,3143.189453125,-9.819534301757812
23.49,3143.535400390625,-9.819534301757812
23.5,3143.76806640625,-9.82906723022461
23.51,3143.76806640625,-9.82906723022461
23.52,3143.76806640625,-9.838601112365723
23.53,3143.76806640625,-9.838601112365723
23.54,3144.23291015625,-9.838601112365723
23.55,3144.23291015625,-9.838601112365723
23.56,3144.23291015625,-9.838601112365723
23.57,3144.92822265625,-9.82906723022461
23.58,3145.16064453125,-9.82906723022461
23.59,3145.16064453125,-9.82906723022461
23.6,3145.16064453125,-9.82906723022461
23.61,3145.625732421875,-9.82906723022461
23.62,3145.625732421875,-9.82906723022461
23.63,3145.509521484375,-9.819534301757812
23.64,3145.625732421875,-9.819534301757812
23.65,3145.741943359375,-9.819534301757812
23.66,3146.439208984375,-9.819534301757812
23.67,3146.439208984375,-9.819534301757812
23.68,3146.439208984375,-9.82906723022461
23.69,3147.483154296875,-9.82906723022461
23.7,3147.83203125,-9.82906723022461
23.71,3147.9482421875,-9.819534301757812
23.72,3149.22705078125,-9.819534301757812
23.73,3150.386962890625,-9.819534301757812
23.74,3150.386962890625,-9.800466537475586
23.75,3150.386962890625,-9.819534301757812
23.76,3150.386962890625,-9.800466537475586
23.77,3149.34326171875,-9.790933609008789
23.78,3150.386962890625,-9.790933609008789
23.79,3150.386962890625,-9.790933609008789
23.8,3150.386962890625,-9.790933609008789
23.81,3150.50341796875,-9.790933609008789
23.82,3150.50341796875,-9.790933609008789
23.83,3151.200927734375,-9.800466537475586
23.84,3152.0146484375,-9.800466537475586
23.85,3152.130859375,-9.800466537475586
23.86,3152.130859375,-9.800466537475586
23.87,3152.130859375,-9.800466537475586
23.88,3152.130859375,-9.800466537475586
23.89,3152.130859375,-9.8100004196167
23.9,3152.130859375,-9.8100004196167
23.91,3152.130859375,-9.8100004196167
