ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
58.19,-3.598,5.806,0.172,7.3
58.2,-3.377,6.17,-0.256,7.102
58.21,-3.152,6.515,-0.691,6.865
58.22,-2.925,6.837,-1.126,6.589
58.23,-2.7,7.132,-1.561,6.276
58.24,-2.48,7.399,-1.991,5.926
58.25,-2.27,7.636,-2.412,5.541
58.26,-2.073,7.843,-2.818,5.122
58.27,-1.896,8.019,-3.205,4.671
58.28,-1.744,8.167,-3.567,4.186
58.29,-1.623,8.285,-3.902,3.671
58.3,-1.537,8.374,-4.208,3.129
58.31,-1.487,8.429,-4.486,2.569
58.32,-1.474,8.452,-4.732,1.997
58.33,-1.495,8.441,-4.947,1.42
58.34,-1.546,8.398,-5.132,0.85
58.35,-1.62,8.326,-5.286,0.3
58.36,-1.707,8.231,-5.41,-0.217
58.37,-1.801,8.121,-5.504,-0.698
58.38,-1.904,8.002,-5.569,-1.147
58.39,-2.013,7.878,-5.606,-1.563
58.4,-2.129,7.752,-5.616,-1.952
58.41,-2.253,7.627,-5.6,-2.319
58.42,-2.383,7.503,-5.559,-2.664
58.43,-2.516,7.384,-5.496,-2.987
58.44,-2.649,7.272,-5.412,-3.286
58.45,-2.779,7.183,-5.3,-3.545
58.46,-2.905,7.103,-5.174,-3.784
58.47,-3.026,7.032,-5.034,-4.004
58.48,-3.143,6.969,-4.882,-4.208
58.49,-3.258,6.912,-4.718,-4.396
58.5,-3.37,6.862,-4.542,-4.572
58.51,-3.482,6.814,-4.355,-4.739
58.52,-3.595,6.767,-4.157,-4.898
58.53,-3.709,6.717,-3.946,-5.054
58.54,-3.825,6.662,-3.721,-5.208
58.55,-3.944,6.599,-3.484,-5.361
58.56,-4.062,6.528,-3.235,-5.514
58.57,-4.179,6.448,-2.975,-5.665
58.58,-4.294,6.357,-2.705,-5.814
58.59,-4.406,6.258,-2.425,-5.961
58.6,-4.512,6.148,-2.137,-6.104
58.61,-4.613,6.027,-1.843,-6.243
58.62,-4.707,5.898,-1.542,-6.377
58.63,-4.794,5.757,-1.236,-6.506
58.64,-4.874,5.603,-0.924,-6.631
58.65,-4.947,5.434,-0.607,-6.753
58.66,-5.013,5.248,-0.285,-6.872
58.67,-5.07,5.042,0.042,-6.989
58.68,-5.118,4.814,0.377,-7.104
58.69,-5.156,4.565,0.718,-7.214
58.7,-5.181,4.295,1.064,-7.319
58.71,-5.193,4.006,1.416,-7.414
58.72,-5.191,3.7,1.77,-7.498
58.73,-5.176,3.379,2.123,-7.567
58.74,-5.149,3.048,2.473,-7.62
58.75,-5.11,2.712,2.817,-7.654
58.76,-5.062,2.376,3.154,-7.666
58.77,-5.007,2.046,3.478,-7.657
58.78,-4.955,1.73,3.789,-7.621
58.79,-4.896,1.416,4.094,-7.566
58.8,-4.831,1.104,4.391,-7.493
58.81,-4.761,0.796,4.68,-7.401
58.82,-4.687,0.493,4.961,-7.291
58.83,-4.609,0.197,5.233,-7.164
58.84,-4.527,-0.091,5.496,-7.019
58.85,-4.443,-0.371,5.749,-6.859
58.86,-4.357,-0.639,5.993,-6.684
58.87,-4.268,-0.896,6.226,-6.496
58.88,-4.175,-1.144,6.452,-6.294
58.89,-4.075,-1.384,6.67,-6.08
58.9,-3.969,-1.616,6.881,-5.854
58.91,-3.853,-1.842,7.085,-5.616
58.92,-3.73,-2.06,7.281,-5.368
58.93,-3.597,-2.27,7.469,-5.109
58.94,-3.456,-2.471,7.648,-4.841
58.95,-3.306,-2.664,7.818,-4.564
58.96,-3.146,-2.847,7.98,-4.278
58.97,-2.976,-3.021,8.132,-3.985
58.98,-2.797,-3.184,8.274,-3.683
58.99,-2.609,-3.337,8.406,-3.373
59,-2.411,-3.479,8.529,-3.054
59.01,-2.203,-3.61,8.641,-2.726
59.02,-1.986,-3.727,8.743,-2.389
59.03,-1.758,-3.831,8.834,-2.045
59.04,-1.521,-3.919,8.913,-1.692
59.05,-1.275,-3.992,8.98,-1.334
59.06,-1.019,-4.048,9.034,-0.97
59.07,-0.755,-4.086,9.075,-0.603
59.08,-0.483,-4.107,9.101,-0.233
59.09,-0.203,-4.108,9.113,0.137
59.1,0.081,-4.091,9.11,0.507
59.11,0.376,-4.045,9.095,0.87
59.12,0.672,-3.982,9.065,1.228
59.13,0.965,-3.901,9.019,1.579
59.14,1.253,-3.803,8.959,1.92
59.15,1.536,-3.691,8.885,2.25
59.16,1.809,-3.567,8.797,2.568
59.17,2.071,-3.431,8.699,2.873
59.18,2.32,-3.287,8.59,3.164
59.19,2.559,-3.134,8.471,3.442
59.2,2.791,-2.975,8.342,3.707
59.21,3.013,-2.812,8.204,3.961
59.22,3.223,-2.645,8.059,4.202
59.23,3.421,-2.474,7.907,4.431
59.24,3.607,-2.301,7.75,4.649
59.25,3.781,-2.125,7.589,4.856
59.26,3.943,-1.946,7.425,5.051
59.27,4.091,-1.767,7.259,5.237
59.28,4.226,-1.589,7.093,5.412
59.29,4.349,-1.41,6.926,5.577
59.3,4.46,-1.233,6.761,5.733
59.31,4.559,-1.055,6.596,5.88
59.32,4.65,-0.877,6.432,6.018
59.33,4.732,-0.7,6.269,6.148
59.34,4.804,-0.523,6.108,6.271
59.35,4.867,-0.347,5.95,6.385
59.36,4.922,-0.171,5.795,6.492
59.37,4.972,0.004,5.64,6.592
59.38,5.017,0.18,5.488,6.683
59.39,5.056,0.353,5.337,6.769
59.4,5.09,0.521,5.186,6.849
59.41,5.119,0.686,5.038,6.923
59.42,5.143,0.848,4.892,6.992
59.43,5.163,1.006,4.747,7.055
59.44,5.18,1.156,4.608,7.112
59.45,5.194,1.303,4.47,7.164
59.46,5.204,1.445,4.335,7.213
59.47,5.211,1.585,4.202,7.256
59.48,5.216,1.724,4.072,7.295
59.49,5.218,1.862,3.945,7.329
59.5,5.22,2.001,3.82,7.358
59.51,5.221,2.137,3.695,7.383
59.52,5.22,2.274,3.572,7.403
59.53,5.219,2.411,3.451,7.418
59.54,5.217,2.547,3.332,7.428
59.55,5.214,2.684,3.216,7.433
59.56,5.211,2.82,3.102,7.433
59.57,5.207,2.957,2.99,7.429
59.58,5.203,3.093,2.882,7.419
59.59,5.199,3.231,2.776,7.403
59.6,5.194,3.369,2.673,7.383
59.61,5.19,3.509,2.574,7.356
59.62,5.187,3.649,2.477,7.323
59.63,5.184,3.791,2.383,7.284
59.64,5.183,3.933,2.291,7.239
59.65,5.184,4.076,2.202,7.187
59.66,5.186,4.218,2.114,7.13
59.67,5.19,4.359,2.027,7.067
59.68,5.196,4.5,1.942,6.998
59.69,5.206,4.64,1.856,6.922
59.7,5.219,4.781,1.77,6.838
59.71,5.237,4.922,1.682,6.746
59.72,5.259,5.063,1.592,6.645
59.73,5.286,5.203,1.499,6.536
59.74,5.318,5.342,1.403,6.418
59.75,5.355,5.478,1.305,6.292
59.76,5.397,5.612,1.204,6.158
59.77,5.451,5.739,1.1,6.01
59.78,5.509,5.861,0.994,5.856
59.79,5.572,5.977,0.886,5.694
59.8,5.638,6.088,0.777,5.526
59.81,5.706,6.194,0.665,5.35
59.82,5.775,6.295,0.551,5.168
59.83,5.844,6.39,0.436,4.981
59.84,5.914,6.479,0.32,4.788
59.85,5.983,6.564,0.202,4.59
59.86,6.05,6.644,0.082,4.385
59.87,6.116,6.72,-0.037,4.174
59.88,6.177,6.793,-0.159,3.957
59.89,6.231,6.866,-0.28,3.734
59.9,6.278,6.938,-0.401,3.505
59.91,6.315,7.01,-0.517,3.27
59.92,6.345,7.081,-0.63,3.03
59.93,6.365,7.153,-0.735,2.786
59.94,6.377,7.224,-0.832,2.538
59.95,6.379,7.294,-0.918,2.289
59.96,6.372,7.365,-0.988,2.039
59.97,6.355,7.437,-1.042,1.789
59.98,6.329,7.51,-1.081,1.536
59.99,6.295,7.583,-1.106,1.279
60,6.252,7.655,-1.117,1.019
60.01,6.202,7.727,-1.114,0.753
60.02,6.145,7.797,-1.097,0.481
60.03,6.079,7.865,-1.065,0.206
60.04,6.006,7.929,-1.018,-0.071
60.05,5.927,7.989,-0.956,-0.35
60.06,5.841,8.043,-0.879,-0.631
60.07,5.75,8.091,-0.789,-0.916
60.08,5.654,8.13,-0.687,-1.207
60.09,5.552,8.159,-0.575,-1.505
60.1,5.447,8.174,-0.446,-1.818
60.11,5.338,8.175,-0.311,-2.136
60.12,5.227,8.16,-0.168,-2.458
60.13,5.114,8.13,-0.019,-2.781
60.14,4.998,8.083,0.135,-3.105
60.15,4.88,8.019,0.294,-3.43
60.16,4.761,7.938,0.456,-3.754
60.17,4.642,7.838,0.619,-4.077
60.18,4.522,7.72,0.783,-4.395
60.19,4.404,7.584,0.947,-4.708
60.2,4.286,7.43,1.111,-5.017
60.21,4.171,7.257,1.272,-5.32
60.22,4.058,7.065,1.428,-5.618
60.23,3.949,6.853,1.577,-5.911
60.24,3.846,6.619,1.717,-6.199
60.25,3.749,6.363,1.847,-6.482
60.26,3.66,6.086,1.967,-6.759
60.27,3.577,5.788,2.075,-7.027
60.28,3.502,5.469,2.172,-7.286
60.29,3.435,5.132,2.256,-7.533
60.3,3.376,4.778,2.327,-7.768
60.31,3.324,4.409,2.385,-7.988
60.32,3.28,4.026,2.431,-8.192
60.33,3.24,3.633,2.467,-8.378
60.34,3.205,3.233,2.493,-8.547
60.35,3.173,2.825,2.508,-8.697
60.36,3.146,2.413,2.514,-8.829
60.37,3.12,1.998,2.512,-8.941
60.38,3.096,1.581,2.501,-9.036
60.39,3.072,1.162,2.483,-9.112
60.4,3.049,0.744,2.459,-9.17
60.41,3.026,0.328,2.428,-9.21
60.42,3.005,-0.084,2.39,-9.232
60.43,2.988,-0.483,2.344,-9.237
60.44,2.968,-0.867,2.297,-9.227
60.45,2.941,-1.23,2.251,-9.206
60.46,2.908,-1.569,2.207,-9.176
60.47,2.869,-1.885,2.165,-9.138
60.48,2.826,-2.177,2.123,-9.097
60.49,2.78,-2.451,2.082,-9.051
60.5,2.732,-2.713,2.04,-9
60.51,2.684,-2.964,1.999,-8.944
60.52,2.638,-3.21,1.958,-8.882
60.53,2.595,-3.452,1.915,-8.813
60.54,2.553,-3.691,1.872,-8.737
60.55,2.514,-3.925,1.83,-8.655
60.56,2.478,-4.155,1.788,-8.566
60.57,2.445,-4.383,1.745,-8.471
60.58,2.414,-4.605,1.704,-8.369
60.59,2.386,-4.823,1.665,-8.262
60.6,2.359,-5.037,1.627,-8.149
60.61,2.335,-5.247,1.59,-8.03
60.62,2.313,-5.452,1.554,-7.905
60.63,2.292,-5.652,1.52,-7.776
60.64,2.274,-5.847,1.488,-7.643
60.65,2.257,-6.037,1.457,-7.505
60.66,2.241,-6.222,1.427,-7.363
60.67,2.228,-6.402,1.398,-7.217
60.68,2.215,-6.577,1.371,-7.067
60.69,2.204,-6.747,1.344,-6.914
60.7,2.195,-6.912,1.319,-6.757
60.71,2.187,-7.072,1.296,-6.596
60.72,2.179,-7.227,1.274,-6.433
60.73,2.173,-7.377,1.256,-6.267
60.74,2.168,-7.52,1.244,-6.098
60.75,2.163,-7.658,1.235,-5.927
60.76,2.163,-7.788,1.232,-5.756
60.77,2.166,-7.912,1.232,-5.584
60.78,2.17,-8.029,1.235,-5.412
60.79,2.177,-8.138,1.243,-5.241
60.8,2.185,-8.241,1.256,-5.071
60.81,2.197,-8.337,1.274,-4.903
60.82,2.21,-8.425,1.297,-4.737
60.83,2.227,-8.504,1.327,-4.576
60.84,2.246,-8.575,1.364,-4.422
60.85,2.268,-8.636,1.41,-4.275
60.86,2.292,-8.687,1.463,-4.137
60.87,2.319,-8.73,1.523,-4.009
60.88,2.347,-8.763,1.593,-3.893
60.89,2.378,-8.785,1.671,-3.789
60.9,2.41,-8.799,1.758,-3.697
60.91,2.444,-8.804,1.852,-3.616
60.92,2.48,-8.8,1.953,-3.547
60.93,2.517,-8.788,2.061,-3.488
60.94,2.556,-8.768,2.177,-3.439
60.95,2.594,-8.74,2.3,-3.401
60.96,2.631,-8.705,2.431,-3.373
60.97,2.667,-8.662,2.569,-3.352
60.98,2.7,-8.613,2.713,-3.339
60.99,2.732,-8.556,2.863,-3.334
61,2.762,-8.493,3.019,-3.334
61.01,2.789,-8.422,3.18,-3.34
61.02,2.812,-8.346,3.347,-3.349
61.03,2.831,-8.264,3.518,-3.362
61.04,2.845,-8.176,3.694,-3.376
61.05,2.854,-8.083,3.874,-3.39
61.06,2.858,-7.986,4.057,-3.403
61.07,2.855,-7.885,4.243,-3.415
61.08,2.847,-7.78,4.43,-3.424
61.09,2.829,-7.672,4.621,-3.43
61.1,2.805,-7.562,4.81,-3.433
61.11,2.776,-7.45,4.998,-3.434
61.12,2.742,-7.337,5.182,-3.431
61.13,2.702,-7.223,5.364,-3.426
61.14,2.657,-7.108,5.542,-3.418
61.15,2.608,-6.993,5.716,-3.407
61.16,2.554,-6.879,5.884,-3.393
61.17,2.496,-6.766,6.047,-3.376
61.18,2.435,-6.656,6.204,-3.356
61.19,2.37,-6.549,6.354,-3.332
61.2,2.304,-6.445,6.498,-3.305
61.21,2.236,-6.345,6.633,-3.274
61.22,2.168,-6.251,6.761,-3.24
61.23,2.101,-6.161,6.881,-3.202
61.24,2.037,-6.079,6.993,-3.16
61.25,1.978,-6.003,7.095,-3.113
61.26,1.924,-5.936,7.189,-3.061
61.27,1.876,-5.876,7.273,-3.007
61.28,1.832,-5.823,7.349,-2.95
61.29,1.793,-5.777,7.418,-2.892
61.3,1.758,-5.738,7.479,-2.833
61.31,1.728,-5.706,7.534,-2.772
61.32,1.702,-5.68,7.582,-2.711
61.33,1.68,-5.659,7.624,-2.649
61.34,1.663,-5.644,7.66,-2.586
61.35,1.651,-5.636,7.69,-2.522
61.36,1.646,-5.633,7.714,-2.456
61.37,1.648,-5.636,7.733,-2.388
61.38,1.654,-5.645,7.746,-2.32
61.39,1.668,-5.659,7.753,-2.25
61.4,1.687,-5.678,7.755,-2.18
61.41,1.713,-5.702,7.752,-2.108
61.42,1.75,-5.735,7.739,-2.033
61.43,1.794,-5.772,7.722,-1.956
61.44,1.843,-5.813,7.698,-1.878
61.45,1.898,-5.858,7.67,-1.798
61.46,1.958,-5.905,7.638,-1.716
61.47,2.022,-5.954,7.601,-1.633
61.48,2.09,-6.006,7.559,-1.548
61.49,2.16,-6.059,7.514,-1.462
61.5,2.234,-6.113,7.465,-1.374
61.51,2.31,-6.169,7.412,-1.285
61.52,2.389,-6.225,7.356,-1.193
61.53,2.469,-6.282,7.295,-1.1
61.54,2.55,-6.339,7.231,-1.005
61.55,2.633,-6.395,7.164,-0.909
61.56,2.716,-6.452,7.094,-0.811
61.57,2.8,-6.508,7.02,-0.712
61.58,2.885,-6.564,6.942,-0.613
61.59,2.97,-6.62,6.861,-0.511
61.6,3.056,-6.675,6.777,-0.408
61.61,3.143,-6.729,6.688,-0.304
61.62,3.23,-6.783,6.595,-0.198
61.63,3.318,-6.836,6.499,-0.091
61.64,3.405,-6.887,6.4,0.017
61.65,3.49,-6.936,6.299,0.127
61.66,3.574,-6.984,6.195,0.238
61.67,3.657,-7.03,6.088,0.35
61.68,3.738,-7.074,5.979,0.463
61.69,3.817,-7.117,5.868,0.577
61.7,3.893,-7.157,5.755,0.693
61.71,3.968,-7.195,5.64,0.81
61.72,4.039,-7.231,5.524,0.929
61.73,4.107,-7.265,5.408,1.048
61.74,4.171,-7.296,5.291,1.167
61.75,4.228,-7.324,5.177,1.288
61.76,4.283,-7.349,5.064,1.408
61.77,4.334,-7.372,4.951,1.529
61.78,4.382,-7.393,4.838,1.649
61.79,4.426,-7.411,4.727,1.77
61.8,4.467,-7.426,4.616,1.89
61.81,4.506,-7.439,4.506,2.01
61.82,4.541,-7.45,4.396,2.131
61.83,4.574,-7.458,4.286,2.251
61.84,4.604,-7.464,4.177,2.37
61.85,4.632,-7.468,4.069,2.489
61.86,4.657,-7.471,3.961,2.607
61.87,4.679,-7.471,3.853,2.725
61.88,4.699,-7.469,3.747,2.842
61.89,4.717,-7.465,3.642,2.958
61.9,4.733,-7.458,3.537,3.073
61.91,4.747,-7.449,3.434,3.187
61.92,4.759,-7.438,3.333,3.301
61.93,4.769,-7.424,3.234,3.415
61.94,4.778,-7.408,3.137,3.527
61.95,4.784,-7.389,3.042,3.64
61.96,4.789,-7.367,2.95,3.751
61.97,4.793,-7.343,2.86,3.861
61.98,4.796,-7.316,2.773,3.97
61.99,4.798,-7.287,2.688,4.079
62,4.8,-7.255,2.605,4.186
62.01,4.801,-7.221,2.524,4.292
62.02,4.803,-7.183,2.446,4.397
62.03,4.805,-7.143,2.37,4.5
62.04,4.807,-7.101,2.295,4.602
62.05,4.81,-7.057,2.22,4.702
62.06,4.814,-7.01,2.146,4.801
62.07,4.819,-6.961,2.074,4.899
62.08,4.827,-6.907,2.006,4.995
62.09,4.837,-6.85,1.94,5.089
62.1,4.847,-6.79,1.875,5.183
62.11,4.859,-6.728,1.812,5.275
62.12,4.873,-6.662,1.75,5.366
62.13,4.887,-6.594,1.689,5.455
62.14,4.903,-6.524,1.63,5.543
62.15,4.92,-6.451,1.571,5.629
62.16,4.938,-6.376,1.514,5.714
62.17,4.958,-6.299,1.457,5.796
62.18,4.979,-6.221,1.4,5.877
62.19,5.001,-6.14,1.343,5.955
62.2,5.025,-6.057,1.287,6.032
62.21,5.05,-5.973,1.231,6.106
62.22,5.075,-5.888,1.174,6.178
62.23,5.102,-5.802,1.117,6.248
62.24,5.13,-5.715,1.059,6.315
62.25,5.159,-5.628,1,6.379
62.26,5.188,-5.54,0.941,6.441
62.27,5.217,-5.453,0.879,6.5
62.28,5.248,-5.365,0.817,6.557
62.29,5.279,-5.277,0.752,6.611
62.3,5.31,-5.188,0.687,6.662
62.31,5.342,-5.1,0.62,6.712
62.32,5.374,-5.011,0.551,6.759
62.33,5.406,-4.921,0.482,6.804
62.34,5.438,-4.832,0.41,6.847
62.35,5.47,-4.744,0.336,6.888
62.36,5.499,-4.656,0.261,6.928
62.37,5.512,-4.578,0.175,6.972
62.38,5.504,-4.52,0.084,7.018
62.39,5.47,-4.5,0.003,7.057
62.4,5.414,-4.51,-0.073,7.094
62.41,5.321,-4.572,-0.134,7.124
62.42,5.204,-4.663,-0.19,7.15
62.43,5.064,-4.779,-0.244,7.172
62.44,4.904,-4.919,-0.294,7.187
62.45,4.725,-5.08,-0.343,7.193
62.46,4.528,-5.264,-0.386,7.185
62.47,4.316,-5.465,-0.427,7.163
62.48,4.089,-5.678,-0.47,7.128
62.49,3.847,-5.899,-0.518,7.079
62.5,3.59,-6.126,-0.573,7.017
62.51,3.321,-6.35,-0.639,6.944
62.52,3.041,-6.572,-0.713,6.858
62.53,2.753,-6.79,-0.795,6.757
62.54,2.457,-7.008,-0.883,6.638
62.55,2.158,-7.222,-0.976,6.497
62.56,1.856,-7.433,-1.075,6.335
62.57,1.555,-7.638,-1.179,6.151
62.58,1.258,-7.836,-1.29,5.945
62.59,0.968,-8.025,-1.407,5.715
62.6,0.687,-8.199,-1.529,5.473
62.61,0.416,-8.354,-1.656,5.223
62.62,0.158,-8.491,-1.785,4.967
62.63,-0.085,-8.613,-1.914,4.705
62.64,-0.311,-8.719,-2.041,4.439
62.65,-0.517,-8.811,-2.163,4.171
62.66,-0.701,-8.892,-2.279,3.903
62.67,-0.864,-8.961,-2.387,3.639
62.68,-1.004,-9.02,-2.486,3.381
62.69,-1.123,-9.071,-2.573,3.135
62.7,-1.222,-9.114,-2.647,2.901
62.71,-1.301,-9.152,-2.707,2.684
62.72,-1.363,-9.187,-2.75,2.483
62.73,-1.407,-9.22,-2.778,2.299
62.74,-1.423,-9.253,-2.772,2.157
62.75,-1.427,-9.288,-2.747,2.032
62.76,-1.419,-9.324,-2.706,1.927
62.77,-1.4,-9.361,-2.647,1.839
62.78,-1.374,-9.399,-2.576,1.765
62.79,-1.34,-9.438,-2.493,1.704
62.8,-1.298,-9.477,-2.396,1.655
62.81,-1.247,-9.518,-2.286,1.615
62.82,-1.187,-9.56,-2.166,1.581
62.83,-1.12,-9.601,-2.037,1.553
62.84,-1.046,-9.641,-1.896,1.533
62.85,-0.965,-9.679,-1.746,1.521
62.86,-0.879,-9.716,-1.586,1.517
62.87,-0.788,-9.749,-1.42,1.519
62.88,-0.692,-9.779,-1.247,1.525
62.89,-0.592,-9.805,-1.069,1.536
62.9,-0.488,-9.827,-0.885,1.55
62.91,-0.38,-9.844,-0.697,1.567
62.92,-0.268,-9.856,-0.505,1.586
62.93,-0.153,-9.863,-0.307,1.607
62.94,-0.033,-9.865,-0.104,1.631
62.95,0.09,-9.86,0.102,1.656
62.96,0.217,-9.85,0.314,1.682
62.97,0.348,-9.832,0.529,1.71
62.98,0.48,-9.807,0.747,1.738
62.99,0.615,-9.775,0.966,1.765
63,0.752,-9.737,1.187,1.79
63.01,0.888,-9.692,1.408,1.809
63.02,1.023,-9.642,1.629,1.824
63.03,1.157,-9.584,1.848,1.837
63.04,1.289,-9.52,2.066,1.848
63.05,1.418,-9.451,2.282,1.857
63.06,1.545,-9.376,2.495,1.862
63.07,1.668,-9.297,2.698,1.867
63.08,1.789,-9.214,2.895,1.871
63.09,1.908,-9.127,3.085,1.876
63.1,2.025,-9.036,3.269,1.881
63.11,2.141,-8.942,3.447,1.887
63.12,2.256,-8.844,3.619,1.893
63.13,2.368,-8.742,3.787,1.9
63.14,2.48,-8.636,3.952,1.907
63.15,2.589,-8.526,4.113,1.914
63.16,2.697,-8.413,4.27,1.921
63.17,2.803,-8.297,4.423,1.928
63.18,2.907,-8.179,4.571,1.936
63.19,3.007,-8.058,4.714,1.944
63.2,3.105,-7.937,4.852,1.953
63.21,3.199,-7.815,4.983,1.964
63.22,3.289,-7.692,5.107,1.977
63.23,3.375,-7.571,5.225,1.994
63.24,3.456,-7.449,5.338,2.014
63.25,3.532,-7.33,5.442,2.038
63.26,3.603,-7.214,5.539,2.068
63.27,3.668,-7.102,5.627,2.103
63.28,3.729,-6.995,5.705,2.143
63.29,3.783,-6.894,5.775,2.189
63.3,3.831,-6.798,5.836,2.242
63.31,3.873,-6.709,5.889,2.302
63.32,3.909,-6.626,5.933,2.366
63.33,3.938,-6.549,5.97,2.436
63.34,3.96,-6.48,6,2.511
63.35,3.975,-6.418,6.023,2.591
63.36,3.982,-6.363,6.041,2.674
63.37,3.98,-6.314,6.054,2.761
63.38,3.969,-6.274,6.062,2.85
63.39,3.949,-6.24,6.066,2.942
63.4,3.905,-6.224,6.063,3.038
63.41,3.849,-6.217,6.058,3.134
63.42,3.778,-6.22,6.049,3.23
63.43,3.691,-6.232,6.038,3.325
63.44,3.587,-6.257,6.023,3.419
63.45,3.465,-6.292,6.005,3.51
63.46,3.324,-6.341,5.982,3.597
63.47,3.162,-6.402,5.955,3.68
63.48,2.978,-6.477,5.921,3.756
63.49,2.77,-6.566,5.879,3.824
63.5,2.538,-6.67,5.828,3.884
63.51,2.282,-6.788,5.764,3.933
63.52,2.004,-6.92,5.684,3.971
63.53,1.704,-7.062,5.588,3.997
63.54,1.384,-7.214,5.471,4.01
63.55,1.046,-7.374,5.331,4.011
63.56,0.693,-7.539,5.165,3.999
63.57,0.327,-7.706,4.969,3.975
63.58,-0.044,-7.874,4.739,3.941
63.59,-0.419,-8.037,4.475,3.897
63.6,-0.792,-8.193,4.175,3.847
63.61,-1.157,-8.338,3.84,3.792
63.62,-1.512,-8.469,3.47,3.734
63.63,-1.854,-8.582,3.065,3.674
63.64,-2.181,-8.675,2.629,3.613
63.65,-2.492,-8.747,2.161,3.549
63.66,-2.785,-8.795,1.663,3.48
63.67,-3.057,-8.819,1.138,3.4
63.68,-3.306,-8.82,0.586,3.304
63.69,-3.526,-8.796,0.012,3.192
63.7,-3.713,-8.745,-0.577,3.064
63.71,-3.862,-8.669,-1.178,2.92
63.72,-3.971,-8.569,-1.785,2.756
63.73,-4.002,-8.473,-2.405,2.53
63.74,-3.975,-8.365,-3.023,2.253
63.75,-3.884,-8.247,-3.633,1.922
63.76,-3.724,-8.115,-4.229,1.541
63.77,-3.496,-7.968,-4.798,1.123
63.78,-3.211,-7.799,-5.327,0.683
63.79,-2.881,-7.609,-5.808,0.241
63.8,-2.52,-7.396,-6.237,-0.197
63.81,-2.134,-7.162,-6.614,-0.629
63.82,-1.733,-6.908,-6.939,-1.052
63.83,-1.321,-6.635,-7.216,-1.468
63.84,-0.901,-6.341,-7.446,-1.875
63.85,-0.479,-6.028,-7.633,-2.27
63.86,-0.055,-5.697,-7.778,-2.652
63.87,0.366,-5.346,-7.884,-3.02
63.88,0.785,-4.975,-7.952,-3.373
63.89,1.195,-4.587,-7.985,-3.709
63.9,1.591,-4.184,-7.985,-4.022
63.91,1.966,-3.77,-7.957,-4.311
63.92,2.324,-3.345,-7.902,-4.577
63.93,2.665,-2.907,-7.821,-4.822
63.94,2.99,-2.458,-7.718,-5.044
63.95,3.296,-1.998,-7.594,-5.24
63.96,3.587,-1.528,-7.452,-5.408
63.97,3.862,-1.049,-7.296,-5.544
63.98,4.123,-0.563,-7.126,-5.647
63.99,4.371,-0.072,-6.944,-5.714
64,4.609,0.421,-6.751,-5.743
64.01,4.837,0.916,-6.547,-5.734
64.02,5.056,1.41,-6.333,-5.686
64.03,5.264,1.899,-6.11,-5.598
64.04,5.46,2.38,-5.878,-5.473
64.05,5.645,2.85,-5.638,-5.31
64.06,5.826,3.301,-5.405,-5.092
64.07,5.996,3.735,-5.164,-4.838
64.08,6.154,4.147,-4.919,-4.551
64.09,6.3,4.537,-4.669,-4.232
64.1,6.433,4.9,-4.417,-3.883
64.11,6.553,5.236,-4.162,-3.507
64.12,6.661,5.542,-3.906,-3.105
64.13,6.757,5.817,-3.649,-2.679
64.14,6.84,6.059,-3.391,-2.232
64.15,6.912,6.266,-3.135,-1.767
64.16,6.971,6.438,-2.879,-1.286
64.17,7.018,6.574,-2.624,-0.793
64.18,7.053,6.673,-2.371,-0.289
64.19,7.078,6.734,-2.119,0.221
64.2,7.093,6.757,-1.865,0.738
64.21,7.098,6.741,-1.607,1.255
64.22,7.093,6.688,-1.348,1.767
64.23,7.075,6.604,-1.092,2.263
64.24,7.044,6.493,-0.845,2.738
64.25,7.001,6.36,-0.606,3.185
64.26,6.948,6.213,-0.381,3.6
64.27,6.886,6.058,-0.173,3.98
64.28,6.816,5.897,0.023,4.329
64.29,6.74,5.737,0.21,4.648
64.3,6.659,5.58,0.385,4.934
64.31,6.575,5.432,0.548,5.19
64.32,6.489,5.298,0.696,5.416
64.33,6.401,5.177,0.831,5.614
64.34,6.313,5.071,0.953,5.788
64.35,6.226,4.979,1.064,5.94
64.36,6.14,4.904,1.165,6.073
64.37,6.055,4.843,1.255,6.187
64.38,5.972,4.794,1.339,6.288
64.39,5.894,4.763,1.414,6.369
64.4,5.816,4.735,1.487,6.444
64.41,5.739,4.708,1.559,6.516
64.42,5.662,4.681,1.63,6.584
64.43,5.586,4.654,1.701,6.65
64.44,5.511,4.627,1.771,6.713
64.45,5.436,4.601,1.842,6.773
64.46,5.361,4.574,1.911,6.831
64.47,5.287,4.548,1.98,6.886
64.48,5.214,4.521,2.049,6.94
64.49,5.141,4.495,2.116,6.991
64.5,5.069,4.469,2.183,7.039
64.51,4.997,4.444,2.249,7.086
64.52,4.926,4.419,2.314,7.13
64.53,4.855,4.394,2.378,7.172
64.54,4.786,4.369,2.442,7.213
64.55,4.717,4.345,2.505,7.251
64.56,4.649,4.321,2.567,7.287
64.57,4.581,4.299,2.628,7.322
64.58,4.515,4.277,2.688,7.354
64.59,4.449,4.257,2.748,7.383
64.6,4.384,4.238,2.807,7.411
64.61,4.32,4.221,2.865,7.436
64.62,4.258,4.205,2.922,7.459
64.63,4.195,4.19,2.979,7.48
64.64,4.134,4.176,3.035,7.499
64.65,4.073,4.162,3.092,7.517
64.66,4.012,4.149,3.149,7.533
