ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
-0.74,-2.467,6.682,-5.438,-4.436
-0.73,-2.468,6.682,-5.438,-4.436
-0.72,-2.468,6.681,-5.438,-4.436
-0.71,-2.468,6.681,-5.438,-4.436
-0.7,-2.469,6.681,-5.438,-4.436
-0.69,-2.469,6.681,-5.438,-4.437
-0.68,-2.47,6.68,-5.438,-4.437
-0.67,-2.47,6.68,-5.438,-4.437
-0.66,-2.47,6.68,-5.438,-4.437
-0.65,-2.47,6.679,-5.438,-4.437
-0.64,-2.471,6.679,-5.438,-4.438
-0.63,-2.471,6.679,-5.438,-4.437
-0.62,-2.471,6.679,-5.439,-4.437
-0.61,-2.471,6.679,-5.439,-4.437
-0.6,-2.471,6.679,-5.439,-4.437
-0.59,-2.471,6.678,-5.439,-4.437
-0.58,-2.471,6.678,-5.439,-4.437
-0.57,-2.472,6.678,-5.439,-4.438
-0.56,-2.472,6.678,-5.439,-4.438
-0.55,-2.473,6.677,-5.439,-4.438
-0.54,-2.473,6.677,-5.439,-4.438
-0.53,-2.473,6.677,-5.439,-4.439
-0.52,-2.474,6.677,-5.439,-4.439
-0.51,-2.474,6.676,-5.439,-4.439
-0.5,-2.474,6.676,-5.439,-4.439
-0.49,-2.474,6.676,-5.439,-4.439
-0.48,-2.474,6.676,-5.439,-4.439
-0.47,-2.475,6.676,-5.439,-4.439
-0.46,-2.475,6.676,-5.439,-4.439
-0.45,-2.475,6.676,-5.44,-4.438
-0.44,-2.475,6.676,-5.44,-4.438
-0.43,-2.475,6.676,-5.44,-4.439
-0.42,-2.475,6.675,-5.44,-4.439
-0.41,-2.476,6.675,-5.44,-4.439
-0.4,-2.476,6.675,-5.44,-4.439
-0.39,-2.477,6.675,-5.439,-4.44
-0.38,-2.477,6.674,-5.439,-4.44
-0.37,-2.477,6.674,-5.439,-4.44
-0.36,-2.477,6.674,-5.439,-4.44
-0.35,-2.477,6.674,-5.439,-4.44
-0.34,-2.478,6.674,-5.44,-4.44
-0.33,-2.478,6.674,-5.44,-4.44
-0.32,-2.478,6.674,-5.44,-4.44
-0.31,-2.478,6.674,-5.44,-4.44
-0.3,-2.478,6.674,-5.44,-4.44
-0.29,-2.478,6.674,-5.44,-4.44
-0.28,-2.478,6.673,-5.44,-4.44
-0.27,-2.478,6.673,-5.44,-4.44
-0.26,-2.479,6.673,-5.44,-4.44
-0.25,-2.479,6.673,-5.44,-4.441
-0.24,-2.479,6.673,-5.44,-4.441
-0.23,-2.48,6.672,-5.44,-4.441
-0.22,-2.48,6.672,-5.44,-4.441
-0.21,-2.48,6.672,-5.44,-4.441
-0.2,-2.481,6.672,-5.44,-4.442
-0.19,-2.481,6.671,-5.44,-4.442
-0.18,-2.482,6.671,-5.439,-4.442
-0.17,-2.482,6.671,-5.439,-4.443
-0.16,-2.482,6.671,-5.439,-4.442
-0.15,-2.482,6.671,-5.44,-4.442
-0.14,-2.483,6.67,-5.44,-4.442
-0.13,-2.484,6.67,-5.439,-4.443
-0.12,-2.484,6.669,-5.439,-4.444
-0.11,-2.485,6.669,-5.439,-4.444
-0.1,-2.485,6.669,-5.439,-4.443
-0.09,-2.487,6.668,-5.439,-4.444
-0.08,-2.488,6.667,-5.438,-4.445
-0.07,-2.488,6.668,-5.437,-4.446
-0.06,-2.487,6.67,-5.436,-4.445
-0.05,-2.486,6.671,-5.435,-4.445
-0.04,-2.486,6.671,-5.434,-4.446
-0.03,-2.488,6.67,-5.432,-4.449
-0.02,-2.491,6.667,-5.43,-4.453
-0.01,-2.497,6.664,-5.428,-4.459
0,-2.504,6.659,-5.424,-4.466
0.01,9.999,0,-0.01,0
0.02,9.999,-0.002,-0.032,-0.001
0.03,9.999,-0.002,-0.058,-0.002
0.04,9.999,0,-0.084,-0.003
0.05,9.999,0.002,-0.11,-0.004
0.06,9.999,0.005,-0.129,-0.006
0.07,9.998,0.007,-0.141,-0.006
0.08,9.998,0.006,-0.143,-0.009
0.09,9.998,0.004,-0.152,-0.012
0.1,9.998,0,-0.178,-0.012
0.11,9.997,-0.006,-0.232,-0.01
0.12,9.996,-0.006,-0.274,-0.01
0.13,9.996,-0.003,-0.278,-0.013
0.14,9.996,-0.002,-0.252,-0.018
0.15,9.997,0.004,-0.227,-0.022
0.16,9.997,0.009,-0.225,-0.023
0.17,9.996,0.013,-0.258,-0.021
0.18,9.994,0.016,-0.321,-0.019
0.19,9.993,0.016,-0.369,-0.015
0.2,9.992,0.008,-0.377,-0.01
0.21,9.993,0,-0.367,-0.008
0.22,9.993,-0.007,-0.35,-0.009
0.23,9.994,-0.012,-0.323,-0.007
0.24,9.994,-0.015,-0.323,-0.007
0.25,9.993,-0.017,-0.354,-0.007
0.26,9.992,-0.013,-0.398,-0.01
0.27,9.989,-0.012,-0.45,-0.01
0.28,9.986,-0.011,-0.518,-0.009
0.29,9.982,-0.007,-0.598,-0.003
0.3,9.977,-0.007,-0.676,0.008
0.31,9.973,-0.008,-0.731,0.019
0.32,9.972,-0.013,-0.74,0.025
0.33,9.975,-0.022,-0.705,0.026
0.34,9.977,-0.032,-0.668,0.025
0.35,9.977,-0.034,-0.666,0.023
0.36,9.976,-0.033,-0.679,0.02
0.37,9.974,-0.031,-0.714,0.017
0.38,9.97,-0.03,-0.763,0.015
0.39,9.968,-0.031,-0.795,0.013
0.4,9.967,-0.036,-0.81,0.011
0.41,9.968,-0.04,-0.798,0.009
0.42,9.97,-0.044,-0.76,0.009
0.43,9.976,-0.049,-0.683,0.011
0.44,9.981,-0.054,-0.612,0.014
0.45,9.984,-0.06,-0.55,0.019
0.46,9.987,-0.063,-0.499,0.024
0.47,9.989,-0.063,-0.457,0.028
0.48,9.99,-0.06,-0.439,0.027
0.49,9.99,-0.054,-0.425,0.024
0.5,9.991,-0.045,-0.417,0.017
0.51,9.991,-0.033,-0.408,0.009
0.52,9.992,-0.025,-0.398,0.003
0.53,9.992,-0.02,-0.387,0
0.54,9.992,-0.018,-0.375,-0.001
0.55,9.993,-0.019,-0.362,-0.003
0.56,9.993,-0.017,-0.35,-0.006
0.57,9.994,-0.012,-0.337,-0.011
0.58,9.994,-0.005,-0.325,-0.016
0.59,9.995,0,-0.312,-0.021
0.6,9.995,0.004,-0.299,-0.024
0.61,9.995,0.005,-0.286,-0.026
0.62,9.996,0.005,-0.273,-0.029
0.63,9.996,0.004,-0.259,-0.032
0.64,9.996,0.004,-0.246,-0.037
0.65,9.997,0.006,-0.232,-0.042
0.66,9.997,0.009,-0.219,-0.046
0.67,9.997,0.009,-0.205,-0.05
0.68,9.998,0.007,-0.191,-0.055
0.69,9.998,0.004,-0.178,-0.06
0.7,9.998,0.002,-0.165,-0.065
0.71,9.998,0.001,-0.153,-0.069
0.72,9.998,0,-0.142,-0.073
0.73,9.998,-0.001,-0.131,-0.077
0.74,9.998,-0.004,-0.12,-0.082
0.75,9.999,-0.008,-0.11,-0.086
0.76,9.999,-0.012,-0.101,-0.091
0.77,9.999,-0.017,-0.092,-0.095
0.78,9.999,-0.021,-0.084,-0.1
0.79,9.999,-0.025,-0.077,-0.104
0.8,9.999,-0.03,-0.071,-0.109
0.81,9.999,-0.034,-0.066,-0.114
0.82,9.999,-0.04,-0.061,-0.118
0.83,9.998,-0.046,-0.058,-0.123
0.84,9.998,-0.053,-0.055,-0.129
0.85,9.998,-0.059,-0.054,-0.135
0.86,9.998,-0.066,-0.054,-0.14
0.87,9.998,-0.072,-0.056,-0.145
0.88,9.998,-0.08,-0.058,-0.15
0.89,9.998,-0.088,-0.062,-0.155
0.9,9.997,-0.097,-0.068,-0.161
0.91,9.997,-0.105,-0.075,-0.168
0.92,9.997,-0.114,-0.084,-0.174
0.93,9.997,-0.123,-0.094,-0.179
0.94,9.996,-0.132,-0.106,-0.184
0.95,9.996,-0.143,-0.12,-0.189
0.96,9.996,-0.151,-0.135,-0.194
0.97,9.995,-0.163,-0.153,-0.199
0.98,9.994,-0.171,-0.172,-0.204
0.99,9.994,-0.181,-0.193,-0.209
1,9.993,-0.191,-0.218,-0.214
1.01,9.992,-0.202,-0.245,-0.218
1.02,9.991,-0.21,-0.275,-0.222
1.03,9.99,-0.221,-0.307,-0.225
1.04,9.988,-0.229,-0.341,-0.228
1.05,9.987,-0.239,-0.377,-0.231
1.06,9.985,-0.248,-0.415,-0.234
1.07,9.983,-0.257,-0.455,-0.237
1.08,9.981,-0.268,-0.496,-0.24
1.09,9.978,-0.278,-0.539,-0.243
1.1,9.975,-0.29,-0.584,-0.247
1.11,9.972,-0.298,-0.631,-0.249
1.12,9.968,-0.309,-0.679,-0.251
1.13,9.964,-0.32,-0.729,-0.254
1.14,9.96,-0.331,-0.781,-0.257
1.15,9.955,-0.343,-0.835,-0.261
1.16,9.95,-0.354,-0.89,-0.264
1.17,9.944,-0.365,-0.948,-0.267
1.18,9.938,-0.375,-1.008,-0.269
1.19,9.931,-0.385,-1.071,-0.271
1.2,9.923,-0.396,-1.135,-0.273
1.21,9.915,-0.408,-1.201,-0.276
1.22,9.906,-0.418,-1.269,-0.277
1.23,9.896,-0.432,-1.339,-0.279
1.24,9.885,-0.441,-1.412,-0.281
1.25,9.874,-0.452,-1.486,-0.282
1.26,9.862,-0.461,-1.563,-0.283
1.27,9.848,-0.472,-1.641,-0.285
1.28,9.834,-0.482,-1.721,-0.285
1.29,9.819,-0.493,-1.803,-0.286
1.3,9.803,-0.504,-1.887,-0.286
1.31,9.785,-0.514,-1.972,-0.286
1.32,9.767,-0.522,-2.06,-0.286
1.33,9.747,-0.53,-2.15,-0.285
1.34,9.726,-0.538,-2.242,-0.284
1.35,9.704,-0.547,-2.334,-0.283
1.36,9.68,-0.556,-2.428,-0.284
1.37,9.655,-0.565,-2.523,-0.285
1.38,9.629,-0.569,-2.621,-0.284
1.39,9.601,-0.577,-2.719,-0.282
1.4,9.572,-0.582,-2.819,-0.278
1.41,9.542,-0.588,-2.919,-0.275
1.42,9.51,-0.594,-3.021,-0.272
1.43,9.476,-0.599,-3.123,-0.27
1.44,9.441,-0.604,-3.226,-0.268
1.45,9.405,-0.609,-3.331,-0.265
1.46,9.366,-0.614,-3.437,-0.261
1.47,9.326,-0.618,-3.544,-0.256
1.48,9.285,-0.623,-3.65,-0.253
1.49,9.242,-0.628,-3.758,-0.25
1.5,9.196,-0.63,-3.868,-0.246
1.51,9.149,-0.634,-3.977,-0.243
1.52,9.1,-0.636,-4.088,-0.237
1.53,9.05,-0.637,-4.199,-0.231
1.54,8.997,-0.638,-4.311,-0.225
1.55,8.942,-0.64,-4.424,-0.22
1.56,8.885,-0.644,-4.537,-0.216
1.57,8.825,-0.648,-4.652,-0.212
1.58,8.763,-0.651,-4.767,-0.209
1.59,8.699,-0.653,-4.883,-0.205
1.6,8.633,-0.652,-5,-0.201
1.61,8.563,-0.653,-5.118,-0.196
1.62,8.491,-0.653,-5.236,-0.191
1.63,8.417,-0.654,-5.355,-0.186
1.64,8.34,-0.655,-5.474,-0.183
1.65,8.26,-0.655,-5.594,-0.18
1.66,8.176,-0.653,-5.717,-0.178
1.67,8.088,-0.651,-5.841,-0.175
1.68,7.997,-0.65,-5.965,-0.172
1.69,7.904,-0.649,-6.088,-0.169
1.7,7.807,-0.648,-6.212,-0.168
1.71,7.706,-0.647,-6.337,-0.168
1.72,7.602,-0.644,-6.462,-0.166
1.73,7.495,-0.639,-6.586,-0.162
1.74,7.384,-0.635,-6.71,-0.159
1.75,7.27,-0.631,-6.834,-0.155
1.76,7.153,-0.627,-6.957,-0.154
1.77,7.033,-0.624,-7.079,-0.154
1.78,6.908,-0.62,-7.201,-0.154
1.79,6.779,-0.616,-7.323,-0.152
1.8,6.647,-0.612,-7.444,-0.15
1.81,6.51,-0.607,-7.564,-0.148
1.82,6.369,-0.601,-7.683,-0.146
1.83,6.225,-0.596,-7.801,-0.145
1.84,6.076,-0.592,-7.918,-0.146
1.85,5.923,-0.587,-8.033,-0.145
1.86,5.767,-0.581,-8.147,-0.141
1.87,5.606,-0.574,-8.259,-0.138
1.88,5.441,-0.566,-8.369,-0.135
1.89,5.273,-0.558,-8.477,-0.132
1.9,5.1,-0.55,-8.582,-0.129
1.91,4.924,-0.543,-8.685,-0.127
1.92,4.742,-0.535,-8.786,-0.123
1.93,4.557,-0.528,-8.884,-0.121
1.94,4.369,-0.52,-8.979,-0.116
1.95,4.176,-0.512,-9.07,-0.112
1.96,3.979,-0.504,-9.159,-0.107
1.97,3.777,-0.496,-9.245,-0.101
1.98,3.571,-0.488,-9.327,-0.093
1.99,3.358,-0.48,-9.406,-0.087
2,3.139,-0.473,-9.482,-0.079
2.01,2.916,-0.466,-9.553,-0.071
2.02,2.69,-0.458,-9.62,-0.062
2.03,2.46,-0.449,-9.681,-0.054
2.04,2.226,-0.44,-9.738,-0.043
2.05,1.988,-0.431,-9.79,-0.031
2.06,1.747,-0.423,-9.837,-0.02
2.07,1.502,-0.416,-9.877,-0.008
2.08,1.255,-0.407,-9.912,0.002
2.09,1.005,-0.398,-9.941,0.014
2.1,0.752,-0.389,-9.964,0.027
2.11,0.497,-0.379,-9.98,0.043
2.12,0.239,-0.37,-9.99,0.058
2.13,-0.02,-0.36,-9.993,0.073
2.14,-0.282,-0.35,-9.989,0.088
2.15,-0.545,-0.339,-9.978,0.104
2.16,-0.808,-0.328,-9.961,0.12
2.17,-1.073,-0.317,-9.936,0.137
2.18,-1.337,-0.306,-9.904,0.153
2.19,-1.602,-0.294,-9.864,0.169
2.2,-1.865,-0.281,-9.818,0.186
2.21,-2.128,-0.268,-9.764,0.203
2.22,-2.391,-0.254,-9.703,0.218
2.23,-2.654,-0.239,-9.635,0.232
2.24,-2.915,-0.225,-9.559,0.245
2.25,-3.175,-0.213,-9.476,0.258
2.26,-3.435,-0.2,-9.385,0.274
2.27,-3.692,-0.186,-9.286,0.29
2.28,-3.947,-0.171,-9.181,0.305
2.29,-4.2,-0.156,-9.068,0.318
2.3,-4.45,-0.141,-8.947,0.329
2.31,-4.7,-0.128,-8.818,0.34
2.32,-4.949,-0.114,-8.681,0.353
2.33,-5.194,-0.1,-8.536,0.368
2.34,-5.436,-0.087,-8.383,0.383
2.35,-5.673,-0.075,-8.224,0.396
2.36,-5.907,-0.061,-8.058,0.408
2.37,-6.135,-0.046,-7.885,0.417
2.38,-6.36,-0.03,-7.704,0.425
2.39,-6.579,-0.015,-7.518,0.433
2.4,-6.794,0,-7.324,0.441
2.41,-7.003,0.013,-7.123,0.45
2.42,-7.206,0.028,-6.917,0.456
2.43,-7.405,0.043,-6.704,0.46
2.44,-7.598,0.057,-6.484,0.465
2.45,-7.784,0.072,-6.259,0.468
2.46,-7.964,0.085,-6.028,0.473
2.47,-8.137,0.1,-5.791,0.475
2.48,-8.304,0.115,-5.549,0.478
2.49,-8.464,0.129,-5.301,0.48
2.5,-8.616,0.141,-5.05,0.482
2.51,-8.76,0.153,-4.794,0.483
2.52,-8.898,0.164,-4.532,0.485
2.53,-9.029,0.178,-4.267,0.485
2.54,-9.15,0.193,-3.998,0.485
2.55,-9.264,0.208,-3.726,0.484
2.56,-9.37,0.221,-3.45,0.483
2.57,-9.469,0.232,-3.169,0.484
2.58,-9.558,0.246,-2.887,0.483
2.59,-9.64,0.258,-2.601,0.481
2.6,-9.713,0.27,-2.312,0.479
2.61,-9.777,0.281,-2.021,0.478
2.62,-9.833,0.291,-1.73,0.478
2.63,-9.879,0.305,-1.438,0.476
2.64,-9.917,0.32,-1.145,0.474
2.65,-9.947,0.332,-0.851,0.469
2.66,-9.967,0.343,-0.556,0.465
2.67,-9.979,0.353,-0.26,0.461
2.68,-9.982,0.365,0.035,0.458
2.69,-9.976,0.377,0.331,0.454
2.7,-9.962,0.391,0.63,0.451
2.71,-9.938,0.402,0.927,0.446
2.72,-9.906,0.418,1.224,0.442
2.73,-9.864,0.429,1.521,0.436
2.74,-9.814,0.44,1.818,0.431
2.75,-9.754,0.453,2.112,0.425
2.76,-9.685,0.463,2.406,0.417
2.77,-9.608,0.471,2.7,0.409
2.78,-9.521,0.481,2.992,0.401
2.79,-9.425,0.493,3.28,0.394
2.8,-9.32,0.501,3.566,0.384
2.81,-9.207,0.508,3.849,0.374
2.82,-9.084,0.515,4.132,0.363
2.83,-8.952,0.52,4.411,0.351
2.84,-8.812,0.525,4.685,0.339
2.85,-8.663,0.528,4.955,0.327
2.86,-8.506,0.533,5.221,0.317
2.87,-8.34,0.537,5.482,0.305
2.88,-8.166,0.541,5.738,0.294
2.89,-7.984,0.546,5.989,0.284
2.9,-7.794,0.548,6.234,0.272
2.91,-7.597,0.55,6.473,0.262
2.92,-7.393,0.554,6.705,0.253
2.93,-7.18,0.558,6.932,0.244
2.94,-6.961,0.561,7.153,0.234
2.95,-6.735,0.562,7.366,0.222
2.96,-6.502,0.56,7.573,0.209
2.97,-6.263,0.56,7.772,0.198
2.98,-6.015,0.561,7.966,0.186
2.99,-5.761,0.562,8.152,0.174
3,-5.501,0.563,8.329,0.166
3.01,-5.234,0.561,8.5,0.155
3.02,-4.963,0.558,8.661,0.143
3.03,-4.687,0.557,8.814,0.131
3.04,-4.404,0.553,8.959,0.117
3.05,-4.118,0.551,9.095,0.105
3.06,-3.827,0.549,9.221,0.094
3.07,-3.53,0.546,9.339,0.083
3.08,-3.227,0.542,9.449,0.073
3.09,-2.921,0.539,9.548,0.06
3.1,-2.61,0.537,9.638,0.046
3.11,-2.293,0.535,9.718,0.029
3.12,-1.974,0.532,9.788,0.013
3.13,-1.651,0.527,9.848,-0.004
3.14,-1.327,0.52,9.897,-0.019
3.15,-0.999,0.513,9.936,-0.036
3.16,-0.672,0.505,9.964,-0.056
3.17,-0.344,0.497,9.981,-0.074
3.18,-0.017,0.489,9.987,-0.091
3.19,0.31,0.479,9.983,-0.111
3.2,0.639,0.468,9.967,-0.131
3.21,0.966,0.454,9.941,-0.149
3.22,1.291,0.44,9.905,-0.167
3.23,1.616,0.424,9.857,-0.185
3.24,1.939,0.407,9.799,-0.205
3.25,2.26,0.39,9.73,-0.225
3.26,2.579,0.371,9.651,-0.243
3.27,2.895,0.353,9.561,-0.263
3.28,3.209,0.334,9.46,-0.282
3.29,3.519,0.313,9.35,-0.295
3.3,3.826,0.29,9.229,-0.309
3.31,4.13,0.267,9.097,-0.323
3.32,4.43,0.244,8.955,-0.341
3.33,4.728,0.22,8.801,-0.357
3.34,5.024,0.195,8.636,-0.369
3.35,5.317,0.172,8.458,-0.379
3.36,5.605,0.15,8.27,-0.39
3.37,5.888,0.128,8.071,-0.402
3.38,6.166,0.106,7.861,-0.413
3.39,6.437,0.086,7.64,-0.427
3.4,6.701,0.064,7.409,-0.436
3.41,6.956,0.04,7.169,-0.443
3.42,7.205,0.018,6.919,-0.45
3.43,7.445,-0.001,6.659,-0.457
3.44,7.678,-0.017,6.389,-0.467
3.45,7.9,-0.032,6.111,-0.476
3.46,8.113,-0.051,5.825,-0.482
3.47,8.313,-0.07,5.535,-0.49
3.48,8.503,-0.089,5.238,-0.498
3.49,8.681,-0.108,4.935,-0.505
3.5,8.848,-0.126,4.628,-0.513
3.51,9.003,-0.144,4.317,-0.521
3.52,9.147,-0.164,4.002,-0.529
3.53,9.279,-0.186,3.684,-0.538
3.54,9.399,-0.212,3.364,-0.543
3.55,9.508,-0.235,3.039,-0.55
3.56,9.606,-0.252,2.71,-0.558
3.57,9.692,-0.271,2.378,-0.564
3.58,9.768,-0.292,2.042,-0.569
3.59,9.832,-0.315,1.704,-0.571
3.6,9.884,-0.338,1.363,-0.572
3.61,9.924,-0.36,1.02,-0.572
3.62,9.953,-0.379,0.671,-0.571
3.63,9.97,-0.396,0.318,-0.568
3.64,9.975,-0.414,-0.038,-0.562
3.65,9.967,-0.432,-0.399,-0.553
3.66,9.945,-0.447,-0.762,-0.544
3.67,9.911,-0.462,-1.123,-0.535
3.68,9.863,-0.476,-1.484,-0.525
3.69,9.803,-0.489,-1.842,-0.514
3.7,9.729,-0.499,-2.197,-0.502
3.71,9.643,-0.505,-2.549,-0.488
3.72,9.545,-0.515,-2.896,-0.474
3.73,9.434,-0.525,-3.24,-0.46
3.74,9.31,-0.533,-3.581,-0.445
3.75,9.175,-0.543,-3.914,-0.431
3.76,9.029,-0.551,-4.241,-0.416
3.77,8.87,-0.561,-4.564,-0.402
3.78,8.7,-0.573,-4.88,-0.387
3.79,8.52,-0.579,-5.189,-0.368
3.8,8.329,-0.585,-5.491,-0.349
3.81,8.126,-0.592,-5.787,-0.329
3.82,7.914,-0.596,-6.074,-0.307
3.83,7.693,-0.603,-6.353,-0.286
3.84,7.461,-0.608,-6.624,-0.264
3.85,7.221,-0.612,-6.885,-0.243
3.86,6.974,-0.616,-7.136,-0.222
3.87,6.719,-0.622,-7.377,-0.202
3.88,6.456,-0.624,-7.608,-0.179
3.89,6.185,-0.624,-7.831,-0.155
3.9,5.907,-0.627,-8.042,-0.134
3.91,5.624,-0.631,-8.243,-0.114
3.92,5.334,-0.633,-8.433,-0.094
3.93,5.038,-0.635,-8.613,-0.073
3.94,4.74,-0.634,-8.782,-0.05
3.95,4.436,-0.634,-8.939,-0.031
3.96,4.13,-0.63,-9.085,-0.006
3.97,3.819,-0.626,-9.22,0.014
3.98,3.506,-0.622,-9.344,0.032
3.99,3.189,-0.617,-9.457,0.051
4,2.869,-0.612,-9.559,0.07
4.01,2.545,-0.605,-9.651,0.089
4.02,2.218,-0.597,-9.731,0.107
4.03,1.89,-0.587,-9.801,0.131
4.04,1.56,-0.576,-9.859,0.149
4.05,1.229,-0.565,-9.906,0.167
4.06,0.896,-0.554,-9.942,0.181
4.07,0.562,-0.544,-9.967,0.197
4.08,0.228,-0.533,-9.98,0.208
4.09,-0.105,-0.523,-9.983,0.216
4.1,-0.437,-0.512,-9.974,0.228
4.11,-0.768,-0.5,-9.954,0.242
4.12,-1.095,-0.486,-9.924,0.252
4.13,-1.422,-0.471,-9.883,0.266
4.14,-1.749,-0.454,-9.831,0.281
4.15,-2.074,-0.436,-9.768,0.296
4.16,-2.396,-0.419,-9.694,0.31
4.17,-2.715,-0.403,-9.61,0.324
4.18,-3.029,-0.386,-9.516,0.332
4.19,-3.339,-0.37,-9.412,0.342
4.2,-3.647,-0.351,-9.297,0.349
4.21,-3.948,-0.332,-9.174,0.359
4.22,-4.243,-0.312,-9.041,0.369
4.23,-4.535,-0.291,-8.899,0.379
4.24,-4.824,-0.272,-8.746,0.39
4.25,-5.107,-0.253,-8.584,0.401
4.26,-5.385,-0.233,-8.412,0.413
4.27,-5.658,-0.212,-8.231,0.422
4.28,-5.922,-0.19,-8.043,0.431
4.29,-6.18,-0.168,-7.847,0.441
4.3,-6.432,-0.147,-7.641,0.452
4.31,-6.676,-0.125,-7.429,0.46
4.32,-6.914,-0.107,-7.208,0.472
4.33,-7.144,-0.087,-6.979,0.482
4.34,-7.366,-0.062,-6.745,0.488
4.35,-7.581,-0.037,-6.502,0.494
4.36,-7.788,-0.011,-6.252,0.499
4.37,-7.987,0.014,-5.995,0.504
4.38,-8.178,0.039,-5.731,0.508
4.39,-8.361,0.064,-5.46,0.512
4.4,-8.535,0.088,-5.183,0.516
4.41,-8.701,0.112,-4.899,0.518
4.42,-8.856,0.136,-4.611,0.519
4.43,-9.003,0.16,-4.317,0.52
4.44,-9.139,0.182,-4.019,0.522
4.45,-9.266,0.206,-3.717,0.521
4.46,-9.382,0.228,-3.411,0.522
4.47,-9.489,0.249,-3.101,0.522
4.48,-9.585,0.272,-2.788,0.522
4.49,-9.671,0.292,-2.471,0.522
4.5,-9.746,0.314,-2.151,0.521
4.51,-9.811,0.335,-1.829,0.519
4.52,-9.866,0.354,-1.505,0.518
4.53,-9.909,0.372,-1.179,0.516
4.54,-9.942,0.388,-0.851,0.515
4.55,-9.964,0.403,-0.522,0.513
4.56,-9.976,0.419,-0.194,0.511
4.57,-9.976,0.436,0.132,0.508
4.58,-9.966,0.451,0.46,0.504
4.59,-9.945,0.469,0.787,0.501
4.6,-9.913,0.485,1.112,0.497
4.61,-9.871,0.502,1.434,0.493
4.62,-9.818,0.52,1.756,0.488
4.63,-9.755,0.538,2.077,0.481
4.64,-9.681,0.552,2.396,0.474
4.65,-9.596,0.567,2.712,0.465
4.66,-9.502,0.581,3.026,0.457
4.67,-9.397,0.595,3.337,0.447
4.68,-9.282,0.605,3.643,0.436
4.69,-9.157,0.615,3.947,0.423
4.7,-9.022,0.623,4.247,0.41
4.71,-8.877,0.632,4.542,0.396
4.72,-8.722,0.643,4.833,0.382
4.73,-8.557,0.652,5.119,0.367
4.74,-8.384,0.658,5.398,0.35
4.75,-8.201,0.666,5.672,0.335
4.76,-8.009,0.673,5.94,0.318
4.77,-7.809,0.679,6.201,0.301
4.78,-7.599,0.686,6.456,0.284
4.79,-7.381,0.69,6.705,0.266
4.8,-7.156,0.692,6.946,0.246
4.81,-6.923,0.692,7.178,0.226
4.82,-6.683,0.693,7.403,0.206
4.83,-6.437,0.694,7.618,0.187
4.84,-6.184,0.693,7.826,0.166
4.85,-5.925,0.69,8.024,0.145
4.86,-5.66,0.687,8.214,0.124
4.87,-5.389,0.684,8.394,0.104
4.88,-5.113,0.68,8.566,0.085
4.89,-4.83,0.676,8.729,0.067
4.9,-4.544,0.67,8.882,0.048
4.91,-4.253,0.661,9.025,0.027
4.92,-3.959,0.651,9.159,0.008
4.93,-3.66,0.641,9.283,-0.009
4.94,-3.355,0.63,9.399,-0.027
4.95,-3.044,0.617,9.505,-0.048
4.96,-2.729,0.604,9.6,-0.071
4.97,-2.409,0.591,9.686,-0.093
4.98,-2.083,0.578,9.762,-0.113
4.99,-1.754,0.564,9.827,-0.135
5,-1.422,0.55,9.881,-0.158
5.01,-1.085,0.537,9.924,-0.176
5.02,-0.747,0.524,9.956,-0.192
5.03,-0.408,0.51,9.976,-0.209
5.04,-0.067,0.497,9.984,-0.226
5.05,0.273,0.484,9.981,-0.245
5.06,0.614,0.47,9.966,-0.264
5.07,0.956,0.457,9.939,-0.281
5.08,1.297,0.444,9.901,-0.296
5.09,1.637,0.431,9.85,-0.313
5.1,1.976,0.418,9.788,-0.331
5.11,2.314,0.405,9.713,-0.349
5.12,2.647,0.392,9.628,-0.367
5.13,2.976,0.377,9.531,-0.385
5.14,3.303,0.361,9.423,-0.401
5.15,3.625,0.345,9.303,-0.42
5.16,3.94,0.331,9.174,-0.443
5.17,4.25,0.315,9.034,-0.463
5.18,4.556,0.299,8.883,-0.48
5.19,4.855,0.282,8.723,-0.497
5.2,5.149,0.263,8.552,-0.512
5.21,5.435,0.241,8.373,-0.524
5.22,5.715,0.22,8.184,-0.54
5.23,5.988,0.199,7.986,-0.555
5.24,6.253,0.179,7.78,-0.571
5.25,6.512,0.157,7.564,-0.584
5.26,6.764,0.136,7.339,-0.597
5.27,7.007,0.112,7.107,-0.607
5.28,7.241,0.089,6.867,-0.617
5.29,7.469,0.064,6.619,-0.626
5.3,7.689,0.037,6.361,-0.632
5.31,7.9,0.011,6.097,-0.637
5.32,8.102,-0.013,5.825,-0.64
5.33,8.295,-0.04,5.546,-0.643
5.34,8.479,-0.068,5.261,-0.643
5.35,8.653,-0.093,4.969,-0.644
5.36,8.817,-0.118,4.671,-0.644
5.37,8.971,-0.143,4.367,-0.643
5.38,9.115,-0.165,4.057,-0.641
5.39,9.248,-0.189,3.745,-0.638
5.4,9.37,-0.213,3.428,-0.633
5.41,9.48,-0.236,3.108,-0.629
5.42,9.58,-0.257,2.785,-0.624
5.43,9.669,-0.277,2.459,-0.618
5.44,9.746,-0.297,2.131,-0.612
5.45,9.812,-0.314,1.803,-0.607
5.46,9.866,-0.331,1.474,-0.601
5.47,9.91,-0.349,1.144,-0.595
5.48,9.942,-0.368,0.814,-0.588
5.49,9.963,-0.385,0.487,-0.58
